//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump36;Rf;Gf;Bf
22745
445648.65630157;5696566.67399986;470.26355006;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.156000;0.156000;-0.156000;1.000000;0.490196;0.47451;0.431373
445648.61960037;5696566.63529976;470.27075006;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.194700;0.194700;-0.194700;1.000000;0.396078;0.384314;0.341176
445648.65760239;5696566.63879974;470.26545002;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.191200;0.191200;-0.191200;1.000000;0.423529;0.419608;0.376471
445648.73260315;5696566.63899811;470.26184990;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.191002;0.191002;-0.191002;1.000000;0.603922;0.603922;0.584314
445648.52530106;5696566.67899902;470.27624990;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.151001;0.151001;-0.151001;1.000000;0.6;0.592157;0.541176
445648.82440002;5696566.65349968;470.27784993;60138.000000;1.000000;1.000000;1.000000;1.000000;-0.176500;0.176500;-0.176500;1.000000;0.905882;0.929412;0.909804
445648.71199997;5696566.66889961;470.26134994;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.161101;0.161101;-0.161101;1.000000;0.470588;0.47451;0.447059
445648.76880081;5696566.65189941;470.26364996;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.178101;0.178101;-0.178101;1.000000;0.25098;0.258824;0.243137
445648.59970291;5696566.67219933;470.27024986;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.157801;0.157801;-0.157801;1.000000;0.580392;0.572549;0.52549
445648.67620285;5696566.63709839;470.26394989;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.192902;0.192902;-0.192902;1.000000;0.168627;0.164706;0.12549
445648.71389969;5696566.63839920;470.26105000;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.191601;0.191601;-0.191601;1.000000;0.552941;0.560784;0.529412
445648.75130280;5696566.63949974;470.26274993;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.190500;0.190500;-0.190500;1.000000;0.533333;0.533333;0.513725
445648.86170013;5696566.64559944;470.26545002;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.184401;0.184401;-0.184401;1.000000;0.517647;0.517647;0.47451
445648.49830063;5696566.66739853;470.27964999;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.162601;0.162601;-0.162601;1.000000;0.411765;0.396078;0.345098
445648.83320053;5696566.64579971;470.27584984;49858.000000;1.000000;1.000000;1.000000;1.000000;-0.184200;0.184200;-0.184200;1.000000;0.760784;0.768627;0.741176
445648.61079987;5696566.66419991;470.26834991;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.165800;0.165800;-0.165800;1.000000;0.47451;0.462745;0.419608
445648.68370255;5696566.66679962;470.26234986;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.163200;0.163200;-0.163200;1.000000;0.592157;0.584314;0.54902
445648.72240265;5696566.63049896;470.26364996;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.199501;0.199501;-0.199501;1.000000;0.509804;0.513725;0.482353
445648.54540070;5696566.64209946;470.27215006;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.187901;0.187901;-0.187901;1.000000;0.47451;0.470588;0.431373
445648.69360168;5696566.64719971;470.26254990;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.182849;0.182849;-0.182849;1.000000;0.282353;0.278431;0.247059
445648.61870010;5696566.67280014;470.26644995;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.157200;0.157200;-0.157200;1.000000;0.435294;0.423529;0.376471
445648.43330200;5696566.67339905;470.28374984;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.156601;0.156601;-0.156601;1.000000;0.6;0.584314;0.537255
445648.65780075;5696566.66459854;470.26344993;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.165401;0.165401;-0.165401;1.000000;0.368627;0.352941;0.313725
445648.62010010;5696566.66329964;470.26644995;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.166700;0.166700;-0.166700;1.000000;0.431373;0.415686;0.368627
445648.73180206;5696566.63199814;470.26414992;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.198002;0.198002;-0.198002;1.000000;0.533333;0.537255;0.513725
445648.84430130;5696566.63550003;470.26694991;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.194500;0.194500;-0.194500;1.000000;0.478431;0.478431;0.431373
445648.43169983;5696566.68279846;470.28604986;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.147202;0.147202;-0.147202;1.000000;0.478431;0.458824;0.411765
445648.46960266;5696566.68639954;470.28314998;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.143600;0.143600;-0.143600;1.000000;0.227451;0.207843;0.164706
445648.43309982;5696566.64539917;470.28104999;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.184601;0.184601;-0.184601;1.000000;0.533333;0.521569;0.470588
445648.72130020;5696566.66799934;470.26175000;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.162001;0.162001;-0.162001;1.000000;0.392157;0.396078;0.368627
445648.52680023;5696566.66949852;470.27394988;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.160501;0.160501;-0.160501;1.000000;0.564706;0.556863;0.509804
445648.56220062;5696566.67099960;470.27084996;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.159000;0.159000;-0.159000;1.000000;0.627451;0.615686;0.568627
445648.49040039;5696566.63079842;470.27644994;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.199202;0.199202;-0.199202;1.000000;0.478431;0.454902;0.396078
445648.60080154;5696566.63469894;470.27215006;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.195301;0.195301;-0.195301;1.000000;0.278431;0.270588;0.231373
445648.55140121;5696566.68129929;470.27285006;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.148701;0.148701;-0.148701;1.000000;0.658824;0.647059;0.603922
445648.58880051;5696566.68019875;470.26985003;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.149801;0.149801;-0.149801;1.000000;0.6;0.596078;0.556863
445648.51710327;5696566.64009865;470.27314999;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.189901;0.189901;-0.189901;1.000000;0.568627;0.560784;0.513725
445648.55490311;5696566.64359863;470.27254989;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.186401;0.186401;-0.186401;1.000000;0.545098;0.541176;0.494118
445648.62059982;5696566.64459808;470.26854994;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.185402;0.185402;-0.185402;1.000000;0.403922;0.392157;0.345098
445648.65830048;5696566.64579971;470.26565005;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.184200;0.184200;-0.184200;1.000000;0.368627;0.360784;0.321569
445648.73110016;5696566.64839943;470.26195004;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.181601;0.181601;-0.181601;1.000000;0.513725;0.517647;0.498039
445648.68520172;5696566.65740021;470.26234986;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.172600;0.172600;-0.172600;1.000000;0.443137;0.435294;0.407843
445648.81649979;5696566.64489944;470.27974989;60652.000000;1.000000;1.000000;1.000000;1.000000;-0.185101;0.185101;-0.185101;1.000000;0.909804;0.937255;0.921569
445648.92810257;5696566.64899834;470.24985005;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.181002;0.181002;-0.181002;1.000000;0.733333;0.721569;0.678431
445648.70400055;5696566.65799912;470.26084997;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.172212;0.172212;-0.172212;1.000000;0.352941;0.34902;0.317647
445648.45260056;5696566.65519913;470.28434994;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.174801;0.174801;-0.174801;1.000000;0.501961;0.490196;0.443137
445648.93670090;5696566.63899811;470.24554994;49344.000000;1.000000;1.000000;1.000000;1.000000;-0.191002;0.191002;-0.191002;1.000000;0.772549;0.752941;0.709804
445648.60040100;5696566.65349968;470.26775004;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.176500;0.176500;-0.176500;1.000000;0.431373;0.419608;0.372549
445648.43260010;5696566.69209869;470.28624990;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.137901;0.137901;-0.137901;1.000000;0.419608;0.396078;0.34902
445648.43380173;5696566.65459831;470.28355004;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.175402;0.175402;-0.175402;1.000000;0.576471;0.560784;0.513725
445648.46930130;5696566.65839966;470.28285005;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.171600;0.171600;-0.171600;1.000000;0.403922;0.388235;0.337255
445648.80710037;5696566.64339836;470.27924993;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.186602;0.186602;-0.186602;1.000000;0.74902;0.784314;0.764706
445648.42240341;5696566.68369873;470.28565003;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.146301;0.146301;-0.146301;1.000000;0.466667;0.454902;0.403922
445648.49760254;5696566.68609818;470.28215005;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.143902;0.143902;-0.143902;1.000000;0.380392;0.368627;0.321569
445648.46010025;5696566.68489845;470.28274991;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.145102;0.145102;-0.145102;1.000000;0.309804;0.286275;0.239216
445648.42380341;5696566.64629944;470.28064992;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.183701;0.183701;-0.183701;1.000000;0.552941;0.541176;0.486275
445648.46130188;5696566.64739807;470.28234984;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.182602;0.182602;-0.182602;1.000000;0.501961;0.482353;0.435294
