//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump92;Rf;Gf;Bf
12634
445608.07380112;5696561.92669876;472.71014978;45489.000000;1.000000;1.000000;1.000000;1.000000;0.096699;-0.096699;0.096699;1.000000;0.721569;0.698039;0.627451
445608.29430111;5696561.93739899;472.66195013;27242.000000;1.000000;1.000000;1.000000;1.000000;0.107565;-0.107565;0.107565;1.000000;0.47451;0.407843;0.32549
445608.27430161;5696561.74009903;472.69834997;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.089901;0.089901;-0.089901;1.000000;0.505882;0.482353;0.431373
445608.16050156;5696561.77409943;472.69824984;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.055951;0.055951;-0.055951;1.000000;0.647059;0.611765;0.54902
445608.12300117;5696561.77959831;472.71294977;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.050402;0.050402;-0.050402;1.000000;0.239216;0.203922;0.168627
445608.21880157;5696561.93489845;472.67254974;43433.000000;1.000000;1.000000;1.000000;1.000000;0.104898;-0.104898;0.104898;1.000000;0.717647;0.654902;0.580392
445608.11030109;5696561.90959938;472.69294979;47802.000000;1.000000;1.000000;1.000000;1.000000;0.079599;-0.079599;0.079599;1.000000;0.760784;0.72549;0.666667
445608.18580158;5696561.67119987;472.70284988;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.158800;0.158800;-0.158800;1.000000;0.431373;0.376471;0.298039
445608.18470200;5696561.70869835;472.70085003;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.121302;0.121302;-0.121302;1.000000;0.298039;0.243137;0.180392
445608.21680172;5696561.81359871;472.67334988;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.016401;0.016401;-0.016401;1.000000;0.196078;0.14902;0.113725
445608.10020168;5696561.92909821;472.69964983;52685.000000;1.000000;1.000000;1.000000;1.000000;0.099177;-0.099177;0.099177;1.000000;0.827451;0.807843;0.74902
445608.28480156;5696561.93599899;472.66155006;24158.000000;1.000000;1.000000;1.000000;1.000000;0.106012;-0.106012;0.106012;1.000000;0.427451;0.356863;0.27451
445608.24190147;5696561.87919815;472.66594984;23644.000000;1.000000;1.000000;1.000000;1.000000;0.049198;-0.049198;0.049198;1.000000;0.407843;0.352941;0.27451
445608.27720173;5696561.88059814;472.66515018;39064.000000;1.000000;1.000000;1.000000;1.000000;0.050598;-0.050598;0.050598;1.000000;0.639216;0.596078;0.513725
445608.27480133;5696561.95329865;472.66125013;38036.000000;1.000000;1.000000;1.000000;1.000000;0.123299;-0.123299;0.123299;1.000000;0.643137;0.568627;0.47451
445608.24960144;5696561.93680008;472.66694977;21331.000000;1.000000;1.000000;1.000000;1.000000;0.106800;-0.106800;0.106800;1.000000;0.396078;0.313725;0.223529
445608.09930141;5696561.89189919;472.69455006;34181.000000;1.000000;1.000000;1.000000;1.000000;0.062008;-0.062008;0.062008;1.000000;0.564706;0.513725;0.45098
445608.10250195;5696561.85419853;472.69894983;7710.000000;1.000000;1.000000;1.000000;1.000000;0.024255;-0.024255;0.024255;1.000000;0.14902;0.109804;0.0823529
445608.25670155;5696561.93619926;472.66494991;20046.000000;1.000000;1.000000;1.000000;1.000000;0.106199;-0.106199;0.106199;1.000000;0.372549;0.294118;0.211765
445608.10720165;5696561.92849930;472.69764997;53713.000000;1.000000;1.000000;1.000000;1.000000;0.098499;-0.098499;0.098499;1.000000;0.839216;0.823529;0.768627
445608.14840134;5696561.81729897;472.69355013;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.012701;0.012701;-0.012701;1.000000;0.215686;0.188235;0.14902
445608.26700123;5696561.71279915;472.70004990;58082.000000;1.000000;1.000000;1.000000;1.000000;-0.117201;0.117201;-0.117201;1.000000;0.905882;0.886275;0.835294
445608.17340191;5696561.73779877;472.70074989;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.092201;0.092201;-0.092201;1.000000;0.478431;0.427451;0.352941
