//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump105;Rf;Gf;Bf
10145
445603.49150093;5696562.31839951;472.89904978;34181.000000;1.000000;1.000000;1.000000;1.000000;0.073793;-0.073793;0.073793;1.000000;0.52549;0.529412;0.501961
445603.48280151;5696562.32619865;472.90105011;30069.000000;1.000000;1.000000;1.000000;1.000000;0.081664;-0.081664;0.081664;1.000000;0.458824;0.466667;0.439216
445603.41870125;5696562.45309837;472.92764999;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.190721;0.190721;-0.190721;1.000000;0.431373;0.431373;0.364706
445603.39030178;5696562.37850006;472.93715002;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.180705;0.180705;-0.180705;1.000000;0.25098;0.235294;0.133333
445603.52730186;5696562.42039879;472.88784983;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.097706;0.097706;-0.097706;1.000000;0.592157;0.588235;0.564706
445603.52980145;5696562.34769829;472.88945009;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.038842;0.038842;-0.038842;1.000000;0.545098;0.54902;0.537255
445603.41560181;5696562.34139832;472.91914989;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.149211;0.149211;-0.149211;1.000000;0.505882;0.490196;0.431373
445603.53210171;5696562.27269943;472.88864996;53713.000000;1.000000;1.000000;1.000000;1.000000;0.065765;-0.065765;0.065765;1.000000;0.819608;0.827451;0.796078
445603.37050159;5696562.34069832;472.93344976;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.194170;0.194170;-0.194170;1.000000;0.643137;0.631373;0.513725
445603.52610214;5696562.38309868;472.88735010;42662.000000;1.000000;1.000000;1.000000;1.000000;-0.065456;0.065456;-0.065456;1.000000;0.658824;0.654902;0.631373
445603.41650208;5696562.37859924;472.92665007;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.155656;0.155656;-0.155656;1.000000;0.341176;0.317647;0.247059
445603.50640114;5696562.44800003;472.88964989;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.131473;0.131473;-0.131473;1.000000;0.388235;0.380392;0.356863
445603.46860130;5696562.44669922;472.89484980;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.150969;0.150969;-0.150969;1.000000;0.27451;0.270588;0.231373
