//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump55;Rf;Gf;Bf
18081
445631.07200058;5696569.79479893;471.31815006;42662.000000;1.000000;1.000000;1.000000;1.000000;0.122541;-0.122541;0.122541;1.000000;0.678431;0.65098;0.607843
445631.10730179;5696569.79619892;471.31745007;43176.000000;1.000000;1.000000;1.000000;1.000000;0.088763;-0.088763;0.088763;1.000000;0.678431;0.662745;0.615686
445631.09350021;5696569.92819984;471.32534983;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.137243;0.137243;-0.137243;1.000000;0.631373;0.6;0.560784
445631.16840179;5696569.92829903;471.32404997;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.100512;0.100512;-0.100512;1.000000;0.247059;0.239216;0.231373
445631.11350067;5696569.88899906;471.31874992;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.096115;0.096115;-0.096115;1.000000;0.517647;0.494118;0.454902
445631.12700089;5696570.01149948;471.32554962;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.191919;0.191919;-0.191919;1.000000;0.623529;0.603922;0.572549
445631.17410095;5696569.78079899;471.30625011;51914.000000;1.000000;1.000000;1.000000;1.000000;0.051518;-0.051518;0.051518;1.000000;0.811765;0.796078;0.752941
445631.16769989;5696569.92129906;471.32624962;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.093837;0.093837;-0.093837;1.000000;0.223529;0.215686;0.207843
445631.13640030;5696569.77959927;471.31154968;22873.000000;1.000000;1.000000;1.000000;1.000000;0.073122;-0.073122;0.073122;1.000000;0.372549;0.352941;0.294118
445631.17530258;5696569.74339874;471.30585005;27242.000000;1.000000;1.000000;1.000000;1.000000;0.087737;-0.087737;0.087737;1.000000;0.431373;0.415686;0.376471
445631.17640121;5696569.70589931;471.30784990;35723.000000;1.000000;1.000000;1.000000;1.000000;0.124777;-0.124777;0.124777;1.000000;0.556863;0.545098;0.513725
445631.02050217;5696569.87639912;471.33305027;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.175133;0.175133;-0.175133;1.000000;0.52549;0.482353;0.423529
445631.08609970;5696569.89849861;471.32464983;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.123928;0.123928;-0.123928;1.000000;0.537255;0.509804;0.466667
445631.22330292;5696569.96069916;471.31524994;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.130699;0.130699;-0.130699;1.000000;0.34902;0.352941;0.337255
445631.15180023;5696569.84589966;471.31304981;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.040802;0.040802;-0.040802;1.000000;0.647059;0.631373;0.588235
445631.20990189;5696569.81029900;471.29894974;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.019701;0.019701;-0.019701;1.000000;0.588235;0.568627;0.529412
445631.21400269;5696569.70709904;471.30485012;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.122901;0.122901;-0.122901;1.000000;0.254902;0.247059;0.223529
445631.11180313;5696569.94749935;471.32404997;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.140797;0.140797;-0.140797;1.000000;0.588235;0.564706;0.533333
445631.07380112;5696569.94399937;471.32924988;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.162338;0.162338;-0.162338;1.000000;0.721569;0.690196;0.643137
445631.15030106;5696569.91119965;471.32774975;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.090113;0.090113;-0.090113;1.000000;0.447059;0.439216;0.415686
445631.04240234;5696569.83019932;471.32184984;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.146975;0.146975;-0.146975;1.000000;0.517647;0.47451;0.423529
445631.09920319;5696569.99289902;471.33334972;45746.000000;1.000000;1.000000;1.000000;1.000000;-0.186192;0.186192;-0.186192;1.000000;0.713725;0.698039;0.658824
445630.99380310;5696569.86719902;471.33645012;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.199080;0.199080;-0.199080;1.000000;0.552941;0.505882;0.45098
445631.25850113;5696570.00889977;471.30814983;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.178900;0.178900;-0.178900;1.000000;0.662745;0.666667;0.643137
445630.99380310;5696569.83919914;471.33145000;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.195790;0.195790;-0.195790;1.000000;0.541176;0.482353;0.423529
445631.22879990;5696570.01639946;471.30684998;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.186399;0.186399;-0.186399;1.000000;0.345098;0.337255;0.309804
445631.15649994;5696569.94809921;471.31914999;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.122590;0.122590;-0.122590;1.000000;0.203922;0.192157;0.176471
445631.19410141;5696569.94939907;471.31615021;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.119399;0.119399;-0.119399;1.000000;0.247059;0.243137;0.239216
445631.20760162;5696569.86639984;471.31115009;40606.000000;1.000000;1.000000;1.000000;1.000000;0.036400;-0.036400;0.036400;1.000000;0.627451;0.627451;0.584314
445631.22739990;5696569.84839924;471.30244972;51400.000000;1.000000;1.000000;1.000000;1.000000;-0.018399;0.018399;-0.018399;1.000000;0.8;0.788235;0.745098
445631.03180130;5696569.86849983;471.32644989;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.162211;0.162211;-0.162211;1.000000;0.662745;0.619608;0.564706
445631.06450089;5696569.97269924;471.33624985;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.189624;0.189624;-0.189624;1.000000;0.603922;0.576471;0.521569
445631.22000320;5696569.79309853;471.29915001;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.036901;0.036901;-0.036901;1.000000;0.635294;0.619608;0.584314
445631.22130020;5696569.75559910;471.29645016;29812.000000;1.000000;1.000000;1.000000;1.000000;0.074401;-0.074401;0.074401;1.000000;0.466667;0.454902;0.427451
445631.09620102;5696569.85329922;471.31755020;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.096045;0.096045;-0.096045;1.000000;0.694118;0.678431;0.643137
445631.10090073;5696569.77809914;471.31694986;48830.000000;1.000000;1.000000;1.000000;1.000000;0.102576;-0.102576;0.102576;1.000000;0.764706;0.745098;0.705882
445631.22459991;5696569.71789940;471.30084993;15934.000000;1.000000;1.000000;1.000000;1.000000;0.112101;-0.112101;0.112101;1.000000;0.254902;0.243137;0.219608
445631.11770065;5696570.01229866;471.32745029;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.195883;0.195883;-0.195883;1.000000;0.541176;0.521569;0.486275
445631.11900146;5696569.97489937;471.32474997;49344.000000;1.000000;1.000000;1.000000;1.000000;-0.161085;0.161085;-0.161085;1.000000;0.768627;0.756863;0.721569
445631.04810150;5696569.89489944;471.32984974;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.155469;0.155469;-0.155469;1.000000;0.67451;0.639216;0.588235
445631.19630249;5696569.90229900;471.32504990;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.072299;0.072299;-0.072299;1.000000;0.623529;0.627451;0.607843
445631.01430328;5696569.85839851;471.33025028;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.177362;0.177362;-0.177362;1.000000;0.6;0.552941;0.494118
445631.10220154;5696569.74069984;471.31414988;44204.000000;1.000000;1.000000;1.000000;1.000000;0.124796;-0.124796;0.124796;1.000000;0.690196;0.678431;0.643137
445631.21730240;5696569.83999928;471.29964973;50372.000000;1.000000;1.000000;1.000000;1.000000;0.009999;-0.009999;0.009999;1.000000;0.784314;0.772549;0.729412
445631.20530136;5696569.92249878;471.32334997;12850.000000;1.000000;1.000000;1.000000;1.000000;0.092499;-0.092499;0.092499;1.000000;0.192157;0.2;0.192157
445631.13980301;5696569.74189957;471.31355001;28527.000000;1.000000;1.000000;1.000000;1.000000;0.101090;-0.101090;0.101090;1.000000;0.454902;0.439216;0.388235
445631.17370041;5696570.00499924;471.31355001;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.175700;0.175700;-0.175700;1.000000;0.635294;0.623529;0.592157
445631.08480270;5696569.93599899;471.32735016;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.148901;0.148901;-0.148901;1.000000;0.592157;0.560784;0.517647
445631.22080048;5696570.00539978;471.30635025;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.175400;0.175400;-0.175400;1.000000;0.501961;0.498039;0.470588
