//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump124;Rf;Gf;Bf
820
445627.85300072;5696602.77739914;473.19554998;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.157895;0.157895;-0.157895;1.000000;0.556863;0.560784;0.541176
445627.81210144;5696602.78059967;473.22874977;51914.000000;1.000000;1.000000;1.000000;1.000000;-0.196100;0.196100;-0.196100;1.000000;0.803922;0.796078;0.768627
445627.98510178;5696602.71089752;473.08194973;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.120278;0.120278;-0.120278;1.000000;0.537255;0.541176;0.509804
445627.93540199;5696602.81019791;473.14615013;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.069362;0.069362;-0.069362;1.000000;0.427451;0.443137;0.431373
445627.86140068;5696602.72579773;473.16045000;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.174905;0.174905;-0.174905;1.000000;0.462745;0.47451;0.458824
445627.94760139;5696602.71869858;473.10134985;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.123830;0.123830;-0.123830;1.000000;0.560784;0.568627;0.541176
445627.98550232;5696602.66729935;473.03254988;59367.000000;1.000000;1.000000;1.000000;1.000000;-0.163523;0.163523;-0.163523;1.000000;0.898039;0.917647;0.886275
445627.98330124;5696602.72479828;473.09835007;51657.000000;1.000000;1.000000;1.000000;1.000000;-0.106829;0.106829;-0.106829;1.000000;0.784314;0.796078;0.772549
445627.87110146;5696602.72730072;473.15625002;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.166281;0.166281;-0.166281;1.000000;0.482353;0.494118;0.478431
445628.02480133;5696602.74199875;473.09574987;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.088001;0.088001;-0.088001;1.000000;0.415686;0.431373;0.411765
445627.82350166;5696602.76370056;473.20104982;49858.000000;1.000000;1.000000;1.000000;1.000000;-0.190298;0.190298;-0.190298;1.000000;0.768627;0.764706;0.741176
445627.90750130;5696602.82179840;473.16825010;2056.000000;1.000000;1.000000;1.000000;1.000000;-0.094731;0.094731;-0.094731;1.000000;0.027451;0.0392157;0.0352941
445627.92880066;5696602.75739868;473.13124992;49601.000000;1.000000;1.000000;1.000000;1.000000;-0.103010;0.103010;-0.103010;1.000000;0.756863;0.760784;0.74902
445627.89930161;5696602.78289993;473.16515018;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.112872;0.112872;-0.112872;1.000000;0.643137;0.65098;0.635294
445627.91140182;5696602.77969940;473.14934971;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.103518;0.103518;-0.103518;1.000000;0.67451;0.678431;0.662745
445627.83190163;5696602.78829773;473.22034981;56026.000000;1.000000;1.000000;1.000000;1.000000;-0.175016;0.175016;-0.175016;1.000000;0.858824;0.858824;0.831373
445627.85320099;5696602.81889923;473.22634985;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.149090;0.149090;-0.149090;1.000000;0.32549;0.321569;0.294118
445627.97400101;5696602.67740067;473.05074980;59110.000000;1.000000;1.000000;1.000000;1.000000;-0.155125;0.155125;-0.155125;1.000000;0.905882;0.905882;0.87451
445627.89290245;5696602.72780045;473.14085009;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.149399;0.149399;-0.149399;1.000000;0.768627;0.776471;0.760784
445628.05490120;5696602.72339828;473.06194975;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.106602;0.106602;-0.106602;1.000000;0.223529;0.231373;0.223529
445628.00080116;5696602.74169739;473.10864975;53713.000000;1.000000;1.000000;1.000000;1.000000;-0.088309;0.088309;-0.088309;1.000000;0.819608;0.823529;0.807843
445627.96530159;5696602.73789795;473.11165001;59110.000000;1.000000;1.000000;1.000000;1.000000;-0.099099;0.099099;-0.099099;1.000000;0.901961;0.909804;0.894118
445627.90340240;5696602.66379745;473.13824989;56026.000000;1.000000;1.000000;1.000000;1.000000;-0.193185;0.193185;-0.193185;1.000000;0.847059;0.862745;0.835294
445627.89020164;5696602.75589951;473.15504982;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.134023;0.134023;-0.134023;1.000000;0.682353;0.690196;0.678431
445628.02710159;5696602.73950012;473.09124996;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.090500;0.090500;-0.090500;1.000000;0.419608;0.435294;0.411765
445628.00470169;5696602.72069748;473.08295013;59881.000000;1.000000;1.000000;1.000000;1.000000;0.109339;-0.109339;0.109339;1.000000;0.913725;0.921569;0.901961
445627.84080132;5696602.77379807;473.19964983;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.170599;0.170599;-0.170599;1.000000;0.533333;0.533333;0.509804
445628.08970078;5696602.68770035;473.04684975;59367.000000;1.000000;1.000000;1.000000;1.000000;-0.142300;0.142300;-0.142300;1.000000;0.909804;0.909804;0.886275
445627.87400063;5696602.70829971;473.15614988;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.176531;0.176531;-0.176531;1.000000;0.513725;0.52549;0.505882
445627.92020233;5696602.65569885;473.11095001;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.192488;0.192488;-0.192488;1.000000;0.188235;0.215686;0.184314
445627.81540115;5696602.79649933;473.24064972;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.189461;0.189461;-0.189461;1.000000;0.690196;0.682353;0.65098
445628.05790146;5696602.73240097;473.06684973;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.097599;0.097599;-0.097599;1.000000;0.184314;0.176471;0.160784
445627.87190063;5696602.77120026;473.17775013;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.142658;0.142658;-0.142658;1.000000;0.4;0.403922;0.388235
445627.88840111;5696602.76529892;473.16214993;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.130625;0.130625;-0.130625;1.000000;0.439216;0.443137;0.427451
445627.81070145;5696602.83159836;473.26415016;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.191175;0.191175;-0.191175;1.000000;0.0862745;0.105882;0.0431373
445627.88110168;5696602.76359756;473.16645004;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.137826;0.137826;-0.137826;1.000000;0.486275;0.490196;0.47451
445627.95320137;5696602.76679810;473.12774994;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.079773;0.079773;-0.079773;1.000000;0.670588;0.686275;0.670588
445627.96330078;5696602.65749939;473.03844978;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.176761;0.176761;-0.176761;1.000000;0.25098;0.247059;0.223529
445627.84460075;5696602.72479828;473.16895010;54998.000000;1.000000;1.000000;1.000000;1.000000;-0.189217;0.189217;-0.189217;1.000000;0.835294;0.847059;0.835294
445627.88160141;5696602.77049835;473.16884996;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.134189;0.134189;-0.134189;1.000000;0.415686;0.411765;0.4
445627.90800102;5696602.76610001;473.14435007;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.113560;0.113560;-0.113560;1.000000;0.505882;0.509804;0.494118
445627.84610184;5696602.82179840;473.23535015;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.155991;0.155991;-0.155991;1.000000;0.356863;0.384314;0.372549
445628.03180130;5696602.69090088;473.03954985;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.139099;0.139099;-0.139099;1.000000;0.698039;0.713725;0.682353
445627.97460182;5696602.68879898;473.06024982;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.143811;0.143811;-0.143811;1.000000;0.639216;0.635294;0.6
445627.90740211;5696602.81949814;473.16594984;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.095057;0.095057;-0.095057;1.000000;0.101961;0.113725;0.109804
445627.88480194;5696602.67000015;473.14914991;61680.000000;1.000000;1.000000;1.000000;1.000000;-0.198259;0.198259;-0.198259;1.000000;0.933333;0.952941;0.933333
445627.96010216;5696602.79409988;473.13544991;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.055081;0.055081;-0.055081;1.000000;0.301961;0.298039;0.278431
445627.81560143;5696602.82670029;473.24804976;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.186305;0.186305;-0.186305;1.000000;0.137255;0.152941;0.0901961
445627.83420189;5696602.74209793;473.17565014;54998.000000;1.000000;1.000000;1.000000;1.000000;-0.189319;0.189319;-0.189319;1.000000;0.839216;0.843137;0.827451
445627.99450119;5696602.70779999;473.07305004;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.122422;0.122422;-0.122422;1.000000;0.635294;0.639216;0.611765
445627.91730125;5696602.73049744;473.12344982;61166.000000;1.000000;1.000000;1.000000;1.000000;-0.130590;0.130590;-0.130590;1.000000;0.933333;0.937255;0.92549
445628.05020149;5696602.68910034;473.04274990;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.140900;0.140900;-0.140900;1.000000;0.760784;0.780392;0.752941
445627.95310219;5696602.79469879;473.13744976;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.060209;0.060209;-0.060209;1.000000;0.462745;0.454902;0.458824
445627.92200096;5696602.67420013;473.10895016;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.175082;0.175082;-0.175082;1.000000;0.243137;0.258824;0.211765
445628.02850159;5696602.71879776;473.06775000;58596.000000;1.000000;1.000000;1.000000;1.000000;-0.111202;0.111202;-0.111202;1.000000;0.894118;0.898039;0.878431
445627.84040077;5696602.82729919;473.21654989;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.161499;0.161499;-0.161499;1.000000;0.321569;0.345098;0.317647
445627.89490135;5696602.69959839;473.14064981;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.168666;0.168666;-0.168666;1.000000;0.396078;0.407843;0.380392
