//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump111;Rf;Gf;Bf
8928
445646.14550217;5696583.75809868;470.84244992;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.183544;0.183544;-0.183544;1.000000;0.47451;0.458824;0.423529
445646.25470169;5696583.77149971;470.83124997;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.083567;-0.083567;0.083567;1.000000;0.694118;0.67451;0.643137
445646.31030090;5696584.01629837;470.83204987;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.035326;0.035326;-0.035326;1.000000;0.572549;0.568627;0.545098
445646.33910187;5696584.22159966;470.82644989;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.065782;0.065782;-0.065782;1.000000;0.611765;0.627451;0.52549
445646.18770035;5696584.05789955;470.83865001;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.157927;0.157927;-0.157927;1.000000;0.690196;0.662745;0.635294
445646.26840027;5696583.92189987;470.84064986;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.077227;0.077227;-0.077227;1.000000;0.254902;0.243137;0.207843
445646.24670227;5696584.18119820;470.82174994;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.102074;0.102074;-0.102074;1.000000;0.619608;0.588235;0.529412
445646.31770142;5696583.82169922;470.83474996;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.008301;0.008301;-0.008301;1.000000;0.521569;0.505882;0.458824
445646.20890244;5696584.01149948;470.84134986;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.136724;0.136724;-0.136724;1.000000;0.27451;0.25098;0.227451
445646.28420074;5696584.18239983;470.82114985;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.066848;0.066848;-0.066848;1.000000;0.356863;0.333333;0.266667
445646.24180038;5696584.07879837;470.82264997;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.103827;0.103827;-0.103827;1.000000;0.462745;0.427451;0.388235
445646.22530182;5696583.81600006;470.85144999;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.090169;-0.090169;0.090169;1.000000;0.666667;0.662745;0.639216
445646.35210236;5696584.08269890;470.82075002;43433.000000;1.000000;1.000000;1.000000;1.000000;0.006475;-0.006475;0.006475;1.000000;0.686275;0.658824;0.623529
445646.29340179;5696583.98739822;470.83554985;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.052225;0.052225;-0.052225;1.000000;0.411765;0.411765;0.384314
445646.17930038;5696584.02119835;470.84474995;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.166327;0.166327;-0.166327;1.000000;0.364706;0.337255;0.313725
445646.28300293;5696584.02349861;470.83084991;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.062624;0.062624;-0.062624;1.000000;0.466667;0.45098;0.427451
445646.28380020;5696583.78279884;470.83274986;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.056240;-0.056240;0.056240;1.000000;0.592157;0.568627;0.52549
445646.24600037;5696583.77929886;470.83325006;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.085123;-0.085123;0.085123;1.000000;0.788235;0.768627;0.737255
