//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump32;Rf;Gf;Bf
23990
445629.53980072;5696590.32759865;471.85885002;21331.000000;1.000000;1.000000;1.000000;1.000000;0.118351;-0.118351;0.118351;1.000000;0.333333;0.32549;0.309804
445629.51990135;5696590.37349899;471.87715008;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.144908;0.144908;-0.144908;1.000000;0.596078;0.596078;0.580392
445629.48060234;5696590.38169868;471.88485004;53199.000000;1.000000;1.000000;1.000000;1.000000;-0.184899;0.184899;-0.184899;1.000000;0.815686;0.815686;0.8
445629.48370178;5696590.33489998;471.87505009;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.174494;0.174494;-0.174494;1.000000;0.227451;0.219608;0.211765
445629.54440125;5696590.45999916;471.87694981;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.172723;0.172723;-0.172723;1.000000;0.447059;0.447059;0.435294
445629.51680191;5696590.39239891;471.88194992;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.154487;0.154487;-0.154487;1.000000;0.615686;0.623529;0.611765
445629.50990112;5696590.36509903;471.87424995;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.152325;0.152325;-0.152325;1.000000;0.490196;0.486275;0.470588
445629.49960144;5696590.35439880;471.87375023;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.160392;0.160392;-0.160392;1.000000;0.309804;0.301961;0.290196
445629.51060112;5696590.34419830;471.86704971;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.148207;0.148207;-0.148207;1.000000;0.462745;0.45098;0.439216
445629.50900085;5696590.38379868;471.88145020;48059.000000;1.000000;1.000000;1.000000;1.000000;-0.158534;0.158534;-0.158534;1.000000;0.733333;0.737255;0.721569
445629.52440079;5696590.44779976;471.88054993;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.178212;0.178212;-0.178212;1.000000;0.368627;0.360784;0.34902
445629.50040062;5696590.36369904;471.87614967;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.161286;0.161286;-0.161286;1.000000;0.392157;0.396078;0.380392
445629.50750168;5696590.39320000;471.88385012;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.163347;0.163347;-0.163347;1.000000;0.576471;0.584314;0.568627
445629.49100121;5696590.36449821;471.87804987;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.170649;0.170649;-0.170649;1.000000;0.352941;0.34902;0.333333
445629.50690086;5696590.41199883;471.88404991;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.172027;0.172027;-0.172027;1.000000;0.321569;0.329412;0.321569
445629.54450233;5696590.41319855;471.88104965;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.140828;0.140828;-0.140828;1.000000;0.25098;0.258824;0.258824
