//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump62;Rf;Gf;Bf
17109
445601.52450188;5696587.13529976;473.61324980;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.194700;0.194700;-0.194700;1.000000;0.513725;0.47451;0.4
445601.53350075;5696587.13439949;473.61824991;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.195601;0.195601;-0.195601;1.000000;0.564706;0.533333;0.447059
445601.47100075;5696587.13349922;473.60144999;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.198912;0.198912;-0.198912;1.000000;0.439216;0.407843;0.294118
445601.47870071;5696587.14209946;473.60424997;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.189324;0.189324;-0.189324;1.000000;0.4;0.356863;0.247059
445601.45090111;5696587.14009865;473.59595015;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.196624;0.196624;-0.196624;1.000000;0.286275;0.254902;0.12549
445601.50810059;5696587.13449867;473.61245014;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.195505;0.195505;-0.195505;1.000000;0.513725;0.478431;0.392157
445601.47800262;5696587.13279922;473.60174992;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.198641;0.198641;-0.198641;1.000000;0.447059;0.411765;0.305882
445601.54530151;5696587.13569839;473.61884977;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.194302;0.194302;-0.194302;1.000000;0.615686;0.584314;0.498039
445601.48710068;5696587.13189896;473.60444977;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.198651;0.198651;-0.198651;1.000000;0.443137;0.407843;0.305882
445601.51500137;5696587.13389977;473.61275007;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.196100;0.196100;-0.196100;1.000000;0.482353;0.447059;0.372549
445601.49640091;5696587.13329895;473.60955002;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.196777;0.196777;-0.196777;1.000000;0.501961;0.462745;0.360784
