//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump73;Rf;Gf;Bf
14413
445619.26920135;5696557.72239883;471.88495018;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.131981;0.131981;-0.131981;1.000000;0.207843;0.12549;0.054902
445619.26200111;5696557.87249954;471.88875010;13107.000000;1.000000;1.000000;1.000000;1.000000;-0.083626;0.083626;-0.083626;1.000000;0.219608;0.2;0.176471
445619.29950150;5696557.87369926;471.88814976;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.046126;0.046126;-0.046126;1.000000;0.309804;0.294118;0.27451
445619.26090248;5696557.90779884;471.88215019;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.084725;0.084725;-0.084725;1.000000;0.556863;0.533333;0.498039
445619.22320183;5696557.90649994;471.88504984;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.122426;0.122426;-0.122426;1.000000;0.564706;0.537255;0.494118
445619.29840096;5696557.90899857;471.88145020;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.047226;0.047226;-0.047226;1.000000;0.435294;0.419608;0.392157
445619.29030235;5696557.87459953;471.88765003;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.055325;0.055325;-0.055325;1.000000;0.317647;0.294118;0.278431
445619.25480087;5696557.87079819;471.88835003;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.090827;0.090827;-0.090827;1.000000;0.227451;0.207843;0.184314
445619.30750092;5696557.92919930;471.87745001;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.038126;0.038126;-0.038126;1.000000;0.462745;0.447059;0.411765
445619.25150116;5696557.90859802;471.88404991;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.094126;0.094126;-0.094126;1.000000;0.607843;0.584314;0.541176
445619.21370132;5696557.90499886;471.88695004;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.131926;0.131926;-0.131926;1.000000;0.47451;0.447059;0.403922
445619.23030098;5696557.73979958;471.90205004;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.146411;0.146411;-0.146411;1.000000;0.384314;0.301961;0.235294
445619.19590195;5696557.91599854;471.88854982;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.149725;0.149725;-0.149725;1.000000;0.592157;0.564706;0.513725
445619.24360092;5696557.67569931;471.88784983;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.184981;0.184981;-0.184981;1.000000;0.682353;0.643137;0.572549
445619.27800186;5696557.71469887;471.88054993;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.133670;0.133670;-0.133670;1.000000;0.227451;0.14902;0.0745098
445619.16460236;5696557.74559982;471.92005016;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.199733;0.199733;-0.199733;1.000000;0.317647;0.298039;0.227451
445619.31410225;5696557.75329979;471.88504984;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.082926;0.082926;-0.082926;1.000000;0.556863;0.47451;0.380392
445619.23420151;5696557.89849861;471.88544991;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.111426;0.111426;-0.111426;1.000000;0.619608;0.596078;0.556863
445619.26930244;5696557.89760025;471.88234999;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.076325;0.076325;-0.076325;1.000000;0.45098;0.427451;0.396078
445619.23280151;5696557.93369873;471.88584997;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.112826;0.112826;-0.112826;1.000000;0.498039;0.486275;0.435294
445619.27070244;5696557.93719872;471.88054993;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.074925;0.074925;-0.074925;1.000000;0.639216;0.619608;0.568627
445619.32040222;5696557.82720001;471.90014984;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.025380;0.025380;-0.025380;1.000000;0.129412;0.105882;0.0745098
