//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump97;Rf;Gf;Bf
11704
445650.34150131;5696615.76359756;471.09625008;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.066402;0.066402;-0.066402;1.000000;0.34902;0.341176;0.301961
445650.34150131;5696615.76359756;471.09625008;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.066402;0.066402;-0.066402;1.000000;0.345098;0.341176;0.298039
445650.34150131;5696615.76359756;471.09625008;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.066402;0.066402;-0.066402;1.000000;0.34902;0.341176;0.301961
445650.60120209;5696615.84449966;471.10434963;39064.000000;1.000000;1.000000;1.000000;1.000000;0.015319;-0.015319;0.015319;1.000000;0.607843;0.6;0.556863
445650.60020264;5696615.80729874;471.10144999;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.023158;0.023158;-0.023158;1.000000;0.415686;0.403922;0.364706
445650.60340317;5696615.76949890;471.10584976;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.060563;0.060563;-0.060563;1.000000;0.635294;0.639216;0.596078
445650.64350327;5696615.69809921;471.10685017;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.131901;0.131901;-0.131901;1.000000;0.113725;0.145098;0.0823529
445650.66500290;5696615.77109726;471.09235003;1028.000000;1.000000;1.000000;1.000000;1.000000;-0.059303;0.059303;-0.059303;1.000000;0.0235294;0.0156863;0.0117647
445650.66870316;5696615.73570068;471.09205009;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.094891;0.094891;-0.094891;1.000000;0.521569;0.513725;0.482353
445650.80890091;5696615.74119766;471.10545017;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.174984;0.174984;-0.174984;1.000000;0.25098;0.258824;0.235294
445650.60470016;5696615.73209961;471.10314991;5140.000000;1.000000;1.000000;1.000000;1.000000;-0.097911;0.097911;-0.097911;1.000000;0.0745098;0.0901961;0.0509804
445650.67880066;5696615.69729813;471.09905006;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.134303;0.134303;-0.134303;1.000000;0.2;0.223529;0.164706
445650.67510040;5696615.80969818;471.10255005;1028.000000;1.000000;1.000000;1.000000;1.000000;-0.026464;0.026464;-0.026464;1.000000;0.0196078;0.0156863;0.00784314
445650.71260269;5696615.81080063;471.10424997;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.057762;0.057762;-0.057762;1.000000;0.392157;0.4;0.368627
445650.82280167;5696615.73990067;471.10605003;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.187713;0.187713;-0.187713;1.000000;0.568627;0.580392;0.54902
445650.61900146;5696615.83589752;471.10504963;12079.000000;1.000000;1.000000;1.000000;1.000000;0.005898;-0.005898;0.005898;1.000000;0.207843;0.180392;0.145098
445650.64060028;5696615.76159866;471.09574987;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.068401;0.068401;-0.068401;1.000000;0.211765;0.211765;0.184314
445650.64170273;5696615.72410019;471.09534981;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.105900;0.105900;-0.105900;1.000000;0.403922;0.415686;0.372549
445650.75500305;5696615.66440018;471.10444977;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.191856;0.191856;-0.191856;1.000000;0.270588;0.298039;0.223529
445650.71650131;5696615.70070084;471.10084965;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.141866;0.141866;-0.141866;1.000000;0.486275;0.498039;0.427451
445650.63750275;5696615.80839737;471.10554983;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.021603;0.021603;-0.021603;1.000000;0.133333;0.12549;0.109804
