//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump78;Rf;Gf;Bf
14126
445648.33090027;5696591.64659889;470.71604993;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.183401;0.183401;-0.183401;1.000000;0.352941;0.337255;0.298039
445648.66380127;5696591.71579941;470.73654987;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.198145;0.198145;-0.198145;1.000000;0.470588;0.482353;0.423529
445648.32000168;5696591.68259819;470.72064998;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.147500;0.147500;-0.147500;1.000000;0.458824;0.454902;0.407843
445648.35760315;5696591.68379982;470.71994998;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.146200;0.146200;-0.146200;1.000000;0.490196;0.478431;0.439216
445648.32130249;5696591.64509972;470.71784999;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.184945;0.184945;-0.184945;1.000000;0.356863;0.345098;0.313725
445648.32400330;5696591.77559860;470.72184994;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.054419;0.054419;-0.054419;1.000000;0.52549;0.517647;0.478431
445648.32890137;5696591.70279892;470.72124984;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.127201;0.127201;-0.127201;1.000000;0.627451;0.615686;0.584314
445648.36750229;5696591.66649826;470.72254993;46774.000000;1.000000;1.000000;1.000000;1.000000;-0.163502;0.163502;-0.163502;1.000000;0.72549;0.717647;0.682353
445648.35860260;5696591.64629944;470.72194983;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.183701;0.183701;-0.183701;1.000000;0.560784;0.552941;0.517647
445648.30330093;5696591.65379913;470.71954991;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.176201;0.176201;-0.176201;1.000000;0.305882;0.298039;0.262745
445648.31880005;5696591.72009857;470.72094991;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.109990;0.109990;-0.109990;1.000000;0.411765;0.392157;0.356863
445648.30500229;5696591.74699982;470.72064998;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.083000;0.083000;-0.083000;1.000000;0.435294;0.431373;0.403922
445648.30760010;5696591.77479942;470.72114994;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.055201;0.055201;-0.055201;1.000000;0.501961;0.498039;0.454902
445648.33800323;5696591.67389877;470.71895005;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.156101;0.156101;-0.156101;1.000000;0.678431;0.670588;0.627451
445648.34010132;5696591.64569862;470.71645000;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.184301;0.184301;-0.184301;1.000000;0.411765;0.4;0.356863
445648.31760223;5696591.75749977;470.72134997;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.072572;0.072572;-0.072572;1.000000;0.505882;0.501961;0.466667
445648.35810287;5696591.66499908;470.71974995;56283.000000;1.000000;1.000000;1.000000;1.000000;-0.165001;0.165001;-0.165001;1.000000;0.866667;0.862745;0.831373
445648.33020218;5696591.66529854;470.71854999;46517.000000;1.000000;1.000000;1.000000;1.000000;-0.164701;0.164701;-0.164701;1.000000;0.717647;0.717647;0.678431
445648.31470306;5696591.77649887;470.72144987;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.053502;0.053502;-0.053502;1.000000;0.52549;0.521569;0.482353
445648.31940277;5696591.70129974;470.72085001;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.128798;0.128798;-0.128798;1.000000;0.654902;0.643137;0.603922
445648.32069977;5696591.66389854;470.71805002;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.166167;0.166167;-0.166167;1.000000;0.529412;0.529412;0.490196
445648.33920105;5696591.63649948;470.71854999;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.193501;0.193501;-0.193501;1.000000;0.392157;0.380392;0.352941
445648.32280167;5696591.81309898;470.72225000;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.017096;0.017096;-0.017096;1.000000;0.380392;0.376471;0.333333
445648.33380325;5696591.75599869;470.72214987;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.074001;0.074001;-0.074001;1.000000;0.529412;0.521569;0.482353
445648.33960159;5696591.66449936;470.71424987;52428.000000;1.000000;1.000000;1.000000;1.000000;-0.165501;0.165501;-0.165501;1.000000;0.807843;0.803922;0.760784
445648.32750137;5696591.73789986;470.72164990;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.092100;0.092100;-0.092100;1.000000;0.419608;0.407843;0.384314
445648.34660156;5696591.66389854;470.71455004;56026.000000;1.000000;1.000000;1.000000;1.000000;-0.166104;0.166104;-0.166104;1.000000;0.862745;0.858824;0.815686
445648.32340057;5696591.79439934;470.72204997;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.035655;0.035655;-0.035655;1.000000;0.623529;0.615686;0.568627
445648.32480057;5696591.78489883;470.72204997;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.045105;0.045105;-0.045105;1.000000;0.6;0.592157;0.545098
445648.32870300;5696591.67479904;470.71854999;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.155201;0.155201;-0.155201;1.000000;0.572549;0.568627;0.52549
445648.36610229;5696591.67589958;470.72264983;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.154100;0.154100;-0.154100;1.000000;0.568627;0.556863;0.517647
445648.32960327;5696591.68409927;470.71875002;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.145901;0.145901;-0.145901;1.000000;0.482353;0.47451;0.431373
445648.36460312;5696591.68540009;470.72264983;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.144600;0.144600;-0.144600;1.000000;0.462745;0.447059;0.4
445648.30580338;5696591.75630005;470.72085001;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.073700;0.073700;-0.073700;1.000000;0.447059;0.443137;0.407843
445648.31850250;5696591.69209869;470.72064998;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.137963;0.137963;-0.137963;1.000000;0.596078;0.588235;0.54902
