//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump113;Rf;Gf;Bf
8609
445646.59169968;5696567.20919998;470.39325001;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.155350;0.155350;-0.155350;1.000000;0.619608;0.576471;0.509804
445646.54680069;5696567.38369949;470.40485003;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.142576;0.142576;-0.142576;1.000000;0.611765;0.603922;0.556863
445646.58720215;5696567.34019859;470.40384986;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.102175;0.102175;-0.102175;1.000000;0.227451;0.207843;0.184314
445646.49279984;5696567.36279877;470.41855003;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.196577;0.196577;-0.196577;1.000000;0.419608;0.4;0.341176
445646.51600082;5696567.45879944;470.41374995;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.173376;0.173376;-0.173376;1.000000;0.588235;0.576471;0.529412
445646.55910309;5696567.34049995;470.40494992;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.130274;0.130274;-0.130274;1.000000;0.298039;0.282353;0.243137
445646.60160263;5696567.42509850;470.41485002;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.087774;0.087774;-0.087774;1.000000;0.329412;0.32549;0.290196
445646.57660110;5696567.17089851;470.38975002;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.195017;0.195017;-0.195017;1.000000;0.545098;0.509804;0.45098
445646.59449966;5696567.39559944;470.40715005;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.094877;0.094877;-0.094877;1.000000;0.556863;0.54902;0.517647
445646.49230011;5696567.38149841;470.41634991;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.197077;0.197077;-0.197077;1.000000;0.454902;0.439216;0.380392
445646.60750015;5696567.31249817;470.41374995;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.083726;0.083726;-0.083726;1.000000;0.243137;0.231373;0.207843
445646.53940018;5696567.35629852;470.40654995;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.149977;0.149977;-0.149977;1.000000;0.537255;0.521569;0.470588
445646.57810028;5696567.31999977;470.40785005;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.111725;0.111725;-0.111725;1.000000;0.301961;0.282353;0.243137
445646.59470184;5696567.16229828;470.38574984;42919.000000;1.000000;1.000000;1.000000;1.000000;-0.192580;0.192580;-0.192580;1.000000;0.686275;0.654902;0.596078
445646.58100327;5696567.25419815;470.41424992;51400.000000;1.000000;1.000000;1.000000;1.000000;-0.132253;0.132253;-0.132253;1.000000;0.811765;0.784314;0.709804
445646.59259995;5696567.45169838;470.41014983;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.096777;0.096777;-0.096777;1.000000;0.317647;0.313725;0.27451
445646.55160339;5696567.31079872;470.40654995;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.139105;0.139105;-0.139105;1.000000;0.545098;0.529412;0.47451
445646.58900269;5696567.31199844;470.40824987;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.101976;0.101976;-0.101976;1.000000;0.290196;0.270588;0.239216
