//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump94;Rf;Gf;Bf
12629
445613.18020161;5696582.31869896;472.76884987;5140.000000;1.000000;1.000000;1.000000;1.000000;0.103544;-0.103544;0.103544;1.000000;0.0745098;0.0823529;0.0980392
445613.10230167;5696582.35109909;472.80065014;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.182052;0.182052;-0.182052;1.000000;0.329412;0.333333;0.329412
445613.16530140;5696582.31519897;472.77985003;16191.000000;1.000000;1.000000;1.000000;1.000000;0.118752;-0.118752;0.118752;1.000000;0.247059;0.247059;0.258824
445613.11030109;5696582.37859924;472.78275015;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.179529;0.179529;-0.179529;1.000000;0.0588235;0.0627451;0.0588235
445613.16840179;5696582.29849823;472.78205015;43176.000000;1.000000;1.000000;1.000000;1.000000;0.118971;-0.118971;0.118971;1.000000;0.658824;0.662745;0.666667
445613.17030151;5696582.31709869;472.77775003;8738.000000;1.000000;1.000000;1.000000;1.000000;0.113561;-0.113561;0.113561;1.000000;0.133333;0.133333;0.145098
445613.09900196;5696582.38659866;472.79164984;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.192628;0.192628;-0.192628;1.000000;0.129412;0.12549;0.129412
445613.18360146;5696582.39119919;472.73964979;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.116836;0.116836;-0.116836;1.000000;0.286275;0.286275;0.282353
445613.16470154;5696582.37169846;472.75484993;4112.000000;1.000000;1.000000;1.000000;1.000000;-0.125552;0.125552;-0.125552;1.000000;0.0666667;0.0627451;0.0784314
445613.09010132;5696582.34969910;472.80944969;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.194028;0.194028;-0.194028;1.000000;0.419608;0.423529;0.415686
445613.11770161;5696582.37809952;472.77374985;4112.000000;1.000000;1.000000;1.000000;1.000000;-0.172276;0.172276;-0.172276;1.000000;0.0627451;0.0627451;0.0705882
445613.16090115;5696582.47509964;472.74195005;36494.000000;1.000000;1.000000;1.000000;1.000000;0.122226;-0.122226;0.122226;1.000000;0.556863;0.560784;0.541176
445613.19220169;5696582.38340004;472.73994972;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.105446;0.105446;-0.105446;1.000000;0.356863;0.356863;0.356863
445613.19100197;5696582.41859825;472.73565008;44975.000000;1.000000;1.000000;1.000000;1.000000;0.103458;-0.103458;0.103458;1.000000;0.690196;0.690196;0.670588
445613.18980129;5696582.45609863;472.73605015;48316.000000;1.000000;1.000000;1.000000;1.000000;0.093816;-0.093816;0.093816;1.000000;0.745098;0.741176;0.713725
445613.15670116;5696582.34409912;472.77274992;6168.000000;1.000000;1.000000;1.000000;1.000000;-0.127209;0.127209;-0.127209;1.000000;0.0941176;0.0941176;0.109804
445613.09910114;5696582.37979897;472.77524998;6168.000000;1.000000;1.000000;1.000000;1.000000;-0.190645;0.190645;-0.190645;1.000000;0.0862745;0.0980392;0.101961
445613.17340191;5696582.34279831;472.76184990;7453.000000;1.000000;1.000000;1.000000;1.000000;-0.110469;0.110469;-0.110469;1.000000;0.113725;0.113725;0.137255
445613.18660172;5696582.26879890;472.78254988;51143.000000;1.000000;1.000000;1.000000;1.000000;0.114292;-0.114292;0.114292;1.000000;0.780392;0.784314;0.788235
445613.12760170;5696582.34189995;472.79005005;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.155980;0.155980;-0.155980;1.000000;0.419608;0.411765;0.419608
445613.09110172;5696582.37789925;472.79355003;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.197909;0.197909;-0.197909;1.000000;0.2;0.223529;0.223529
445613.14430149;5696582.36159904;472.77244999;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.142376;0.142376;-0.142376;1.000000;0.0980392;0.0862745;0.105882
