//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump89;Rf;Gf;Bf
13161
445650.72960098;5696553.80279930;469.66144993;24929.000000;1.000000;1.000000;1.000000;1.000000;0.119170;-0.119170;0.119170;1.000000;0.372549;0.388235;0.364706
445650.75920303;5696553.87769897;469.62634995;49087.000000;1.000000;1.000000;1.000000;1.000000;-0.098711;0.098711;-0.098711;1.000000;0.745098;0.756863;0.745098
445650.75790222;5696553.91289909;469.62434985;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.120696;0.120696;-0.120696;1.000000;0.247059;0.254902;0.247059
445650.68860062;5696553.83709915;469.65765001;55255.000000;1.000000;1.000000;1.000000;1.000000;-0.157185;0.157185;-0.157185;1.000000;0.831373;0.854902;0.839216
445650.64800079;5696553.83139999;469.66505005;58082.000000;1.000000;1.000000;1.000000;1.000000;-0.197629;0.197629;-0.197629;1.000000;0.894118;0.890196;0.858824
445650.71510132;5696553.83949860;469.64485003;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.130869;0.130869;-0.130869;1.000000;0.572549;0.576471;0.556863
445650.70450027;5696553.87549789;469.64255001;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.148278;0.148278;-0.148278;1.000000;0.458824;0.462745;0.439216
445650.66560181;5696553.90949829;469.64345004;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.196795;0.196795;-0.196795;1.000000;0.352941;0.337255;0.309804
445650.74650009;5696553.80369957;469.65284993;26214.000000;1.000000;1.000000;1.000000;1.000000;0.102555;-0.102555;0.102555;1.000000;0.396078;0.407843;0.376471
445650.66660126;5696553.87419899;469.65244987;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.184399;0.184399;-0.184399;1.000000;0.623529;0.627451;0.607843
445650.70530136;5696553.83790024;469.65144994;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.140546;0.140546;-0.140546;1.000000;0.639216;0.647059;0.627451
445650.73750122;5696553.79030045;469.66864993;36494.000000;1.000000;1.000000;1.000000;1.000000;0.115182;-0.115182;0.115182;1.000000;0.54902;0.568627;0.537255
445650.73730286;5696553.92169960;469.63284995;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.141924;0.141924;-0.141924;1.000000;0.478431;0.486275;0.478431
445650.67609985;5696553.89909943;469.64844992;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.183067;0.183067;-0.183067;1.000000;0.607843;0.6;0.580392
445650.64820297;5696553.85939987;469.66534998;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.199599;0.199599;-0.199599;1.000000;0.47451;0.482353;0.462745
445650.74620255;5696553.76589783;469.68505003;53199.000000;1.000000;1.000000;1.000000;1.000000;0.118296;-0.118296;0.118296;1.000000;0.8;0.823529;0.792157
445650.74630173;5696553.78479965;469.66894986;24672.000000;1.000000;1.000000;1.000000;1.000000;0.109125;-0.109125;0.109125;1.000000;0.372549;0.384314;0.352941
445650.75480087;5696553.79360016;469.65314986;31354.000000;1.000000;1.000000;1.000000;1.000000;0.097847;-0.097847;0.097847;1.000000;0.47451;0.490196;0.45098
445650.67510040;5696553.86639984;469.65505006;50115.000000;1.000000;1.000000;1.000000;1.000000;-0.174366;0.174366;-0.174366;1.000000;0.764706;0.772549;0.752941
445650.75360306;5696553.80309875;469.64855005;28013.000000;1.000000;1.000000;1.000000;1.000000;0.095873;-0.095873;0.095873;1.000000;0.423529;0.435294;0.403922
445650.72140320;5696553.90209778;469.63424994;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.143628;0.143628;-0.143628;1.000000;0.294118;0.290196;0.27451
445650.75390060;5696553.80549820;469.64625003;28527.000000;1.000000;1.000000;1.000000;1.000000;0.094941;-0.094941;0.094941;1.000000;0.435294;0.443137;0.411765
445650.71040161;5696553.91239937;469.64084985;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.158351;0.158351;-0.158351;1.000000;0.282353;0.278431;0.262745
445650.67130096;5696553.92059906;469.64384987;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.196461;0.196461;-0.196461;1.000000;0.317647;0.298039;0.270588
