//X;Y;Z;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump45;Rf;Gf;Bf
19476
445615.36240204;5696569.13049896;472.36584999;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.199501;0.199501;-0.199501;1.000000;0.47451;0.466667;0.341176
445615.35840233;5696569.18699844;472.36404993;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.143002;0.143002;-0.143002;1.000000;0.27451;0.282353;0.196078
445615.31750114;5696569.25899895;472.33045008;23130.000000;1.000000;1.000000;1.000000;1.000000;0.076369;-0.076369;0.076369;1.000000;0.372549;0.372549;0.227451
445615.36100204;5696569.16789921;472.37085011;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.162101;0.162101;-0.162101;1.000000;0.282353;0.305882;0.2
445615.47650154;5696569.26739891;472.34705021;11308.000000;1.000000;1.000000;1.000000;1.000000;-0.062601;0.062601;-0.062601;1.000000;0.188235;0.180392;0.117647
445615.50460251;5696569.71489914;472.39325001;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.186799;0.186799;-0.186799;1.000000;0.631373;0.568627;0.494118
445615.37510117;5696569.26039894;472.35164978;5140.000000;1.000000;1.000000;1.000000;1.000000;-0.069601;0.069601;-0.069601;1.000000;0.0901961;0.0823529;0.0352941
445615.28000076;5696569.27669914;472.31724979;30069.000000;1.000000;1.000000;1.000000;1.000000;0.084545;-0.084545;0.084545;1.000000;0.47451;0.490196;0.278431
445615.58580215;5696569.30869873;472.34314968;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.021301;0.021301;-0.021301;1.000000;0.564706;0.545098;0.439216
445615.47530182;5696569.30259903;472.34275009;7196.000000;1.000000;1.000000;1.000000;1.000000;-0.027401;0.027401;-0.027401;1.000000;0.129412;0.113725;0.0627451
445615.34660156;5696569.49459847;472.32984974;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.164598;0.164598;-0.164598;1.000000;0.513725;0.482353;0.427451
445615.30900200;5696569.49339874;472.33045008;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.167453;0.167453;-0.167453;1.000000;0.392157;0.352941;0.290196
445615.54400070;5696569.23099907;472.33104994;26728.000000;1.000000;1.000000;1.000000;1.000000;0.099001;-0.099001;0.099001;1.000000;0.443137;0.415686;0.294118
445615.60580070;5696569.53309925;472.36534979;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.083576;0.083576;-0.083576;1.000000;0.435294;0.384314;0.305882
445615.56820114;5696569.53189857;472.36595013;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.121176;0.121176;-0.121176;1.000000;0.54902;0.490196;0.407843
445615.52940186;5696569.56589897;472.36464979;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.159975;0.159975;-0.159975;1.000000;0.607843;0.564706;0.498039
445615.49200066;5696569.56469925;472.36054995;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.197376;0.197376;-0.197376;1.000000;0.52549;0.498039;0.45098
445615.56690224;5696569.56929977;472.36864998;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.122475;0.122475;-0.122475;1.000000;0.537255;0.47451;0.4
445615.27280243;5696569.45479973;472.32835009;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.144494;0.144494;-0.144494;1.000000;0.509804;0.486275;0.4
445615.28160103;5696569.29749878;472.32455017;19532.000000;1.000000;1.000000;1.000000;1.000000;0.071803;-0.071803;0.071803;1.000000;0.313725;0.321569;0.141176
445615.24270065;5696569.33149918;472.32555010;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.102937;0.102937;-0.102937;1.000000;0.458824;0.458824;0.270588
445615.20420082;5696569.33989914;472.31465008;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.141772;0.141772;-0.141772;1.000000;0.494118;0.490196;0.294118
445615.32040222;5696569.24229916;472.33505013;17476.000000;1.000000;1.000000;1.000000;1.000000;0.091256;-0.091256;0.091256;1.000000;0.278431;0.278431;0.172549
445615.58080109;5696569.25319870;472.33754971;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.076801;0.076801;-0.076801;1.000000;0.560784;0.52549;0.380392
445615.31600197;5696569.26849945;472.33045008;22873.000000;1.000000;1.000000;1.000000;1.000000;0.068264;-0.068264;0.068264;1.000000;0.360784;0.372549;0.211765
445615.42860229;5696569.28339966;472.35435011;5397.000000;1.000000;1.000000;1.000000;1.000000;-0.046600;0.046600;-0.046600;1.000000;0.0901961;0.0862745;0.0431373
445615.39330109;5696569.27969940;472.35274984;6682.000000;1.000000;1.000000;1.000000;1.000000;-0.050301;0.050301;-0.050301;1.000000;0.121569;0.105882;0.0588235
445615.43180092;5696569.21009930;472.39094975;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.119901;0.119901;-0.119901;1.000000;0.403922;0.403922;0.32549
445615.20280083;5696569.37499912;472.31495001;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.149747;0.149747;-0.149747;1.000000;0.545098;0.54902;0.376471
445615.49060066;5696569.60209854;472.36564972;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.198776;0.198776;-0.198776;1.000000;0.45098;0.407843;0.341176
445615.43110092;5696569.26429947;472.36354973;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.065701;0.065701;-0.065701;1.000000;0.184314;0.176471;0.117647
445615.27190216;5696569.49229916;472.32184984;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.178259;0.178259;-0.178259;1.000000;0.635294;0.607843;0.533333
445615.54940231;5696569.34479912;472.34425022;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.014799;0.014799;-0.014799;1.000000;0.623529;0.603922;0.552941
445615.58540161;5696569.56759937;472.36945011;14649.000000;1.000000;1.000000;1.000000;1.000000;-0.103975;0.103975;-0.103975;1.000000;0.27451;0.211765;0.14902
445615.54310234;5696569.45509918;472.34765007;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.125099;0.125099;-0.125099;1.000000;0.568627;0.545098;0.470588
445615.53440102;5696569.67949875;472.38485004;49858.000000;1.000000;1.000000;1.000000;1.000000;-0.154976;0.154976;-0.154976;1.000000;0.815686;0.752941;0.682353
