//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump83
13768
445589.12630280;5696573.31299885;474.00425007;0.686275;0.698039;0.603922;44718.000000;1.000000;1.000000;1.000000;1.000000;-0.187697;0.187697;-0.187697;1.000000
445589.13570221;5696573.31449898;474.00465014;0.713725;0.72549;0.643137;46517.000000;1.000000;1.000000;1.000000;1.000000;-0.196936;0.196936;-0.196936;1.000000
445589.12570198;5696573.30609901;474.00175001;0.686275;0.694118;0.584314;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.187852;0.187852;-0.187852;1.000000
445589.09910019;5696573.32479961;474.00775005;0.705882;0.721569;0.65098;46260.000000;1.000000;1.000000;1.000000;1.000000;-0.159808;0.159808;-0.159808;1.000000
445589.11770065;5696573.32309921;474.00864985;0.729412;0.756863;0.690196;48573.000000;1.000000;1.000000;1.000000;1.000000;-0.178457;0.178457;-0.178457;1.000000
445589.11680038;5696573.31159885;474.00374987;0.67451;0.686275;0.592157;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.178375;0.178375;-0.178375;1.000000
445589.13660248;5696573.32599934;474.00944998;0.72549;0.733333;0.658824;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.197266;0.197266;-0.197266;1.000000
445589.11890228;5696573.30679901;473.99914982;0.666667;0.67451;0.568627;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.181018;0.181018;-0.181018;1.000000
445589.13720139;5696573.30269917;473.99994995;0.709804;0.717647;0.623529;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.199699;0.199699;-0.199699;1.000000
445589.12480171;5696573.32479961;474.00894978;0.72549;0.741176;0.666667;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.185498;0.185498;-0.185498;1.000000
445589.10840042;5696573.32399948;474.00815012;0.717647;0.737255;0.670588;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.169130;0.169130;-0.169130;1.000000
445588.96290024;5696573.46519955;474.05454971;0.615686;0.654902;0.560784;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.054773;0.054773;-0.054773;1.000000
445588.96070297;5696573.46539886;474.05214979;0.564706;0.6;0.513725;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.052576;0.052576;-0.052576;1.000000
445588.95450027;5696573.47529896;474.05424978;0.603922;0.635294;0.541176;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.046373;0.046373;-0.046373;1.000000
445588.96110161;5696573.47229870;474.05684998;0.615686;0.65098;0.552941;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.052975;0.052975;-0.052975;1.000000
445588.95220192;5696573.47329910;474.04944994;0.513725;0.545098;0.458824;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.044075;0.044075;-0.044075;1.000000
445588.73100098;5696573.82799919;474.03905012;0.372549;0.368627;0.313725;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.166636;0.166636;-0.166636;1.000000
445588.93020065;5696573.56629951;474.05655005;0.556863;0.588235;0.545098;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.022074;0.022074;-0.022074;1.000000
445588.89410217;5696573.60469921;474.05544998;0.203922;0.239216;0.231373;14906.000000;1.000000;1.000000;1.000000;1.000000;0.014025;-0.014025;0.014025;1.000000
445588.62070282;5696573.81519897;474.01994993;0.384314;0.380392;0.34902;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.058238;0.058238;-0.058238;1.000000
445588.92930038;5696573.50119884;474.04414989;0.65098;0.670588;0.592157;42919.000000;1.000000;1.000000;1.000000;1.000000;-0.021173;0.021173;-0.021173;1.000000
445588.81310089;5696573.68249901;474.04104998;0.639216;0.65098;0.611765;42148.000000;1.000000;1.000000;1.000000;1.000000;0.095026;-0.095026;0.095026;1.000000
445588.92170151;5696573.79019936;473.98204996;0.505882;0.423529;0.309804;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.013575;0.013575;-0.013575;1.000000
445588.92400177;5696573.71519955;473.98124983;0.168627;0.137255;0.109804;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.015875;0.015875;-0.015875;1.000000
445588.96230133;5696573.64099892;474.01704981;0.27451;0.239216;0.211765;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.054174;0.054174;-0.054174;1.000000
445588.92870148;5696573.54779919;474.05165007;0.588235;0.619608;0.54902;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.020575;0.020575;-0.020575;1.000000
445588.89280136;5696573.58629902;474.04584982;0.258824;0.286275;0.258824;17990.000000;1.000000;1.000000;1.000000;1.000000;0.015326;-0.015326;0.015326;1.000000
445588.46380051;5696573.97639950;474.04974987;0.568627;0.560784;0.498039;36237.000000;1.000000;1.000000;1.000000;1.000000;0.086924;-0.086924;0.086924;1.000000
445588.93400200;5696573.53089912;474.05404999;0.572549;0.6;0.501961;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.025875;0.025875;-0.025875;1.000000
445588.61710175;5696573.92759903;474.02344992;0.572549;0.54902;0.486275;35980.000000;1.000000;1.000000;1.000000;1.000000;0.110930;-0.110930;0.110930;1.000000
445588.96410187;5696573.65509899;474.00565006;0.227451;0.184314;0.160784;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.055975;0.055975;-0.055975;1.000000
445588.92910202;5696573.61279877;474.07345011;0.27451;0.290196;0.286275;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.020975;0.020975;-0.020975;1.000000
445588.65720184;5696573.86289890;474.03615000;0.227451;0.247059;0.215686;15420.000000;1.000000;1.000000;1.000000;1.000000;0.098483;-0.098483;0.098483;1.000000
445588.57940109;5696573.93309887;474.04045012;0.627451;0.631373;0.592157;40863.000000;1.000000;1.000000;1.000000;1.000000;0.104188;-0.104188;0.104188;1.000000
445588.96610077;5696573.61919888;474.04255011;0.0941176;0.0823529;0.0666667;5397.000000;1.000000;1.000000;1.000000;1.000000;-0.057974;0.057974;-0.057974;1.000000
445588.89020164;5696573.68769939;474.00035002;0.0666667;0.0470588;0.0431373;3341.000000;1.000000;1.000000;1.000000;1.000000;0.017925;-0.017925;0.017925;1.000000
445588.92500122;5696573.65119942;474.03644993;0.152941;0.12549;0.105882;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.016874;0.016874;-0.016874;1.000000
445588.96230133;5696573.61679943;474.07264997;0.0901961;0.0980392;0.0823529;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.054174;0.054174;-0.054174;1.000000
445588.81120117;5696573.71839912;474.00175001;0.478431;0.458824;0.423529;30069.000000;1.000000;1.000000;1.000000;1.000000;0.096926;-0.096926;0.096926;1.000000
445588.98260124;5696573.87759884;474.00444986;0.52549;0.45098;0.333333;30069.000000;1.000000;1.000000;1.000000;1.000000;0.047599;-0.047599;0.047599;1.000000
445588.90370186;5696573.94749935;474.03434994;0.588235;0.509804;0.427451;34181.000000;1.000000;1.000000;1.000000;1.000000;0.117583;-0.117583;0.117583;1.000000
