//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump98
11366
445636.17930038;5696559.43589981;470.86204984;0.52549;0.513725;0.501961;33667.000000;1.000000;1.000000;1.000000;1.000000;0.105900;-0.105900;0.105900;1.000000
445636.21690186;5696559.43709953;470.86134984;0.713725;0.705882;0.690196;46260.000000;1.000000;1.000000;1.000000;1.000000;0.107100;-0.107100;0.107100;1.000000
445636.04200180;5696559.40159805;470.88104989;0.545098;0.541176;0.529412;35209.000000;1.000000;1.000000;1.000000;1.000000;0.071624;-0.071624;0.071624;1.000000
445636.04080017;5696559.43909843;470.88144996;0.764706;0.764706;0.752941;49858.000000;1.000000;1.000000;1.000000;1.000000;0.109143;-0.109143;0.109143;1.000000
445635.75020035;5696559.39549835;470.91205003;0.827451;0.835294;0.823529;54484.000000;1.000000;1.000000;1.000000;1.000000;-0.157927;0.157927;-0.157927;1.000000
445635.92660339;5696559.46299942;470.92314984;0.431373;0.427451;0.419608;28013.000000;1.000000;1.000000;1.000000;1.000000;0.018476;-0.018476;0.018476;1.000000
445636.02219971;5696559.15759857;470.91914989;0.796078;0.811765;0.807843;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.172401;0.172401;-0.172401;1.000000
445636.07140167;5696559.36619957;470.88194992;0.32549;0.333333;0.333333;21588.000000;1.000000;1.000000;1.000000;1.000000;0.036396;-0.036396;0.036396;1.000000
445636.02350052;5696559.19489868;470.91494991;0.545098;0.556863;0.552941;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.135101;0.135101;-0.135101;1.000000
445636.08740051;5696559.38579948;470.87824990;0.407843;0.411765;0.403922;26728.000000;1.000000;1.000000;1.000000;1.000000;0.055799;-0.055799;0.055799;1.000000
