//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump59
17377
445631.72020157;5696575.30629929;471.42924978;0.345098;0.337255;0.313725;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.097112;0.097112;-0.097112;1.000000
445631.67420013;5696575.26839931;471.43844988;0.478431;0.462745;0.431373;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.153115;0.153115;-0.153115;1.000000
445631.72140320;5696575.26879890;471.42894985;0.513725;0.505882;0.47451;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.111309;0.111309;-0.111309;1.000000
445631.64760025;5696575.22899921;471.42744972;0.529412;0.509804;0.47451;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.194976;0.194976;-0.194976;1.000000
445631.73900040;5696575.30689915;471.42784979;0.576471;0.564706;0.545098;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.078837;0.078837;-0.078837;1.000000
445631.70260056;5696575.26819904;471.43034985;0.313725;0.298039;0.262745;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.127724;0.127724;-0.127724;1.000000
445631.66769989;5696575.19439896;471.42794992;0.560784;0.545098;0.521569;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.199754;0.199754;-0.199754;1.000000
445631.69600113;5696575.19419868;471.42224981;0.231373;0.219608;0.207843;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.180152;0.180152;-0.180152;1.000000
445631.73370178;5696575.19549950;471.41925003;0.509804;0.509804;0.509804;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.156840;0.156840;-0.156840;1.000000
445631.68660172;5696575.19499882;471.42644979;0.427451;0.411765;0.388235;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.185881;0.185881;-0.185881;1.000000
445631.73170288;5696575.27959927;471.42945005;0.572549;0.564706;0.541176;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.096826;0.096826;-0.096826;1.000000
445631.69390305;5696575.25039871;471.42974998;0.278431;0.258824;0.215686;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.144396;0.144396;-0.144396;1.000000
445631.69510086;5696575.21289928;471.42934992;0.501961;0.490196;0.470588;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.167151;0.167151;-0.167151;1.000000
445631.73940094;5696575.28809937;471.43225004;0.54902;0.541176;0.521569;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.085890;0.085890;-0.085890;1.000000
445631.68820007;5696575.18559940;471.42175009;0.32549;0.309804;0.294118;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.191761;0.191761;-0.191761;1.000000
445631.72430237;5696575.19629868;471.42114975;0.607843;0.603922;0.596078;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.161212;0.161212;-0.161212;1.000000
445631.69680222;5696575.17549904;471.41734983;0.239216;0.231373;0.223529;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.194150;0.194150;-0.194150;1.000000
445631.63380249;5696575.30279930;471.42065002;0.305882;0.286275;0.25098;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.182612;0.182612;-0.182612;1.000000
445631.62759979;5696575.26589878;471.42924978;0.32549;0.305882;0.258824;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.197471;0.197471;-0.197471;1.000000
445631.69480331;5696575.25959881;471.42994978;0.309804;0.294118;0.254902;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.138759;0.138759;-0.138759;1.000000
445631.71550186;5696575.17609890;471.41825010;0.494118;0.490196;0.482353;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.182926;0.182926;-0.182926;1.000000
445631.68200119;5696575.29819878;471.42985012;0.509804;0.501961;0.470588;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.136142;0.136142;-0.136142;1.000000
445631.68660172;5696575.22299870;471.43144991;0.619608;0.603922;0.572549;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.166661;0.166661;-0.166661;1.000000
445631.72200211;5696575.22449883;471.42604973;0.541176;0.533333;0.513725;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.140227;0.140227;-0.140227;1.000000
445631.69540222;5696575.24089916;471.42974998;0.380392;0.356863;0.321569;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.148640;0.148640;-0.148640;1.000000
445631.72030075;5696575.30409916;471.42224981;0.239216;0.243137;0.207843;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.097577;0.097577;-0.097577;1.000000
445631.73330124;5696575.16739948;471.42124989;0.52549;0.52549;0.529412;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.181693;0.181693;-0.181693;1.000000
445631.73070343;5696575.24229916;471.42665007;0.788235;0.772549;0.752941;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.121213;0.121213;-0.121213;1.000000
445631.70200165;5696575.28699883;471.43055012;0.47451;0.466667;0.427451;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.120322;0.120322;-0.120322;1.000000
445631.66570099;5696575.24829872;471.42845013;0.490196;0.466667;0.419608;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.169646;0.169646;-0.169646;1.000000
445631.74100311;5696575.25299938;471.42724993;0.858824;0.85098;0.827451;55512.000000;1.000000;1.000000;1.000000;1.000000;-0.106362;0.106362;-0.106362;1.000000
445631.72010239;5696575.28059872;471.43134977;0.411765;0.4;0.372549;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.106434;0.106434;-0.106434;1.000000
445631.70650299;5696575.30769928;471.42404987;0.596078;0.584314;0.556863;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.110155;0.110155;-0.110155;1.000000
445631.64680298;5696575.27559956;471.43724968;0.635294;0.615686;0.572549;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.176183;0.176183;-0.176183;1.000000
445631.66420181;5696575.28799923;471.44054987;0.478431;0.466667;0.427451;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.155938;0.155938;-0.155938;1.000000
445631.63620193;5696575.25809868;471.42954971;0.52549;0.501961;0.447059;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.192136;0.192136;-0.192136;1.000000
445631.71140106;5696575.28839882;471.43104984;0.541176;0.529412;0.494118;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.111062;0.111062;-0.111062;1.000000
445631.63780029;5696575.24859913;471.42724993;0.576471;0.556863;0.505882;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.194436;0.194436;-0.194436;1.000000
445631.71270187;5696575.25099953;471.42824986;0.454902;0.439216;0.411765;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.128759;0.128759;-0.128759;1.000000
445631.64700134;5696575.24769886;471.42764999;0.67451;0.65098;0.607843;42662.000000;1.000000;1.000000;1.000000;1.000000;-0.186516;0.186516;-0.186516;1.000000
445631.72229965;5696575.25249870;471.42644979;0.596078;0.580392;0.556863;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.120352;0.120352;-0.120352;1.000000
445631.68589981;5696575.21369942;471.42894985;0.631373;0.615686;0.588235;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.173298;0.173298;-0.173298;1.000000
445631.72070129;5696575.28759869;471.43144991;0.486275;0.47451;0.45098;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.102825;0.102825;-0.102825;1.000000
445631.72370346;5696575.21499928;471.42135002;0.541176;0.533333;0.521569;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.146447;0.146447;-0.146447;1.000000
445631.68380173;5696575.26989944;471.43654968;0.419608;0.4;0.364706;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.143743;0.143743;-0.143743;1.000000
445631.64620026;5696575.26869877;471.43715002;0.686275;0.662745;0.619608;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.179001;0.179001;-0.179001;1.000000
445631.66400345;5696575.30459888;471.42674973;0.490196;0.470588;0.443137;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.152504;0.152504;-0.152504;1.000000
445631.74030121;5696575.27169903;471.42974998;0.784314;0.776471;0.74902;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.094267;0.094267;-0.094267;1.000000
445631.66629990;5696575.22959908;471.42824986;0.411765;0.388235;0.352941;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.178905;0.178905;-0.178905;1.000000
445631.70630081;5696575.17699917;471.41785004;0.32549;0.313725;0.305882;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.187322;0.187322;-0.187322;1.000000
445631.70380219;5696575.23079880;471.42994978;0.603922;0.588235;0.560784;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.148552;0.148552;-0.148552;1.000000
445631.70620163;5696575.20489891;471.42514994;0.278431;0.266667;0.25098;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.165385;0.165385;-0.165385;1.000000
445631.65550049;5696575.26779945;471.43755009;0.717647;0.698039;0.65098;45746.000000;1.000000;1.000000;1.000000;1.000000;-0.170618;0.170618;-0.170618;1.000000
445631.62000092;5696575.28299912;471.42444994;0.282353;0.262745;0.219608;17219.000000;1.000000;1.000000;1.000000;1.000000;-0.199978;0.199978;-0.199978;1.000000
445631.72400101;5696575.16829880;471.42084982;0.67451;0.670588;0.670588;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.185243;0.185243;-0.185243;1.000000
445631.63530167;5696575.29559906;471.42304995;0.317647;0.290196;0.254902;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.182350;0.182350;-0.182350;1.000000
445631.70400055;5696575.25879868;471.43034985;0.313725;0.290196;0.254902;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.131349;0.131349;-0.131349;1.000000
445631.62710007;5696575.28459938;471.42714979;0.254902;0.231373;0.184314;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.192701;0.192701;-0.192701;1.000000
445631.64510162;5696575.30169876;471.42584993;0.34902;0.337255;0.309804;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.171625;0.171625;-0.171625;1.000000
445631.70190247;5696575.30809887;471.42385008;0.545098;0.529412;0.505882;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.114587;0.114587;-0.114587;1.000000
445631.67640121;5696575.21229942;471.42854979;0.631373;0.615686;0.584314;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.181358;0.181358;-0.181358;1.000000
445631.62610062;5696575.29649933;471.42254974;0.243137;0.219608;0.180392;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.191234;0.191234;-0.191234;1.000000
445631.68280228;5696575.30519875;471.42754986;0.482353;0.466667;0.439216;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.133892;0.133892;-0.133892;1.000000
445631.72290237;5696575.23369892;471.42625000;0.576471;0.564706;0.54902;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.132821;0.132821;-0.132821;1.000000
445631.68500336;5696575.23019894;471.42915012;0.45098;0.431373;0.4;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.163395;0.163395;-0.163395;1.000000
445631.73210342;5696575.20489891;471.42164995;0.52549;0.521569;0.517647;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.149730;0.149730;-0.149730;1.000000
445631.72580154;5696575.18679913;471.42114975;0.647059;0.643137;0.639216;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.168381;0.168381;-0.168381;1.000000
445631.70540054;5696575.22359951;471.42994978;0.545098;0.533333;0.509804;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.152305;0.152305;-0.152305;1.000000
