//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump28
25718
445638.95660217;5696608.74970062;471.79094984;0.168627;0.184314;0.160784;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.081515;0.081515;-0.081515;1.000000
445638.93420227;5696608.79659851;471.76254990;0.294118;0.278431;0.258824;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.049421;0.049421;-0.049421;1.000000
445638.97160156;5696608.79770096;471.76664974;0.160784;0.152941;0.12549;9766.000000;1.000000;1.000000;1.000000;1.000000;0.032314;-0.032314;0.032314;1.000000
445638.93740280;5696608.72550018;471.80614998;0.168627;0.219608;0.145098;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.109654;0.109654;-0.109654;1.000000
445639.00259979;5696608.72629745;471.81374981;0.113725;0.14902;0.105882;8738.000000;1.000000;1.000000;1.000000;1.000000;0.103703;-0.103703;0.103703;1.000000
445639.03720291;5696608.80089767;471.76965000;0.227451;0.231373;0.223529;14906.000000;1.000000;1.000000;1.000000;1.000000;0.029102;-0.029102;0.029102;1.000000
445638.93810089;5696608.68569763;471.81034996;0.584314;0.662745;0.505882;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.147923;0.147923;-0.147923;1.000000
445638.93820007;5696608.73250015;471.80154993;0.145098;0.180392;0.133333;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.102751;0.102751;-0.102751;1.000000
445638.82520111;5696608.78330048;471.76685001;0.521569;0.494118;0.443137;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.152740;0.152740;-0.152740;1.000000
445638.87350281;5696608.71059998;471.79145004;0.219608;0.235294;0.156863;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.153914;0.153914;-0.153914;1.000000
445638.97440155;5696608.76209839;471.78494980;0.168627;0.176471;0.14902;11051.000000;1.000000;1.000000;1.000000;1.000000;0.068006;-0.068006;0.068006;1.000000
445638.88370331;5696608.71909912;471.78964998;0.176471;0.2;0.137255;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.140907;0.140907;-0.140907;1.000000
445638.94740112;5696608.75049789;471.79054977;0.176471;0.196078;0.168627;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.082825;0.082825;-0.082825;1.000000
445638.98250015;5696608.75189789;471.79215004;0.137255;0.156863;0.129412;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.078102;0.078102;-0.078102;1.000000
445639.04070099;5696608.70879944;471.81294968;0.505882;0.560784;0.494118;34952.000000;1.000000;1.000000;1.000000;1.000000;0.121201;-0.121201;0.121201;1.000000
445638.89760025;5696608.80470093;471.76104977;0.243137;0.215686;0.180392;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.077285;0.077285;-0.077285;1.000000
445638.88820084;5696608.80319794;471.76055004;0.203922;0.172549;0.137255;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.086674;0.086674;-0.086674;1.000000
445639.03890045;5696608.75369843;471.79005005;0.0745098;0.0941176;0.0745098;5397.000000;1.000000;1.000000;1.000000;1.000000;0.076302;-0.076302;0.076302;1.000000
445638.91860016;5696608.74149902;471.78914978;0.117647;0.137255;0.105882;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.102661;0.102661;-0.102661;1.000000
445638.90910156;5696608.75900085;471.77495005;0.258824;0.258824;0.235294;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.093948;0.093948;-0.093948;1.000000
445638.89370163;5696608.68289764;471.80364992;0.266667;0.333333;0.192157;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.166002;0.166002;-0.166002;1.000000
445638.97879990;5696608.64909943;471.81874992;0.117647;0.196078;0.054902;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.180906;0.180906;-0.180906;1.000000
445638.91550262;5696608.79599960;471.76174976;0.32549;0.309804;0.282353;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.064767;0.064767;-0.064767;1.000000
445638.97010239;5696608.63120087;471.81815006;0.317647;0.388235;0.235294;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.198800;0.198800;-0.198800;1.000000
445638.92090042;5696608.72239883;471.80065014;0.105882;0.152941;0.0784314;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.118536;0.118536;-0.118536;1.000000
445638.97590073;5696608.73599823;471.80334999;0.0823529;0.113725;0.0705882;6425.000000;1.000000;1.000000;1.000000;1.000000;-0.094103;0.094103;-0.094103;1.000000
445638.91230209;5696608.68339737;471.80684998;0.509804;0.596078;0.423529;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.157779;0.157779;-0.157779;1.000000
445638.96770294;5696608.70609863;471.81895020;0.498039;0.552941;0.458824;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.123936;0.123936;-0.123936;1.000000
445638.84990128;5696608.68250092;471.79005005;0.329412;0.329412;0.223529;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.190606;0.190606;-0.190606;1.000000
445638.92310150;5696608.64739807;471.80454971;0.615686;0.713725;0.521569;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.188685;0.188685;-0.188685;1.000000
445638.95549973;5696608.79929932;471.76354982;0.286275;0.27451;0.239216;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.034225;0.034225;-0.034225;1.000000
445638.91740234;5696608.73219879;471.79594995;0.113725;0.145098;0.0941176;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.111346;0.111346;-0.111346;1.000000
445638.78730209;5696608.75399979;471.76944973;0.458824;0.419608;0.345098;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.198454;0.198454;-0.198454;1.000000
445638.80690201;5696608.76389893;471.77045013;0.486275;0.458824;0.4;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.176565;0.176565;-0.176565;1.000000
445638.96949966;5696608.67560013;471.81864979;0.615686;0.705882;0.560784;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.154404;0.154404;-0.154404;1.000000
445638.94860275;5696608.72209747;471.80894997;0.164706;0.211765;0.137255;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.110127;0.110127;-0.110127;1.000000
445638.99430283;5696608.71539886;471.81784966;0.0627451;0.113725;0.054902;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.114601;0.114601;-0.114601;1.000000
445638.95100220;5696608.64710052;471.80814983;0.243137;0.341176;0.14902;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.183949;0.183949;-0.183949;1.000000
445638.94960220;5696608.68459900;471.81314995;0.505882;0.584314;0.439216;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.146913;0.146913;-0.146913;1.000000
445638.91700180;5696608.76759918;471.77304985;0.231373;0.235294;0.207843;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.082277;0.082277;-0.082277;1.000000
445638.83630188;5696608.70730026;471.78035023;0.290196;0.278431;0.207843;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.181930;0.181930;-0.181930;1.000000
445638.98510178;5696608.71619995;471.81745007;0.0705882;0.109804;0.054902;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.113800;0.113800;-0.113800;1.000000
445639.02359970;5696608.67989929;471.82114985;0.341176;0.435294;0.321569;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.150101;0.150101;-0.150101;1.000000
445639.01210220;5696608.76560028;471.78665020;0.105882;0.117647;0.109804;7196.000000;1.000000;1.000000;1.000000;1.000000;0.064400;-0.064400;0.064400;1.000000
445638.94540222;5696608.75309952;471.78814985;0.207843;0.227451;0.192157;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.080932;0.080932;-0.080932;1.000000
