//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump119
6675
445642.73950012;5696584.14229973;470.95634987;0.603922;0.6;0.556863;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.187700;0.187700;-0.187700;1.000000
445642.73850067;5696584.17979820;470.95204999;0.65098;0.654902;0.627451;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.150202;0.150202;-0.150202;1.000000
445642.77359970;5696584.18119820;470.95365002;0.768627;0.776471;0.745098;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.148802;0.148802;-0.148802;1.000000
445642.73770340;5696584.19619949;470.95225002;0.592157;0.596078;0.572549;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.133801;0.133801;-0.133801;1.000000
445642.76500137;5696584.18899925;470.95334985;0.670588;0.67451;0.65098;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.141001;0.141001;-0.141001;1.000000
445642.76610001;5696584.15149887;470.95525004;0.258824;0.262745;0.227451;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.178501;0.178501;-0.178501;1.000000
445642.73900040;5696584.16099937;470.95414998;0.313725;0.313725;0.27451;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.169001;0.169001;-0.169001;1.000000
445642.77280243;5696584.19759949;470.95385005;0.482353;0.486275;0.462745;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.132401;0.132401;-0.132401;1.000000
445642.76420029;5696584.17969902;470.95324995;0.803922;0.811765;0.780392;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.150301;0.150301;-0.150301;1.000000
445642.74630173;5696584.18839844;470.95254995;0.796078;0.803922;0.776471;52171.000000;1.000000;1.000000;1.000000;1.000000;-0.141602;0.141602;-0.141602;1.000000
445642.74740036;5696584.15089996;470.95444991;0.443137;0.443137;0.4;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.179100;0.179100;-0.179100;1.000000
445642.74550064;5696584.17919930;470.95234992;0.741176;0.745098;0.713725;48316.000000;1.000000;1.000000;1.000000;1.000000;-0.150801;0.150801;-0.150801;1.000000
445642.73770340;5696584.17049988;470.95194985;0.333333;0.337255;0.305882;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.159500;0.159500;-0.159500;1.000000
445642.76560028;5696584.17029961;470.95315005;0.588235;0.592157;0.560784;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.159700;0.159700;-0.159700;1.000000
445642.73859985;5696584.13299950;470.95614984;0.427451;0.423529;0.380392;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.197001;0.197001;-0.197001;1.000000
445642.74690063;5696584.16969879;470.95234992;0.392157;0.396078;0.360784;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.160301;0.160301;-0.160301;1.000000
445642.74810226;5696584.13449867;470.95665004;0.384314;0.380392;0.341176;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.195501;0.195501;-0.195501;1.000000
445642.76490219;5696584.16329964;470.95534994;0.301961;0.305882;0.27451;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.166700;0.166700;-0.166700;1.000000
