//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump66
15680
445641.50060089;5696564.15959938;470.64154984;0.870588;0.878431;0.85098;57054.000000;1.000000;1.000000;1.000000;1.000000;-0.170401;0.170401;-0.170401;1.000000
445641.31190308;5696564.20999916;470.62664988;0.380392;0.380392;0.345098;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.175071;0.175071;-0.175071;1.000000
445641.48980148;5696564.19779976;470.64855005;0.141176;0.145098;0.121569;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.132200;0.132200;-0.132200;1.000000
445641.41590317;5696564.15789993;470.64934995;0.215686;0.227451;0.196078;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.173694;0.173694;-0.173694;1.000000
445641.37370117;5696564.31429871;470.61204984;0.376471;0.360784;0.341176;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.067527;0.067527;-0.067527;1.000000
445641.34449966;5696564.33089836;470.62025001;0.501961;0.494118;0.462745;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.094877;0.094877;-0.094877;1.000000
445641.40610321;5696564.22209938;470.63574984;0.176471;0.176471;0.141176;11308.000000;1.000000;1.000000;1.000000;1.000000;-0.112914;0.112914;-0.112914;1.000000
445641.41349991;5696564.20500000;470.64514997;0.141176;0.145098;0.12549;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.127650;0.127650;-0.127650;1.000000
445641.45080002;5696564.20609863;470.64925005;0.133333;0.137255;0.117647;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.123901;0.123901;-0.123901;1.000000
445641.30620010;5696564.32949837;470.63714983;0.807843;0.807843;0.780392;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.133178;0.133178;-0.133178;1.000000
445641.35720261;5696564.21979912;470.62654998;0.32549;0.32549;0.301961;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.137466;0.137466;-0.137466;1.000000
445641.30750092;5696564.29199989;470.63444998;0.403922;0.4;0.368627;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.137242;0.137242;-0.137242;1.000000
445641.27219971;5696564.29059990;470.63745000;0.203922;0.196078;0.168627;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.171757;0.171757;-0.171757;1.000000
445641.27330215;5696564.25309952;470.63944985;0.592157;0.580392;0.545098;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.183015;0.183015;-0.183015;1.000000
445641.49910172;5696564.17129906;470.64634993;0.45098;0.462745;0.439216;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.158701;0.158701;-0.158701;1.000000
445641.45890244;5696564.26159866;470.63625004;0.207843;0.215686;0.133333;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.068401;0.068401;-0.068401;1.000000
445641.32610138;5696564.33939941;470.63115003;0.698039;0.698039;0.666667;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.113276;0.113276;-0.113276;1.000000
445641.44130142;5696564.22349937;470.63734986;0.364706;0.364706;0.317647;23387.000000;1.000000;1.000000;1.000000;1.000000;0.106518;-0.106518;0.106518;1.000000
445641.42510040;5696564.15709885;470.64984991;0.282353;0.301961;0.270588;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.173490;0.173490;-0.173490;1.000000
445641.49110229;5696564.16039856;470.64584996;0.768627;0.780392;0.752941;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.169601;0.169601;-0.169601;1.000000
445641.41020020;5696564.28729828;470.62734987;0.262745;0.262745;0.231373;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.051718;0.051718;-0.051718;1.000000
445641.44760330;5696564.28839882;470.63144996;0.184314;0.180392;0.137255;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.041701;0.041701;-0.041701;1.000000
445641.40160187;5696564.26939972;470.62675001;0.435294;0.435294;0.384314;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.071410;0.071410;-0.071410;1.000000
445641.29210098;5696564.22579964;470.63065006;0.560784;0.552941;0.505882;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.180410;0.180410;-0.180410;1.000000
445641.43630035;5696564.31530006;470.62654998;0.203922;0.196078;0.176471;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.015018;0.015018;-0.015018;1.000000
445641.40340240;5696564.24119957;470.63115003;0.321569;0.321569;0.266667;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.095811;0.095811;-0.095811;1.000000
445641.51610001;5696564.22589882;470.64074995;0.490196;0.498039;0.439216;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.104101;0.104101;-0.104101;1.000000
445641.51730164;5696564.18839844;470.64034988;0.14902;0.14902;0.117647;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.141602;0.141602;-0.141602;1.000000
445641.40450104;5696564.18470009;470.64684989;0.494118;0.501961;0.478431;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.149427;0.149427;-0.149427;1.000000
