//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump71
15092
445642.22030075;5696579.48229893;470.89135005;0.305882;0.321569;0.262745;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.164749;0.164749;-0.164749;1.000000
445642.25800140;5696579.48579891;470.89314987;0.552941;0.564706;0.498039;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.157812;0.157812;-0.157812;1.000000
445642.27700241;5696579.51219948;470.88734986;0.290196;0.301961;0.239216;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.182302;0.182302;-0.182302;1.000000
445642.20330246;5696579.47459896;470.89054992;0.152941;0.168627;0.133333;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.165169;0.165169;-0.165169;1.000000
445642.27820023;5696579.47689922;470.89164998;0.427451;0.427451;0.364706;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.146982;0.146982;-0.146982;1.000000
445642.25030334;5696579.45609959;470.89704992;0.47451;0.478431;0.431373;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.130302;0.130302;-0.130302;1.000000
445642.20110138;5696579.50049885;470.88835003;0.694118;0.705882;0.662745;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.189204;0.189204;-0.189204;1.000000
445642.23850067;5696579.50169952;470.89014985;0.282353;0.298039;0.235294;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.177404;0.177404;-0.177404;1.000000
445642.27630051;5696579.50519951;470.88954999;0.305882;0.321569;0.258824;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.175332;0.175332;-0.175332;1.000000
445642.16680344;5696579.46149929;470.89334991;0.117647;0.12549;0.109804;7710.000000;1.000000;1.000000;1.000000;1.000000;-0.175565;0.175565;-0.175565;1.000000
445642.19260223;5696579.50829895;470.88574984;0.439216;0.45098;0.411765;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.199963;0.199963;-0.199963;1.000000
445642.27729996;5696579.46759899;470.89374997;0.580392;0.576471;0.517647;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.137722;0.137722;-0.137722;1.000000
445642.26870163;5696579.47549923;470.89345004;0.466667;0.47451;0.407843;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.146213;0.146213;-0.146213;1.000000
445642.24750336;5696579.52189930;470.88844993;0.513725;0.529412;0.47451;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.195178;0.195178;-0.195178;1.000000
445642.17590149;5696579.48179920;470.88934996;0.298039;0.305882;0.282353;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.185850;0.185850;-0.185850;1.000000
445642.28610046;5696579.48559959;470.88975002;0.262745;0.266667;0.196078;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.155600;0.155600;-0.155600;1.000000
445642.32489975;5696579.44929894;470.88874986;0.494118;0.458824;0.419608;30326.000000;1.000000;1.000000;1.000000;1.000000;0.119299;-0.119299;0.119299;1.000000
445642.24900253;5696579.46559914;470.89485003;0.419608;0.427451;0.372549;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.139827;0.139827;-0.139827;1.000000
445642.28780182;5696579.43159874;470.89614989;0.701961;0.686275;0.658824;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.101599;0.101599;-0.101599;1.000000
445642.19180115;5696579.50139912;470.88794996;0.643137;0.654902;0.615686;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.194211;0.194211;-0.194211;1.000000
445642.22930344;5696579.50249870;470.88964989;0.321569;0.337255;0.278431;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.180701;0.180701;-0.180701;1.000000
445642.26680191;5696579.50369938;470.88905003;0.396078;0.415686;0.34902;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.174465;0.174465;-0.174465;1.000000
445642.15770157;5696579.46239956;470.89065005;0.0901961;0.0941176;0.0784314;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.182376;0.182376;-0.182376;1.000000
445642.24979980;5696579.47479923;470.89494993;0.513725;0.52549;0.462745;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.148585;0.148585;-0.148585;1.000000
445642.28980072;5696579.40329941;470.89824988;0.521569;0.505882;0.47451;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.073299;0.073299;-0.073299;1.000000
445642.29810150;5696579.43999870;470.89434983;0.658824;0.639216;0.603922;41891.000000;1.000000;1.000000;1.000000;1.000000;0.109999;-0.109999;0.109999;1.000000
445642.28510101;5696579.52309902;470.88784983;0.403922;0.415686;0.364706;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.193099;0.193099;-0.193099;1.000000
445642.21109970;5696579.48319920;470.89094998;0.305882;0.317647;0.266667;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.169286;0.169286;-0.169286;1.000000
445642.24850281;5696579.48439892;470.89264991;0.592157;0.607843;0.545098;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.158234;0.158234;-0.158234;1.000000
445642.30160339;5696579.40459927;470.89874985;0.588235;0.568627;0.537255;37265.000000;1.000000;1.000000;1.000000;1.000000;0.074599;-0.074599;0.074599;1.000000
445642.23010071;5696579.51179894;470.88984992;0.270588;0.286275;0.227451;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.189374;0.189374;-0.189374;1.000000
445642.32590302;5696579.41399868;470.89765002;0.654902;0.623529;0.588235;41120.000000;1.000000;1.000000;1.000000;1.000000;0.083999;-0.083999;0.083999;1.000000
445642.16500290;5696579.48979958;470.88894989;0.607843;0.611765;0.584314;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.198719;0.198719;-0.198719;1.000000
445642.24010284;5696579.49449928;470.89244987;0.466667;0.486275;0.423529;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.170033;0.170033;-0.170033;1.000000
445642.27779968;5696579.49569901;470.88944985;0.294118;0.305882;0.231373;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.165785;0.165785;-0.165785;1.000000
445642.20250137;5696579.49099930;470.88835003;0.623529;0.635294;0.592157;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.180059;0.180059;-0.180059;1.000000
445642.24060257;5696579.47569950;470.89454987;0.4;0.411765;0.352941;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.151778;0.151778;-0.151778;1.000000
445642.15620239;5696579.47189911;470.89065005;0.133333;0.133333;0.113725;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.190382;0.190382;-0.190382;1.000000
445642.28030212;5696579.40189941;470.89774992;0.52549;0.513725;0.482353;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.071955;0.071955;-0.071955;1.000000
445642.23159988;5696579.45549877;470.89625003;0.290196;0.305882;0.266667;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.135665;0.135665;-0.135665;1.000000
445642.27020081;5696579.41919907;470.89754989;0.611765;0.6;0.572549;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.090131;0.090131;-0.090131;1.000000
445642.30780228;5696579.42039879;470.89695003;0.756863;0.729412;0.694118;48059.000000;1.000000;1.000000;1.000000;1.000000;0.090399;-0.090399;0.090399;1.000000
445642.25819977;5696579.51149948;470.88874986;0.419608;0.439216;0.376471;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.183203;0.183203;-0.183203;1.000000
445642.29350098;5696579.51299961;470.88804986;0.380392;0.384314;0.329412;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.183000;0.183000;-0.183000;1.000000
445642.18420227;5696579.47159870;470.89194991;0.188235;0.196078;0.172549;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.172732;0.172732;-0.172732;1.000000
445642.22200211;5696579.47519882;470.89135005;0.164706;0.180392;0.129412;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.157540;0.157540;-0.157540;1.000000
445642.26540192;5696579.51319893;470.88914992;0.384314;0.4;0.341176;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.184054;0.184054;-0.184054;1.000000
445642.25890167;5696579.44829948;470.89734985;0.588235;0.588235;0.545098;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.120754;0.120754;-0.120754;1.000000
445642.33340271;5696579.44149883;470.89135005;0.337255;0.305882;0.270588;20303.000000;1.000000;1.000000;1.000000;1.000000;0.111499;-0.111499;0.111499;1.000000
445642.21380051;5696579.46419914;470.89555003;0.196078;0.207843;0.172549;13107.000000;1.000000;1.000000;1.000000;1.000000;-0.151048;0.151048;-0.151048;1.000000
445642.23060043;5696579.49299915;470.89194991;0.45098;0.466667;0.407843;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.171253;0.171253;-0.171253;1.000000
445642.26820190;5696579.49419888;470.89135005;0.388235;0.407843;0.337255;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.164876;0.164876;-0.164876;1.000000
445642.22070129;5696579.51029881;470.88934996;0.435294;0.45098;0.396078;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.190800;0.190800;-0.190800;1.000000
445642.14680298;5696579.47049912;470.89024999;0.188235;0.188235;0.160784;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.195766;0.195766;-0.195766;1.000000
445642.19370087;5696579.47309883;470.89234998;0.180392;0.192157;0.168627;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.168743;0.168743;-0.168743;1.000000
445642.30910309;5696579.38519867;470.89884998;0.627451;0.607843;0.576471;39835.000000;1.000000;1.000000;1.000000;1.000000;0.055199;-0.055199;0.055199;1.000000
445642.19330032;5696579.49189957;470.88794996;0.623529;0.635294;0.6;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.185149;0.185149;-0.185149;1.000000
445642.32880219;5696579.39509876;470.89754989;0.690196;0.662745;0.627451;43690.000000;1.000000;1.000000;1.000000;1.000000;0.065099;-0.065099;0.065099;1.000000
445642.26820190;5696579.44739922;470.89774992;0.580392;0.572549;0.533333;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.118344;0.118344;-0.118344;1.000000
445642.32730301;5696579.40449913;470.89765002;0.701961;0.67451;0.639216;44461.000000;1.000000;1.000000;1.000000;1.000000;0.074499;-0.074499;0.074499;1.000000
445642.27779968;5696579.44889935;470.89594986;0.584314;0.572549;0.537255;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.119019;0.119019;-0.119019;1.000000
445642.25910004;5696579.47399910;470.89535000;0.533333;0.541176;0.478431;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.145990;0.145990;-0.145990;1.000000
445642.26080139;5696579.46679886;470.89535000;0.513725;0.521569;0.462745;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.138609;0.138609;-0.138609;1.000000
445642.30760010;5696579.44149883;470.89255001;0.6;0.580392;0.545098;38036.000000;1.000000;1.000000;1.000000;1.000000;0.111499;-0.111499;0.111499;1.000000
445642.26040085;5696579.43879898;470.89734985;0.709804;0.705882;0.670588;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.111147;0.111147;-0.111147;1.000000
445642.26920135;5696579.45669945;470.89564993;0.54902;0.545098;0.498039;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.127462;0.127462;-0.127462;1.000000
445642.20200165;5696579.50979908;470.88855006;0.54902;0.560784;0.517647;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.197254;0.197254;-0.197254;1.000000
445642.23940094;5696579.51089867;470.89024999;0.243137;0.262745;0.203922;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.186108;0.186108;-0.186108;1.000000
445642.16550262;5696579.47109898;470.89104988;0.145098;0.14902;0.129412;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.183696;0.183696;-0.183696;1.000000
445642.31700333;5696579.44069870;470.89054992;0.517647;0.490196;0.454902;32382.000000;1.000000;1.000000;1.000000;1.000000;0.110730;-0.110730;0.110730;1.000000
445642.24900253;5696579.51239880;470.88835003;0.329412;0.34902;0.286275;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.185563;0.185563;-0.185563;1.000000
445642.17500122;5696579.47249897;470.89154984;0.152941;0.160784;0.141176;10023.000000;1.000000;1.000000;1.000000;1.000000;-0.178877;0.178877;-0.178877;1.000000
445642.21249969;5696579.47369869;470.89094998;0.156863;0.172549;0.129412;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.160117;0.160117;-0.160117;1.000000
445642.32640274;5696579.44209869;470.89104988;0.427451;0.392157;0.356863;25957.000000;1.000000;1.000000;1.000000;1.000000;0.112099;-0.112099;0.112099;1.000000
445642.32530029;5696579.43049915;470.89314987;0.521569;0.486275;0.454902;32125.000000;1.000000;1.000000;1.000000;1.000000;0.100499;-0.100499;0.100499;1.000000
445642.26770218;5696579.46619900;470.89564993;0.537255;0.541176;0.482353;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.137070;0.137070;-0.137070;1.000000
445642.21140106;5696579.51119907;470.88894989;0.509804;0.52549;0.47451;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.194879;0.194879;-0.194879;1.000000
445642.28420074;5696579.51379879;470.88765003;0.266667;0.278431;0.219608;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.183799;0.183799;-0.183799;1.000000
445642.28750046;5696579.47609909;470.89205005;0.443137;0.439216;0.376471;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.146099;0.146099;-0.146099;1.000000
445642.28120239;5696579.41119869;470.89794995;0.529412;0.517647;0.486275;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.081221;0.081221;-0.081221;1.000000
445642.24170120;5696579.46389874;470.89674999;0.305882;0.313725;0.266667;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.140160;0.140160;-0.140160;1.000000
