//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump110
8953
445630.48310287;5696556.15460022;471.13855030;0.74902;0.752941;0.709804;48830.000000;1.000000;1.000000;1.000000;1.000000;-0.175400;0.175400;-0.175400;1.000000
445630.51830109;5696556.15609940;471.13784983;0.25098;0.25098;0.2;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.173901;0.173901;-0.173901;1.000000
445630.42040070;5696556.26389893;471.09504988;0.298039;0.290196;0.231373;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.066101;0.066101;-0.066101;1.000000
445630.31040009;5696556.26019867;471.09005024;0.478431;0.462745;0.403922;30069.000000;1.000000;1.000000;1.000000;1.000000;0.069915;-0.069915;0.069915;1.000000
445630.42390259;5696556.22619827;471.09485008;0.717647;0.713725;0.647059;46260.000000;1.000000;1.000000;1.000000;1.000000;-0.103802;0.103802;-0.103802;1.000000
445630.57310303;5696556.21639832;471.13635017;0.537255;0.537255;0.490196;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.113615;0.113615;-0.113615;1.000000
445630.42550095;5696556.19109924;471.08974983;0.623529;0.611765;0.537255;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.138901;0.138901;-0.138901;1.000000
445630.46590240;5696556.19139870;471.12885000;0.545098;0.545098;0.482353;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.138601;0.138601;-0.138601;1.000000
445630.46460159;5696556.15409859;471.13304998;0.490196;0.486275;0.443137;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.175901;0.175901;-0.175901;1.000000
445630.43729980;5696556.32069977;471.09655001;0.278431;0.258824;0.207843;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.009300;0.009300;-0.009300;1.000000
445630.20260246;5696556.38459976;471.09364988;0.6;0.6;0.545098;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.124397;0.124397;-0.124397;1.000000
445630.46759995;5696556.35949905;471.12865021;0.564706;0.560784;0.521569;36494.000000;1.000000;1.000000;1.000000;1.000000;0.029499;-0.029499;0.029499;1.000000
445630.47560318;5696556.32129868;471.13084986;0.341176;0.333333;0.298039;21588.000000;1.000000;1.000000;1.000000;1.000000;0.008701;-0.008701;0.008701;1.000000
445630.42450150;5696556.17959984;471.08725025;0.588235;0.576471;0.501961;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.150400;0.150400;-0.150400;1.000000
445630.53680237;5696556.20339973;471.13684990;0.533333;0.529412;0.482353;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.126654;0.126654;-0.126654;1.000000
445630.24880226;5696556.40589912;471.09835007;0.458824;0.443137;0.380392;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.100303;0.100303;-0.100303;1.000000
445630.17370232;5696556.40349968;471.09954979;0.607843;0.607843;0.560784;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.158718;0.158718;-0.158718;1.000000
445630.13710220;5696556.36249931;471.09975006;0.870588;0.87451;0.835294;56797.000000;1.000000;1.000000;1.000000;1.000000;-0.180229;0.180229;-0.180229;1.000000
445630.44890030;5696556.37549980;471.10934975;0.415686;0.4;0.360784;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.045500;0.045500;-0.045500;1.000000
445630.45030029;5696556.34039886;471.10895016;0.443137;0.435294;0.388235;28270.000000;1.000000;1.000000;1.000000;1.000000;0.010399;-0.010399;0.010399;1.000000
445630.45120056;5696556.22809799;471.11465027;0.443137;0.439216;0.384314;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.101902;0.101902;-0.101902;1.000000
445630.22060211;5696556.37599953;471.09205009;0.631373;0.627451;0.572549;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.104449;0.104449;-0.104449;1.000000
445630.41560181;5696556.23639877;471.09224989;0.360784;0.34902;0.286275;22616.000000;1.000000;1.000000;1.000000;1.000000;0.093601;-0.093601;0.093601;1.000000
445630.46490295;5696556.30369957;471.12325003;0.407843;0.403922;0.364706;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.026300;0.026300;-0.026300;1.000000
445630.39640244;5696556.22669800;471.08194973;0.545098;0.529412;0.462745;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.103302;0.103302;-0.103302;1.000000
445630.46330078;5696556.23839958;471.12704994;0.4;0.4;0.352941;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.091600;0.091600;-0.091600;1.000000
445630.50050171;5696556.19269951;471.14214994;0.607843;0.607843;0.560784;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.137300;0.137300;-0.137300;1.000000
445630.42240341;5696556.23569878;471.09485008;0.447059;0.439216;0.376471;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.094301;0.094301;-0.094301;1.000000
445630.23060234;5696556.35869797;471.09235003;0.670588;0.658824;0.6;42919.000000;1.000000;1.000000;1.000000;1.000000;-0.088554;0.088554;-0.088554;1.000000
445630.44810303;5696556.24469955;471.11474993;0.835294;0.835294;0.784314;54227.000000;1.000000;1.000000;1.000000;1.000000;0.085300;-0.085300;0.085300;1.000000
445630.45190247;5696556.20929916;471.11214973;0.403922;0.4;0.333333;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.120701;0.120701;-0.120701;1.000000
445630.44970139;5696556.26549919;471.12204983;0.439216;0.439216;0.388235;28270.000000;1.000000;1.000000;1.000000;1.000000;0.064501;-0.064501;0.064501;1.000000
