//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump124
820
445627.85300072;5696602.77739914;473.19554998;0.556863;0.560784;0.541176;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.157895;0.157895;-0.157895;1.000000
445627.81210144;5696602.78059967;473.22874977;0.803922;0.796078;0.768627;51914.000000;1.000000;1.000000;1.000000;1.000000;-0.196100;0.196100;-0.196100;1.000000
445627.98510178;5696602.71089752;473.08194973;0.537255;0.541176;0.509804;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.120278;0.120278;-0.120278;1.000000
445627.93540199;5696602.81019791;473.14615013;0.427451;0.443137;0.431373;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.069362;0.069362;-0.069362;1.000000
445627.86140068;5696602.72579773;473.16045000;0.462745;0.47451;0.458824;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.174905;0.174905;-0.174905;1.000000
445627.94760139;5696602.71869858;473.10134985;0.560784;0.568627;0.541176;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.123830;0.123830;-0.123830;1.000000
445627.98550232;5696602.66729935;473.03254988;0.898039;0.917647;0.886275;59367.000000;1.000000;1.000000;1.000000;1.000000;-0.163523;0.163523;-0.163523;1.000000
445627.98330124;5696602.72479828;473.09835007;0.784314;0.796078;0.772549;51657.000000;1.000000;1.000000;1.000000;1.000000;-0.106829;0.106829;-0.106829;1.000000
445627.87110146;5696602.72730072;473.15625002;0.482353;0.494118;0.478431;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.166281;0.166281;-0.166281;1.000000
445628.02480133;5696602.74199875;473.09574987;0.415686;0.431373;0.411765;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.088001;0.088001;-0.088001;1.000000
445627.82350166;5696602.76370056;473.20104982;0.768627;0.764706;0.741176;49858.000000;1.000000;1.000000;1.000000;1.000000;-0.190298;0.190298;-0.190298;1.000000
445627.90750130;5696602.82179840;473.16825010;0.027451;0.0392157;0.0352941;2056.000000;1.000000;1.000000;1.000000;1.000000;-0.094731;0.094731;-0.094731;1.000000
445627.92880066;5696602.75739868;473.13124992;0.756863;0.760784;0.74902;49601.000000;1.000000;1.000000;1.000000;1.000000;-0.103010;0.103010;-0.103010;1.000000
445627.89930161;5696602.78289993;473.16515018;0.643137;0.65098;0.635294;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.112872;0.112872;-0.112872;1.000000
445627.91140182;5696602.77969940;473.14934971;0.67451;0.678431;0.662745;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.103518;0.103518;-0.103518;1.000000
445627.83190163;5696602.78829773;473.22034981;0.858824;0.858824;0.831373;56026.000000;1.000000;1.000000;1.000000;1.000000;-0.175016;0.175016;-0.175016;1.000000
