//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump70
15260
445615.73870094;5696591.17949875;472.92245008;0.329412;0.27451;0.211765;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.168456;0.168456;-0.168456;1.000000
445615.69090088;5696591.20539864;472.89494993;0.211765;0.152941;0.101961;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.175419;0.175419;-0.175419;1.000000
445615.75670250;5696591.17989929;472.93954994;0.298039;0.25098;0.188235;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.160800;0.160800;-0.160800;1.000000
445615.69010170;5696591.19609840;472.89475014;0.239216;0.180392;0.12549;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.182685;0.182685;-0.182685;1.000000
445615.74950226;5696591.20159920;472.93715002;0.294118;0.243137;0.192157;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.143859;0.143859;-0.143859;1.000000
445615.78490074;5696591.19100006;472.95954992;0.607843;0.556863;0.478431;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.142091;0.142091;-0.142091;1.000000
445615.71360214;5696591.17969902;472.90964987;0.321569;0.266667;0.207843;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.180958;0.180958;-0.180958;1.000000
445615.74970062;5696591.15259941;472.93424990;0.458824;0.415686;0.337255;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.188823;0.188823;-0.188823;1.000000
445615.78720100;5696591.15599831;472.94065001;0.639216;0.635294;0.529412;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.176111;0.176111;-0.176111;1.000000
445615.68310173;5696591.19679840;472.89444973;0.376471;0.313725;0.247059;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.187018;0.187018;-0.187018;1.000000
445615.72950180;5696591.15249832;472.91464998;0.447059;0.380392;0.301961;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.196750;0.196750;-0.196750;1.000000
445615.72960098;5696591.17809875;472.91494991;0.352941;0.290196;0.223529;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.173957;0.173957;-0.173957;1.000000
445615.76450165;5696591.19079979;472.94465019;0.380392;0.341176;0.262745;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.147866;0.147866;-0.147866;1.000000
445615.75730141;5696591.16119965;472.93935015;0.454902;0.415686;0.352941;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.178189;0.178189;-0.178189;1.000000
445615.76770218;5696591.14399918;472.93265011;0.607843;0.596078;0.509804;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.191768;0.191768;-0.191768;1.000000
445615.68050201;5696591.21579941;472.88754990;0.396078;0.333333;0.270588;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.175967;0.175967;-0.175967;1.000000
445615.71040161;5696591.16839989;472.90464975;0.333333;0.266667;0.203922;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.192160;0.192160;-0.192160;1.000000
445615.76760109;5696591.14619835;472.93965008;0.631373;0.619608;0.52549;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.189660;0.189660;-0.189660;1.000000
445615.80470093;5696591.17289932;472.95095016;0.709804;0.682353;0.584314;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.157398;0.157398;-0.157398;1.000000
445615.68260201;5696591.21559914;472.89234974;0.290196;0.227451;0.176471;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.174506;0.174506;-0.174506;1.000000
445615.73150070;5696591.15219887;472.92175009;0.521569;0.470588;0.4;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.196168;0.196168;-0.196168;1.000000
445615.70830162;5696591.19660004;472.90724995;0.184314;0.133333;0.0862745;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.170433;0.170433;-0.170433;1.000000
445615.78350075;5696591.20049866;472.95965006;0.564706;0.517647;0.443137;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.133131;0.133131;-0.133131;1.000000
445615.74770172;5696591.20879944;472.93944981;0.25098;0.203922;0.160784;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.138330;0.138330;-0.138330;1.000000
445615.74690063;5696591.19719894;472.93464996;0.298039;0.243137;0.192157;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.148960;0.148960;-0.148960;1.000000
445615.67380150;5696591.19539841;472.89174988;0.423529;0.360784;0.294118;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.194625;0.194625;-0.194625;1.000000
445615.70300110;5696591.18779953;472.90224983;0.313725;0.258824;0.196078;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.180625;0.180625;-0.180625;1.000000
445615.78860100;5696591.13299950;472.91244986;0.709804;0.709804;0.588235;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.198680;0.198680;-0.198680;1.000000
445615.79710205;5696591.16209991;472.94114973;0.721569;0.713725;0.6;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.168786;0.168786;-0.168786;1.000000
445615.70240219;5696591.20659836;472.90245010;0.223529;0.168627;0.12549;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.166632;0.166632;-0.166632;1.000000
445615.74630173;5696591.19030006;472.93214991;0.282353;0.231373;0.176471;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.155404;0.155404;-0.155404;1.000000
445615.79850204;5696591.14359863;472.92234995;0.643137;0.65098;0.513725;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.187076;0.187076;-0.187076;1.000000
445615.72820099;5696591.18989952;472.91734983;0.278431;0.223529;0.172549;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.164482;0.164482;-0.164482;1.000000
445615.79810150;5696591.13439949;472.91295006;0.6;0.603922;0.462745;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.196276;0.196276;-0.196276;1.000000
445615.70970161;5696591.18709953;472.90724995;0.286275;0.231373;0.176471;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.177137;0.177137;-0.177137;1.000000
445615.67020233;5696591.20509918;472.88705017;0.360784;0.286275;0.227451;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.190753;0.190753;-0.190753;1.000000
445615.78840073;5696591.13519867;472.92175009;0.705882;0.698039;0.580392;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.196526;0.196526;-0.196526;1.000000
445615.76820190;5696591.18109901;472.94705011;0.32549;0.278431;0.203922;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.155896;0.155896;-0.155896;1.000000
445615.75760086;5696591.18919952;472.93965008;0.32549;0.27451;0.215686;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.151817;0.151817;-0.151817;1.000000
445615.78590210;5696591.17229851;472.95004990;0.635294;0.603922;0.513725;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.160252;0.160252;-0.160252;1.000000
445615.72970207;5696591.20839890;472.92234995;0.211765;0.156863;0.121569;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.148178;0.148178;-0.148178;1.000000
445615.69140060;5696591.18659981;472.89704992;0.360784;0.301961;0.235294;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.188909;0.188909;-0.188909;1.000000
445615.73100098;5696591.17089851;472.91965010;0.298039;0.239216;0.180392;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.179624;0.179624;-0.179624;1.000000
445615.77880104;5696591.13599976;472.92834999;0.729412;0.709804;0.615686;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.197235;0.197235;-0.197235;1.000000
445615.75600250;5696591.19859894;472.94205000;0.364706;0.317647;0.258824;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.143784;0.143784;-0.143784;1.000000
445615.73860176;5696591.20739944;472.93204977;0.215686;0.164706;0.129412;11308.000000;1.000000;1.000000;1.000000;1.000000;-0.144128;0.144128;-0.144128;1.000000
