//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump104
10324
445615.23940094;5696564.35449989;472.29414989;0.615686;0.611765;0.576471;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.199976;0.199976;-0.199976;1.000000
445615.25060089;5696564.34879883;472.29454996;0.819608;0.815686;0.784314;53199.000000;1.000000;1.000000;1.000000;1.000000;-0.188776;0.188776;-0.188776;1.000000
445615.25390060;5696564.33439835;472.29454996;0.764706;0.764706;0.729412;49858.000000;1.000000;1.000000;1.000000;1.000000;-0.185476;0.185476;-0.185476;1.000000
445615.26760109;5696564.33079918;472.29514982;0.768627;0.776471;0.741176;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.171776;0.171776;-0.171776;1.000000
445615.26720245;5696564.32619865;472.29505016;0.682353;0.694118;0.662745;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.172216;0.172216;-0.172216;1.000000
445615.25900085;5696564.33859833;472.29484989;0.898039;0.901961;0.862745;58596.000000;1.000000;1.000000;1.000000;1.000000;-0.180376;0.180376;-0.180376;1.000000
445615.25430115;5696564.33909996;472.29465010;0.811765;0.811765;0.772549;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.185076;0.185076;-0.185076;1.000000
445615.24910172;5696564.35819824;472.29465010;0.87451;0.87451;0.843137;57054.000000;1.000000;1.000000;1.000000;1.000000;-0.190275;0.190275;-0.190275;1.000000
445615.25750168;5696564.34809883;472.29495003;0.945098;0.945098;0.917647;61680.000000;1.000000;1.000000;1.000000;1.000000;-0.181875;0.181875;-0.181875;1.000000
445615.26720245;5696564.32619865;472.29505016;0.670588;0.682353;0.647059;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.172216;0.172216;-0.172216;1.000000
445615.25850113;5696564.33399971;472.29474976;0.839216;0.839216;0.803922;54741.000000;1.000000;1.000000;1.000000;1.000000;-0.180876;0.180876;-0.180876;1.000000
445615.26590164;5696564.33799942;472.29514982;0.913725;0.913725;0.886275;59624.000000;1.000000;1.000000;1.000000;1.000000;-0.173475;0.173475;-0.173475;1.000000
445615.24950226;5696564.33719833;472.29444983;0.537255;0.545098;0.486275;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.189875;0.189875;-0.189875;1.000000
445615.24300201;5696564.34249886;472.29414989;0.545098;0.54902;0.505882;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.196375;0.196375;-0.196375;1.000000
445615.26150139;5696564.34069832;472.29495003;0.94902;0.956863;0.913725;62194.000000;1.000000;1.000000;1.000000;1.000000;-0.177876;0.177876;-0.177876;1.000000
445615.41370209;5696564.24339874;472.24244978;0.466667;0.443137;0.411765;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.090327;0.090327;-0.090327;1.000000
445615.48420151;5696564.32099922;472.23964979;0.301961;0.282353;0.203922;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.010120;0.010120;-0.010120;1.000000
445615.31070145;5696564.25929840;472.27994968;0.737255;0.745098;0.72549;48316.000000;1.000000;1.000000;1.000000;1.000000;-0.146820;0.146820;-0.146820;1.000000
445615.45790108;5696564.26499947;472.24004986;0.282353;0.25098;0.215686;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.065001;0.065001;-0.065001;1.000000
445615.57060249;5696564.26859863;472.23824980;0.509804;0.47451;0.388235;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.061469;0.061469;-0.061469;1.000000
445615.30960091;5696564.29679878;472.27804996;0.490196;0.498039;0.47451;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.133956;0.133956;-0.133956;1.000000
445615.41900070;5696564.29899986;472.24104979;0.580392;0.572549;0.52549;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.037097;0.037097;-0.037097;1.000000
445615.49430092;5696564.30369957;472.23985006;0.152941;0.12549;0.0627451;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.026300;0.026300;-0.026300;1.000000
445615.45690163;5696564.30249985;472.23584988;0.65098;0.627451;0.580392;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.027500;0.027500;-0.027500;1.000000
445615.41480072;5696564.15899857;472.25085022;0.603922;0.580392;0.494118;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.172758;0.172758;-0.172758;1.000000
445615.45140083;5696564.19779976;472.24595024;0.419608;0.384314;0.329412;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.132200;0.132200;-0.132200;1.000000
445615.41270073;5696564.23409851;472.24464991;0.329412;0.305882;0.27451;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.099543;0.099543;-0.099543;1.000000
445615.68000229;5696564.31219872;472.23434975;0.415686;0.407843;0.313725;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.017801;0.017801;-0.017801;1.000000
445615.30820091;5696564.33199890;472.27834990;0.592157;0.596078;0.572549;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.131176;0.131176;-0.131176;1.000000
