//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump102
10377
445629.26660164;5696588.16609962;471.88374998;0.568627;0.552941;0.498039;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.163959;0.163959;-0.163959;1.000000
445629.25010117;5696588.16529854;471.88525011;0.588235;0.564706;0.513725;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.164701;0.164701;-0.164701;1.000000
445629.21530159;5696588.14509972;471.88814976;0.470588;0.454902;0.403922;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.184900;0.184900;-0.184900;1.000000
445629.13850220;5696588.15889938;471.91045000;0.580392;0.560784;0.509804;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.171101;0.171101;-0.171101;1.000000
445629.11110123;5696588.16839989;471.91394999;0.52549;0.509804;0.45098;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.161600;0.161600;-0.161600;1.000000
445629.22100075;5696588.18189819;471.89115002;0.443137;0.411765;0.356863;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.148102;0.148102;-0.148102;1.000000
445629.28570183;5696588.16679962;471.87524988;0.513725;0.494118;0.435294;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.163200;0.163200;-0.163200;1.000000
445629.32570084;5696588.14899834;471.88385012;0.490196;0.482353;0.415686;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.181002;0.181002;-0.181002;1.000000
445629.30790146;5696588.15759857;471.88315012;0.45098;0.435294;0.372549;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.172401;0.172401;-0.172401;1.000000
445629.13930138;5696588.14250000;471.91025021;0.52549;0.513725;0.462745;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.187500;0.187500;-0.187500;1.000000
