//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump107
9178
445622.15180214;5696569.10629852;471.89204981;0.517647;0.509804;0.482353;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.193825;0.193825;-0.193825;1.000000
445622.15840157;5696568.97499855;471.88845016;0.52549;0.498039;0.415686;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.187225;0.187225;-0.187225;1.000000
445622.16400154;5696569.03289898;471.88474991;0.454902;0.435294;0.372549;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.181625;0.181625;-0.181625;1.000000
445622.16480072;5696569.04219921;471.88495018;0.505882;0.490196;0.431373;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.180826;0.180826;-0.180826;1.000000
445622.16260155;5696569.06809910;471.88514997;0.545098;0.537255;0.494118;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.183025;0.183025;-0.183025;1.000000
445622.15110214;5696569.09709938;471.88964989;0.403922;0.396078;0.364706;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.194525;0.194525;-0.194525;1.000000
445622.16130074;5696569.10549934;471.88784983;0.533333;0.52549;0.494118;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.184326;0.184326;-0.184326;1.000000
445622.15030106;5696568.93839844;471.88765003;0.466667;0.466667;0.4;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.195326;0.195326;-0.195326;1.000000
445622.14970215;5696568.95709904;471.88784983;0.615686;0.607843;0.537255;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.195925;0.195925;-0.195925;1.000000
445622.16110237;5696569.07759865;471.88514997;0.443137;0.435294;0.4;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.184525;0.184525;-0.184525;1.000000
445622.15440186;5696569.03139885;471.88665010;0.278431;0.258824;0.188235;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.191225;0.191225;-0.191225;1.000000
445622.15560158;5696568.99399956;471.88625004;0.72549;0.698039;0.611765;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.190025;0.190025;-0.190025;1.000000
445622.15320213;5696569.06889923;471.88705017;0.694118;0.690196;0.643137;44718.000000;1.000000;1.000000;1.000000;1.000000;-0.192425;0.192425;-0.192425;1.000000
445622.15670212;5696568.95639904;471.88814976;0.509804;0.505882;0.439216;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.188925;0.188925;-0.188925;1.000000
445622.14650162;5696569.04849918;471.88884975;0.403922;0.388235;0.32549;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.199125;0.199125;-0.199125;1.000000
445622.16200073;5696569.08679970;471.88534977;0.392157;0.384314;0.34902;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.183626;0.183626;-0.183626;1.000000
445622.16320236;5696569.04929932;471.88495018;0.635294;0.627451;0.576471;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.182425;0.182425;-0.182425;1.000000
445622.15720184;5696569.01239975;471.88884975;0.407843;0.384314;0.298039;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.188425;0.188425;-0.188425;1.000000
445622.14670189;5696568.97599895;471.89034988;0.564706;0.537255;0.443137;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.198925;0.198925;-0.198925;1.000000
445622.14890106;5696568.94779976;471.88775017;0.780392;0.780392;0.713725;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.196726;0.196726;-0.196726;1.000000
445622.14690216;5696569.00399979;471.89295008;0.403922;0.372549;0.278431;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.198725;0.198725;-0.198725;1.000000
445622.14820107;5696568.96649940;471.89024975;0.427451;0.411765;0.321569;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.197426;0.197426;-0.197426;1.000000
