//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump67
15665
445629.04970177;5696572.20479877;471.54885008;0.815686;0.819608;0.796078;53456.000000;1.000000;1.000000;1.000000;1.000000;-0.165624;0.165624;-0.165624;1.000000
445628.96850212;5696572.56269939;471.54944994;0.419608;0.392157;0.360784;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.189625;0.189625;-0.189625;1.000000
445629.00630196;5696572.56619938;471.54885008;0.266667;0.223529;0.196078;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.151825;0.151825;-0.151825;1.000000
445628.99410065;5696572.63959892;471.55625011;0.470588;0.458824;0.423529;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.164026;0.164026;-0.164026;1.000000
445629.06830223;5696572.39939888;471.53805019;0.741176;0.717647;0.682353;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.089825;0.089825;-0.089825;1.000000
445629.00480087;5696572.39819916;471.54454996;0.32549;0.301961;0.278431;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.153326;0.153326;-0.153326;1.000000
445629.00360115;5696572.64109905;471.55664970;0.580392;0.568627;0.533333;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.154526;0.154526;-0.154526;1.000000
445629.04090126;5696572.63999947;471.55594971;0.784314;0.776471;0.741176;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.117226;0.117226;-0.117226;1.000000
445628.82530220;5696572.64099892;471.56955006;0.478431;0.439216;0.368627;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.189001;0.189001;-0.189001;1.000000
445628.86310204;5696572.64459904;471.56895020;0.584314;0.529412;0.462745;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.185401;0.185401;-0.185401;1.000000
445628.84420212;5696572.64169891;471.56804993;0.592157;0.541176;0.466667;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.188301;0.188301;-0.188301;1.000000
445629.02820213;5696572.50109871;471.54915001;0.501961;0.478431;0.45098;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.129925;0.129925;-0.129925;1.000000
445628.99200066;5696572.46239956;471.54705002;0.584314;0.556863;0.521569;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.166126;0.166126;-0.166126;1.000000
445629.07950218;5696572.59689911;471.54325010;0.392157;0.341176;0.294118;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.078625;0.078625;-0.078625;1.000000
445628.96140106;5696572.31109913;471.54845001;0.501961;0.482353;0.454902;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.197632;0.197632;-0.197632;1.000000
445629.04020126;5696572.20329960;471.54845001;0.698039;0.701961;0.67451;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.173088;0.173088;-0.173088;1.000000
445629.00850113;5696572.28579910;471.54104998;0.396078;0.372549;0.333333;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.156018;0.156018;-0.156018;1.000000
445629.01150139;5696572.44429882;471.54304983;0.694118;0.670588;0.635294;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.146626;0.146626;-0.146626;1.000000
445629.05050095;5696572.41039951;471.54204990;0.596078;0.572549;0.533333;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.107626;0.107626;-0.107626;1.000000
445629.05150230;5696572.37059887;471.53924992;0.25098;0.239216;0.211765;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.106625;0.106625;-0.106625;1.000000
445629.01760109;5696572.33399876;471.54194977;0.764706;0.752941;0.721569;49344.000000;1.000000;1.000000;1.000000;1.000000;-0.140526;0.140526;-0.140526;1.000000
445628.98120125;5696572.29529961;471.54454996;0.333333;0.305882;0.270588;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.180296;0.180296;-0.180296;1.000000
445629.01880081;5696572.29649933;471.54155018;0.498039;0.47451;0.443137;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.143297;0.143297;-0.143297;1.000000
445629.05520065;5696572.26049908;471.54045012;0.615686;0.611765;0.588235;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.124194;0.124194;-0.124194;1.000000
445629.05860146;5696572.22269924;471.54255011;0.423529;0.431373;0.407843;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.146352;0.146352;-0.146352;1.000000
445629.02230080;5696572.18409927;471.54274990;0.435294;0.431373;0.396078;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.199338;0.199338;-0.199338;1.000000
445629.08740242;5696572.63339909;471.54874994;0.658824;0.631373;0.584314;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.070724;0.070724;-0.070724;1.000000
445628.93790062;5696572.66579922;471.56094982;0.580392;0.552941;0.501961;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.164201;0.164201;-0.164201;1.000000
445628.97440155;5696572.62969883;471.55754997;0.541176;0.517647;0.47451;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.183725;0.183725;-0.183725;1.000000
445628.97450073;5696572.42439945;471.54575016;0.364706;0.337255;0.298039;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.183626;0.183626;-0.183626;1.000000
445629.01200111;5696572.63089951;471.55695011;0.431373;0.415686;0.380392;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.146126;0.146126;-0.146126;1.000000
445628.82690247;5696572.63159950;471.56714966;0.517647;0.482353;0.419608;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.198400;0.198400;-0.198400;1.000000
445628.86460121;5696572.63509949;471.56664993;0.568627;0.517647;0.45098;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.194901;0.194901;-0.194901;1.000000
445629.04020126;5696572.63069923;471.55354979;0.662745;0.647059;0.6;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.117926;0.117926;-0.117926;1.000000
445628.96870239;5696572.59069927;471.55214979;0.65098;0.607843;0.568627;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.189425;0.189425;-0.189425;1.000000
445629.04180153;5696572.59559925;471.54855015;0.364706;0.309804;0.258824;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.116325;0.116325;-0.116325;1.000000
445629.05820091;5696572.64999874;471.55684998;0.796078;0.792157;0.752941;51657.000000;1.000000;1.000000;1.000000;1.000000;-0.099926;0.099926;-0.099926;1.000000
445629.04590233;5696572.53919895;471.54804995;0.560784;0.537255;0.505882;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.112225;0.112225;-0.112225;1.000000
