//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump103
445619.50670250;5696592.35689934;472.68044998;63;60;53;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.088925;0.088925;-0.088925;1.000000
445619.43190201;5696592.61579903;472.69875004;65;68;52;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.163725;0.163725;-0.163725;1.000000
445619.43660172;5696592.46589859;472.69724991;134;140;112;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.159026;0.159026;-0.159026;1.000000
445619.43770226;5696592.42839821;472.69915010;105;106;81;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.157925;0.157925;-0.157925;1.000000
445619.47560127;5696592.43189819;472.69624998;70;73;46;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.120026;0.120026;-0.120026;1.000000
445619.40740211;5696592.27939995;472.70064976;54;42;32;11308.000000;1.000000;1.000000;1.000000;1.000000;-0.194908;0.194908;-0.194908;1.000000
445619.48500069;5696592.20909889;472.70095016;24;20;19;5397.000000;1.000000;1.000000;1.000000;1.000000;-0.163876;0.163876;-0.163876;1.000000
445619.50880249;5696592.33099945;472.68254997;91;87;81;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.086825;0.086825;-0.086825;1.000000
445619.50980194;5696592.29119881;472.68214991;135;131;126;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.094189;0.094189;-0.094189;1.000000
445619.48800095;5696592.17129906;472.70994999;47;42;39;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.191754;0.191754;-0.191754;1.000000
445619.48150070;5696592.29139908;472.68785002;57;52;45;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.120478;0.120478;-0.120478;1.000000
445619.51300247;5696592.43309982;472.69794991;157;164;133;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.082625;0.082625;-0.082625;1.000000
445619.44730194;5696592.20559891;472.69924976;65;60;55;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.193587;0.193587;-0.193587;1.000000
445619.40400131;5696592.39180000;472.69714977;106;98;87;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.191626;0.191626;-0.191626;1.000000
445619.51500137;5696592.39579971;472.68125011;118;113;97;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.080626;0.080626;-0.080626;1.000000
445619.51860245;5696592.52569969;472.71554996;103;121;87;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.077025;0.077025;-0.077025;1.000000
