//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump98
445636.17930038;5696559.43589981;470.86204984;134;131;128;33667.000000;1.000000;1.000000;1.000000;1.000000;0.105900;-0.105900;0.105900;1.000000
445636.21690186;5696559.43709953;470.86134984;182;180;176;46260.000000;1.000000;1.000000;1.000000;1.000000;0.107100;-0.107100;0.107100;1.000000
445636.04200180;5696559.40159805;470.88104989;139;138;135;35209.000000;1.000000;1.000000;1.000000;1.000000;0.071624;-0.071624;0.071624;1.000000
445636.04080017;5696559.43909843;470.88144996;195;195;192;49858.000000;1.000000;1.000000;1.000000;1.000000;0.109143;-0.109143;0.109143;1.000000
445635.75020035;5696559.39549835;470.91205003;211;213;210;54484.000000;1.000000;1.000000;1.000000;1.000000;-0.157927;0.157927;-0.157927;1.000000
445635.92660339;5696559.46299942;470.92314984;110;109;107;28013.000000;1.000000;1.000000;1.000000;1.000000;0.018476;-0.018476;0.018476;1.000000
445636.02219971;5696559.15759857;470.91914989;203;207;206;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.172401;0.172401;-0.172401;1.000000
445636.07140167;5696559.36619957;470.88194992;83;85;85;21588.000000;1.000000;1.000000;1.000000;1.000000;0.036396;-0.036396;0.036396;1.000000
445636.02350052;5696559.19489868;470.91494991;139;142;141;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.135101;0.135101;-0.135101;1.000000
445636.08740051;5696559.38579948;470.87824990;104;105;103;26728.000000;1.000000;1.000000;1.000000;1.000000;0.055799;-0.055799;0.055799;1.000000
445635.81690033;5696559.41929825;470.93394997;189;193;191;49087.000000;1.000000;1.000000;1.000000;1.000000;-0.091227;0.091227;-0.091227;1.000000
445635.96680267;5696559.42709930;470.89194991;63;61;57;15677.000000;1.000000;1.000000;1.000000;1.000000;0.058676;-0.058676;0.058676;1.000000
445636.10440262;5696559.44259842;470.87734987;72;71;73;18247.000000;1.000000;1.000000;1.000000;1.000000;0.112617;-0.112617;0.112617;1.000000
445636.01340302;5696559.42059906;470.87994983;122;122;116;31097.000000;1.000000;1.000000;1.000000;1.000000;0.090599;-0.090599;0.090599;1.000000
445636.04440125;5696559.35689934;470.88995006;85;86;87;21845.000000;1.000000;1.000000;1.000000;1.000000;0.026899;-0.026899;0.026899;1.000000
445636.19950302;5696559.17709930;470.86214997;56;59;61;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.152902;0.152902;-0.152902;1.000000
445636.01260193;5696559.43699844;470.88014986;201;201;196;51400.000000;1.000000;1.000000;1.000000;1.000000;0.104475;-0.104475;0.104475;1.000000
445635.82220276;5696559.30959900;470.89794995;213;214;214;54741.000000;1.000000;1.000000;1.000000;1.000000;-0.088313;0.088313;-0.088313;1.000000
445636.09029968;5696559.36679848;470.87815001;101;102;101;25957.000000;1.000000;1.000000;1.000000;1.000000;0.036798;-0.036798;0.036798;1.000000
445635.86930283;5696559.32129868;470.91654994;214;219;219;55769.000000;1.000000;1.000000;1.000000;1.000000;-0.039787;0.039787;-0.039787;1.000000
445636.20320328;5696559.13939865;470.85724999;117;122;122;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.190601;0.190601;-0.190601;1.000000
445636.09270294;5696559.29179962;470.87734987;111;119;120;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.038200;0.038200;-0.038200;1.000000
445636.08080109;5696559.31849869;470.88644983;59;65;66;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.011501;0.011501;-0.011501;1.000000
445635.98310287;5696559.21259888;470.91575005;178;183;184;46517.000000;1.000000;1.000000;1.000000;1.000000;-0.117401;0.117401;-0.117401;1.000000
445636.24440201;5696559.22449883;470.84614994;115;114;112;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.105501;0.105501;-0.105501;1.000000
