//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump91
445604.32960136;5696558.00490006;472.79944994;158;162;162;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.175633;0.175633;-0.175633;1.000000
445604.31870087;5696558.01299866;472.79664995;146;151;151;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.184969;0.184969;-0.184969;1.000000
445604.32030113;5696558.00580032;472.79894974;164;169;168;42919.000000;1.000000;1.000000;1.000000;1.000000;-0.177615;0.177615;-0.177615;1.000000
445604.32850178;5696557.99559982;472.80394985;175;180;181;45746.000000;1.000000;1.000000;1.000000;1.000000;-0.166483;0.166483;-0.166483;1.000000
445604.32920177;5696558.02369888;472.79495003;135;141;142;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.194394;0.194394;-0.194394;1.000000
445604.31050117;5696558.02309998;472.79414989;165;171;171;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.196269;0.196269;-0.196269;1.000000
445604.33630188;5696558.02540024;472.79524996;93;99;98;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.195623;0.195623;-0.195623;1.000000
445604.32820137;5696558.01439865;472.79715015;132;136;137;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.185220;0.185220;-0.185220;1.000000
445604.31990154;5696558.02459915;472.79454996;123;130;131;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.196292;0.196292;-0.196292;1.000000
445604.30950172;5696558.01389893;472.79624989;156;162;163;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.187414;0.187414;-0.187414;1.000000
445604.45480164;5696557.89069946;472.79204990;181;188;186;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.060699;0.060699;-0.060699;1.000000
445604.64190109;5696558.09359940;472.74464991;64;56;48;14649.000000;1.000000;1.000000;1.000000;1.000000;0.015024;-0.015024;0.015024;1.000000
445604.67760094;5696557.90789993;472.76044991;87;81;71;20817.000000;1.000000;1.000000;1.000000;1.000000;0.050724;-0.050724;0.050724;1.000000
445604.37640198;5696558.00749977;472.80384972;61;61;60;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.177500;0.177500;-0.177500;1.000000
445604.56060226;5696558.03309830;472.76354982;133;126;112;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.066275;0.066275;-0.066275;1.000000
445604.56280144;5696557.95819862;472.76515009;99;91;80;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.064075;0.064075;-0.064075;1.000000
