//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump60
445644.76390274;5696587.27439888;470.92205002;164;162;150;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.125915;0.125915;-0.125915;1.000000
445644.76519974;5696587.23689850;470.91934993;132;127;113;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.145395;0.145395;-0.145395;1.000000
445644.80760010;5696587.16519936;470.91804983;148;143;135;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.178769;0.178769;-0.178769;1.000000
445644.84370239;5696587.34349831;470.95444991;157;164;80;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.033175;0.033175;-0.033175;1.000000
445644.84500320;5696587.30829819;470.95634987;168;176;119;42919.000000;1.000000;1.000000;1.000000;1.000000;-0.038560;0.038560;-0.038560;1.000000
445644.80880173;5696587.28629883;470.93584992;166;163;141;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.080895;0.080895;-0.080895;1.000000
445644.69989975;5696587.29189880;470.92634990;164;163;153;41634.000000;1.000000;1.000000;1.000000;1.000000;-0.181032;0.181032;-0.181032;1.000000
445644.84880264;5696587.25939949;470.92564990;155;155;134;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.075978;0.075978;-0.075978;1.000000
445644.80060013;5696587.35239990;470.94324996;146;151;109;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.076277;0.076277;-0.076277;1.000000
445644.80949982;5696587.32349976;470.94564988;101;109;61;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.067690;0.067690;-0.067690;1.000000
445644.82760056;5696587.29599960;470.95315005;184;192;152;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.059868;0.059868;-0.059868;1.000000
445644.82020004;5696587.28969963;470.95034983;149;154;121;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.069544;0.069544;-0.069544;1.000000
445644.81840332;5696587.32249840;470.95304992;113;116;69;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.058953;0.058953;-0.058953;1.000000
