//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump119
445642.73950012;5696584.14229973;470.95634987;154;153;142;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.187700;0.187700;-0.187700;1.000000
445642.73850067;5696584.17979820;470.95204999;166;167;160;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.150202;0.150202;-0.150202;1.000000
445642.77359970;5696584.18119820;470.95365002;196;198;190;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.148802;0.148802;-0.148802;1.000000
445642.73770340;5696584.19619949;470.95225002;151;152;146;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.133801;0.133801;-0.133801;1.000000
445642.76500137;5696584.18899925;470.95334985;171;172;166;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.141001;0.141001;-0.141001;1.000000
445642.76610001;5696584.15149887;470.95525004;66;67;58;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.178501;0.178501;-0.178501;1.000000
445642.73900040;5696584.16099937;470.95414998;80;80;70;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.169001;0.169001;-0.169001;1.000000
445642.77280243;5696584.19759949;470.95385005;123;124;118;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.132401;0.132401;-0.132401;1.000000
445642.76420029;5696584.17969902;470.95324995;205;207;199;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.150301;0.150301;-0.150301;1.000000
445642.74630173;5696584.18839844;470.95254995;203;205;198;52171.000000;1.000000;1.000000;1.000000;1.000000;-0.141602;0.141602;-0.141602;1.000000
445642.74740036;5696584.15089996;470.95444991;113;113;102;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.179100;0.179100;-0.179100;1.000000
445642.74550064;5696584.17919930;470.95234992;189;190;182;48316.000000;1.000000;1.000000;1.000000;1.000000;-0.150801;0.150801;-0.150801;1.000000
445642.73770340;5696584.17049988;470.95194985;85;86;78;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.159500;0.159500;-0.159500;1.000000
445642.76560028;5696584.17029961;470.95315005;150;151;143;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.159700;0.159700;-0.159700;1.000000
445642.73859985;5696584.13299950;470.95614984;109;108;97;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.197001;0.197001;-0.197001;1.000000
445642.74690063;5696584.16969879;470.95234992;100;101;92;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.160301;0.160301;-0.160301;1.000000
