//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump117
445648.61650284;5696559.13889893;469.88094999;129;125;113;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.191101;0.191101;-0.191101;1.000000
445648.79990204;5696559.19229897;469.86424996;149;146;139;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.137701;0.137701;-0.137701;1.000000
445648.73439987;5696559.17019852;469.87264993;186;184;175;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.159801;0.159801;-0.159801;1.000000
445648.64470108;5696559.16889961;469.88954999;166;164;155;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.161100;0.161100;-0.161100;1.000000
445648.76150330;5696559.18179901;469.86474993;174;171;164;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.148513;0.148513;-0.148513;1.000000
445648.75710114;5696559.13550003;469.86625006;122;120;109;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.194570;0.194570;-0.194570;1.000000
445648.82960327;5696559.15689857;469.85815002;150;145;132;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.173101;0.173101;-0.173101;1.000000
445648.61450012;5696559.19509895;469.88614990;150;152;144;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.134901;0.134901;-0.134901;1.000000
445648.80780228;5696559.20089920;469.86235001;118;115;107;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.129101;0.129101;-0.129101;1.000000
445648.65080078;5696559.15899857;469.88734986;175;172;163;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.171001;0.171001;-0.171001;1.000000
445648.62290009;5696559.18499954;469.88644983;185;187;176;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.145000;0.145000;-0.145000;1.000000
445648.72540100;5696559.19909866;469.87255003;209;208;201;53199.000000;1.000000;1.000000;1.000000;1.000000;-0.130988;0.130988;-0.130988;1.000000
445648.73750122;5696559.15349968;469.87264993;173;171;162;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.176500;0.176500;-0.176500;1.000000
445648.73410233;5696559.19129951;469.87054994;199;197;189;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.138700;0.138700;-0.138700;1.000000
445648.67260178;5696559.14069946;469.88584997;132;129;121;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.189544;0.189544;-0.189544;1.000000
445648.63510330;5696559.13949974;469.88415005;145;143;133;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.190539;0.190539;-0.190539;1.000000
445648.58670242;5696559.14629944;469.88434984;151;150;141;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.183701;0.183701;-0.183701;1.000000
445648.68060120;5696559.17729958;469.88664987;145;139;130;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.152709;0.152709;-0.152709;1.000000
445648.82900055;5696559.17569931;469.85835006;148;145;134;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.154301;0.154301;-0.154301;1.000000
