//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump82
445606.80590160;5696586.03949936;473.09345009;61;60;58;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.195975;0.195975;-0.195975;1.000000
445606.84250172;5696586.03139885;473.09504988;57;55;56;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.159375;0.159375;-0.159375;1.000000
445606.81600197;5696585.98209961;473.11424973;29;28;34;7196.000000;1.000000;1.000000;1.000000;1.000000;-0.185875;0.185875;-0.185875;1.000000
445606.89340122;5696585.69969948;473.09334995;169;162;150;41634.000000;1.000000;1.000000;1.000000;1.000000;-0.169544;0.169544;-0.169544;1.000000
445606.86930187;5696586.04059990;473.09165003;62;57;56;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.132575;0.132575;-0.132575;1.000000
445606.81970127;5696585.94669922;473.11625006;232;234;231;59881.000000;1.000000;1.000000;1.000000;1.000000;-0.182176;0.182176;-0.182176;1.000000
445606.91050156;5696585.96859940;473.11835005;61;58;62;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.091375;0.091375;-0.091375;1.000000
445606.87280186;5696585.98629959;473.10755016;59;60;66;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.129075;0.129075;-0.129075;1.000000
445606.83990200;5696585.90989883;473.10974981;149;148;144;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.161975;0.161975;-0.161975;1.000000
445606.87510117;5696585.91129883;473.10904982;187;185;182;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.126776;0.126776;-0.126776;1.000000
445606.91290195;5696585.91479881;473.10844995;218;218;216;55769.000000;1.000000;1.000000;1.000000;1.000000;-0.088975;0.088975;-0.088975;1.000000
445606.87660130;5696585.87619980;473.10634996;113;105;98;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.125276;0.125276;-0.125276;1.000000
445606.87760170;5696585.83639915;473.10594990;199;189;179;48830.000000;1.000000;1.000000;1.000000;1.000000;-0.124275;0.124275;-0.124275;1.000000
445606.84220131;5696585.83489998;473.11135008;212;205;193;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.159676;0.159676;-0.159676;1.000000
445606.80230148;5696585.90869911;473.11035015;116;113;106;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.199575;0.199575;-0.199575;1.000000
445606.82060154;5696585.88130005;473.11555006;221;218;208;55769.000000;1.000000;1.000000;1.000000;1.000000;-0.181275;0.181275;-0.181275;1.000000
445606.92830189;5696585.95999916;473.11905005;44;38;42;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.073575;0.073575;-0.073575;1.000000
445606.81820114;5696585.95619972;473.11634972;211;214;213;54484.000000;1.000000;1.000000;1.000000;1.000000;-0.183676;0.183676;-0.183676;1.000000
445606.85560139;5696585.95739944;473.11805012;148;148;150;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.146276;0.146276;-0.146276;1.000000
445606.89320190;5696585.95859917;473.11744978;71;70;74;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.108675;0.108675;-0.108675;1.000000
445606.83510120;5696585.98509987;473.11275007;30;31;38;7967.000000;1.000000;1.000000;1.000000;1.000000;-0.166776;0.166776;-0.166776;1.000000
