//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump118
445648.62510117;5696563.65619858;470.14234998;136;138;118;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.173801;0.173801;-0.173801;1.000000
445648.51530273;5696563.68949898;470.15645005;85;89;81;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.140501;0.140501;-0.140501;1.000000
445648.55080231;5696563.69100006;470.15104987;106;109;97;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.139000;0.139000;-0.139000;1.000000
445648.51430328;5696563.65229996;470.15365006;116;120;113;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.177700;0.177700;-0.177700;1.000000
445648.51590164;5696563.67079933;470.15625002;58;63;54;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.159201;0.159201;-0.159201;1.000000
445648.51500137;5696563.63359840;470.15104987;110;114;108;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.196402;0.196402;-0.196402;1.000000
445648.59010132;5696563.63599976;470.14984991;158;161;149;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.194000;0.194000;-0.194000;1.000000
445648.60990341;5696563.64589890;470.14625003;116;119;104;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.184101;0.184101;-0.184101;1.000000
445648.66320236;5696563.68549927;470.13514997;154;155;136;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.144501;0.144501;-0.144501;1.000000
445648.66440018;5696563.64799889;470.13474991;106;105;86;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.182001;0.182001;-0.182001;1.000000
445648.53199966;5696563.69039925;470.15255000;93;95;85;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.139601;0.139601;-0.139601;1.000000
445648.65580185;5696563.65579994;470.13444998;105;104;84;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.174200;0.174200;-0.174200;1.000000
445648.52589996;5696563.65119942;470.15415003;138;142;135;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.178801;0.178801;-0.178801;1.000000
445648.61650284;5696563.66399963;470.14205005;138;141;122;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.166000;0.166000;-0.166000;1.000000
445648.62590225;5696563.66549881;470.14255001;145;147;128;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.164501;0.164501;-0.164501;1.000000
445648.53250320;5696563.67159851;470.15464999;88;93;82;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.158401;0.158401;-0.158401;1.000000
445648.52449997;5696563.63499840;470.15154984;136;141;131;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.195002;0.195002;-0.195002;1.000000
445648.55190094;5696563.65349968;470.15294983;146;151;139;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.176500;0.176500;-0.176500;1.000000
445648.67180069;5696563.67769821;470.13544991;168;168;150;42662.000000;1.000000;1.000000;1.000000;1.000000;-0.152302;0.152302;-0.152302;1.000000
