//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump121
445604.68600090;5696576.38359936;473.07844975;25;23;21;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.110934;0.110934;-0.110934;1.000000
445604.81370171;5696576.26909931;473.06885006;33;27;14;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.060901;0.060901;-0.060901;1.000000
445604.77010162;5696576.37829884;473.06815006;230;230;222;58853.000000;1.000000;1.000000;1.000000;1.000000;-0.050024;0.050024;-0.050024;1.000000
445604.73480137;5696576.37679871;473.07124998;173;174;169;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.067272;0.067272;-0.067272;1.000000
445604.66220100;5696576.29949959;473.06934978;169;163;152;41891.000000;1.000000;1.000000;1.000000;1.000000;0.124713;-0.124713;0.124713;1.000000
445604.69390114;5696576.41329868;473.06984999;26;19;16;5140.000000;1.000000;1.000000;1.000000;1.000000;-0.122065;0.122065;-0.122065;1.000000
445604.62070091;5696576.37279900;473.10564997;64;58;50;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.167970;0.167970;-0.167970;1.000000
445604.69270142;5696576.45079906;473.07025005;97;87;77;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.150895;0.150895;-0.150895;1.000000
445604.62170227;5696576.41009911;473.10844995;131;125;115;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.180205;0.180205;-0.180205;1.000000
445604.65500172;5696576.44959934;473.07315018;82;72;64;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.175271;0.175271;-0.175271;1.000000
445604.76540192;5696576.52819927;473.06974985;178;176;164;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.198990;0.198990;-0.198990;1.000000
445604.69840153;5696576.33809956;473.07144978;181;177;164;45232.000000;1.000000;1.000000;1.000000;1.000000;-0.085112;0.085112;-0.085112;1.000000
445604.73620136;5696576.34159954;473.07084991;178;171;159;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.048338;0.048338;-0.048338;1.000000
445604.81480225;5696576.23159893;473.07074978;186;190;160;47545.000000;1.000000;1.000000;1.000000;1.000000;0.098401;-0.098401;0.098401;1.000000
445604.69700153;5696576.37559898;473.07655003;78;76;73;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.097452;0.097452;-0.097452;1.000000
445604.76940163;5696576.21269901;473.05224993;141;132;101;33667.000000;1.000000;1.000000;1.000000;1.000000;0.118101;-0.118101;0.118101;1.000000
445604.76550110;5696576.24809940;473.05714991;157;149;128;38293.000000;1.000000;1.000000;1.000000;1.000000;0.083776;-0.083776;0.083776;1.000000
445604.83830173;5696576.32539948;473.05434992;66;59;38;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.004601;0.004601;-0.004601;1.000000
445604.80060204;5696576.32419880;473.05725004;151;140;121;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.005801;0.005801;-0.005801;1.000000
445604.73050125;5696576.24669941;473.05314972;226;224;213;57311.000000;1.000000;1.000000;1.000000;1.000000;0.098531;-0.098531;0.098531;1.000000
445604.83710106;5696576.36289890;473.05474998;146;146;130;37008.000000;1.000000;1.000000;1.000000;1.000000;0.032899;-0.032899;0.032899;1.000000
445604.83240135;5696576.43809898;473.05544998;63;59;50;15163.000000;1.000000;1.000000;1.000000;1.000000;0.108099;-0.108099;0.108099;1.000000
445604.75820168;5696576.47059925;473.05714991;161;158;147;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.142792;0.142792;-0.142792;1.000000
445604.64880188;5696576.39149960;473.09084990;28;21;17;5654.000000;1.000000;1.000000;1.000000;1.000000;-0.147734;0.147734;-0.147734;1.000000
445604.64530190;5696576.42689903;473.08645012;107;98;87;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.168479;0.168479;-0.168479;1.000000
445604.79830177;5696576.14699944;473.05275013;59;60;30;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.183001;0.183001;-0.183001;1.000000
445604.82750137;5696576.33579929;473.05634977;86;81;59;20560.000000;1.000000;1.000000;1.000000;1.000000;0.005799;-0.005799;0.005799;1.000000
445604.74750145;5696576.48099907;473.05674984;93;90;78;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.155145;0.155145;-0.155145;1.000000
445604.63690193;5696576.43699940;473.08614971;89;81;71;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.181192;0.181192;-0.181192;1.000000
445604.80010136;5696576.16549881;473.05074980;65;70;35;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.164501;0.164501;-0.164501;1.000000
445604.72030170;5696576.23829945;473.05264999;212;208;199;53456.000000;1.000000;1.000000;1.000000;1.000000;0.111158;-0.111158;0.111158;1.000000
445604.82670219;5696576.35219868;473.05644991;153;151;132;38293.000000;1.000000;1.000000;1.000000;1.000000;0.022199;-0.022199;0.022199;1.000000
445604.78560169;5696576.46339901;473.05824997;192;189;179;48316.000000;1.000000;1.000000;1.000000;1.000000;-0.133399;0.133399;-0.133399;1.000000
445604.74810226;5696576.46219929;473.05655005;128;122;110;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.136760;0.136760;-0.136760;1.000000
445604.60470207;5696576.34419926;473.09054996;222;219;210;56026.000000;1.000000;1.000000;1.000000;1.000000;-0.178989;0.178989;-0.178989;1.000000
445604.82380112;5696576.44589909;473.05515005;94;89;79;22873.000000;1.000000;1.000000;1.000000;1.000000;0.115899;-0.115899;0.115899;1.000000
445604.75690086;5696576.25589951;473.05684998;181;177;162;45232.000000;1.000000;1.000000;1.000000;1.000000;0.078605;-0.078605;0.078605;1.000000
445604.79700096;5696576.18439873;473.05544998;171;177;138;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.145601;0.145601;-0.145601;1.000000
445604.66850098;5696576.37339886;473.08215000;49;45;42;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.122567;0.122567;-0.122567;1.000000
445604.66510208;5696576.41119869;473.08015015;50;39;34;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.143259;0.143259;-0.143259;1.000000
445604.59700211;5696576.33329876;473.08314993;184;181;172;46260.000000;1.000000;1.000000;1.000000;1.000000;-0.186154;0.186154;-0.186154;1.000000
445604.62880142;5696576.44729908;473.07894995;30;23;18;6168.000000;1.000000;1.000000;1.000000;1.000000;-0.193844;0.193844;-0.193844;1.000000
445604.73920162;5696576.23669918;473.04645016;140;132;118;33924.000000;1.000000;1.000000;1.000000;1.000000;0.103124;-0.103124;0.103124;1.000000
445604.80560120;5696576.23249920;473.06804993;195;197;168;49601.000000;1.000000;1.000000;1.000000;1.000000;-0.097501;0.097501;-0.097501;1.000000
445604.80420120;5696576.26759918;473.06844999;39;35;21;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.062401;0.062401;-0.062401;1.000000
445604.66070183;5696576.33689888;473.07674982;211;208;198;53199.000000;1.000000;1.000000;1.000000;1.000000;-0.122619;0.122619;-0.122619;1.000000
445604.65920170;5696576.37429913;473.08404972;49;42;40;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.131605;0.131605;-0.131605;1.000000
445604.58530148;5696576.33439930;473.08494999;146;143;134;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.197874;0.197874;-0.197874;1.000000
445604.72520168;5696576.37529953;473.07315018;150;151;146;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.073535;0.073535;-0.073535;1.000000
445604.68430145;5696576.41189869;473.07165005;32;25;21;6682.000000;1.000000;1.000000;1.000000;1.000000;-0.128351;0.128351;-0.128351;1.000000
445604.61130150;5696576.37369926;473.10755016;68;60;50;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.177295;0.177295;-0.177295;1.000000
445604.68310173;5696576.44929894;473.07205011;112;103;94;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.155683;0.155683;-0.155683;1.000000
445604.61240204;5696576.41089924;473.11035015;144;139;129;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.188922;0.188922;-0.188922;1.000000
445604.64550217;5696576.44809921;473.07275011;58;49;41;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.181350;0.181350;-0.181350;1.000000
445604.64160164;5696576.36409958;473.09014990;70;66;60;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.145575;0.145575;-0.145575;1.000000
445604.80540092;5696576.17429932;473.05574991;133;140;100;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.155701;0.155701;-0.155701;1.000000
445604.62290199;5696576.33789928;473.08664991;239;238;231;60909.000000;1.000000;1.000000;1.000000;1.000000;-0.160420;0.160420;-0.160420;1.000000
445604.75590141;5696576.52669914;473.06934978;170;167;156;42662.000000;1.000000;1.000000;1.000000;1.000000;-0.198574;0.198574;-0.198574;1.000000
445604.79110153;5696576.52809914;473.06855013;188;185;172;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.198099;0.198099;-0.198099;1.000000
445604.76090153;5696576.37909897;473.06775000;231;231;224;59110.000000;1.000000;1.000000;1.000000;1.000000;-0.053895;0.053895;-0.053895;1.000000
445604.76210220;5696576.34159954;473.06734993;186;179;164;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.024012;0.024012;-0.024012;1.000000
445604.68910225;5696576.33899887;473.07334997;177;173;161;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.094454;0.094454;-0.094454;1.000000
445604.72440155;5696576.34039886;473.07035019;175;169;156;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.059639;0.059639;-0.059639;1.000000
445604.65870102;5696576.39299877;473.08194973;20;14;12;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.139466;0.139466;-0.139466;1.000000
445604.61020096;5696576.42999943;473.09415009;30;24;18;6425.000000;1.000000;1.000000;1.000000;1.000000;-0.199758;0.199758;-0.199758;1.000000
445604.61460121;5696576.35249908;473.09574987;173;168;160;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.170021;0.170021;-0.170021;1.000000
445604.78540142;5696576.23909958;473.06255009;180;175;147;44461.000000;1.000000;1.000000;1.000000;1.000000;0.090900;-0.090900;0.090900;1.000000
445604.78440102;5696576.27659901;473.06064989;73;68;58;17476.000000;1.000000;1.000000;1.000000;1.000000;0.053401;-0.053401;0.053401;1.000000
445604.82070168;5696576.31529911;473.06045010;83;75;53;19018.000000;1.000000;1.000000;1.000000;1.000000;0.014701;-0.014701;0.014701;1.000000
445604.78700169;5696576.22969921;473.06015017;148;143;113;36237.000000;1.000000;1.000000;1.000000;1.000000;0.100301;-0.100301;0.100301;1.000000
445604.78590210;5696576.26939877;473.06295015;87;81;69;20817.000000;1.000000;1.000000;1.000000;1.000000;0.060601;-0.060601;0.060601;1.000000
445604.81970222;5696576.30599888;473.06255009;107;99;82;25443.000000;1.000000;1.000000;1.000000;1.000000;0.024001;-0.024001;0.024001;1.000000
445604.82200153;5696576.50209911;473.05574991;135;132;116;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.172099;0.172099;-0.172099;1.000000
445604.75790222;5696576.23949917;473.05205013;112;103;80;26471.000000;1.000000;1.000000;1.000000;1.000000;0.093950;-0.093950;0.093950;1.000000
445604.78240211;5696576.30489929;473.05854990;112;103;88;26728.000000;1.000000;1.000000;1.000000;1.000000;0.025111;-0.025111;0.025111;1.000000
445604.74700172;5696576.30339916;473.06395008;149;142;132;36751.000000;1.000000;1.000000;1.000000;1.000000;0.044862;-0.044862;0.044862;1.000000
445604.71070107;5696576.26469906;473.06185009;175;178;171;45232.000000;1.000000;1.000000;1.000000;1.000000;0.097518;-0.097518;0.097518;1.000000
