//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump111
445646.14550217;5696583.75809868;470.84244992;121;117;108;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.183544;0.183544;-0.183544;1.000000
445646.25470169;5696583.77149971;470.83124997;177;172;164;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.083567;-0.083567;0.083567;1.000000
445646.31030090;5696584.01629837;470.83204987;146;145;139;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.035326;0.035326;-0.035326;1.000000
445646.33910187;5696584.22159966;470.82644989;156;160;134;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.065782;0.065782;-0.065782;1.000000
445646.18770035;5696584.05789955;470.83865001;176;169;162;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.157927;0.157927;-0.157927;1.000000
445646.26840027;5696583.92189987;470.84064986;65;62;53;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.077227;0.077227;-0.077227;1.000000
445646.24670227;5696584.18119820;470.82174994;158;150;135;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.102074;0.102074;-0.102074;1.000000
445646.31770142;5696583.82169922;470.83474996;133;129;117;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.008301;0.008301;-0.008301;1.000000
445646.20890244;5696584.01149948;470.84134986;70;64;58;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.136724;0.136724;-0.136724;1.000000
445646.28420074;5696584.18239983;470.82114985;91;85;68;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.066848;0.066848;-0.066848;1.000000
445646.24180038;5696584.07879837;470.82264997;118;109;99;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.103827;0.103827;-0.103827;1.000000
445646.22530182;5696583.81600006;470.85144999;170;169;163;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.090169;-0.090169;0.090169;1.000000
445646.35210236;5696584.08269890;470.82075002;175;168;159;43433.000000;1.000000;1.000000;1.000000;1.000000;0.006475;-0.006475;0.006475;1.000000
445646.29340179;5696583.98739822;470.83554985;105;105;98;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.052225;0.052225;-0.052225;1.000000
445646.17930038;5696584.02119835;470.84474995;93;86;80;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.166327;0.166327;-0.166327;1.000000
445646.28300293;5696584.02349861;470.83084991;119;115;109;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.062624;0.062624;-0.062624;1.000000
445646.28380020;5696583.78279884;470.83274986;151;145;134;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.056240;-0.056240;0.056240;1.000000
445646.24600037;5696583.77929886;470.83325006;201;196;188;50372.000000;1.000000;1.000000;1.000000;1.000000;-0.085123;-0.085123;0.085123;1.000000
445646.32110031;5696583.78389938;470.83675005;93;87;74;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.046101;0.046101;-0.046101;1.000000
445646.30510147;5696583.91389854;470.83984997;115;113;101;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.040525;0.040525;-0.040525;1.000000
