//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump64
445648.66050156;5696557.00009926;469.86445000;155;159;151;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.060125;0.060125;-0.060125;1.000000
445648.59010132;5696556.92259796;469.86504986;121;123;116;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.130526;0.130526;-0.130526;1.000000
445648.62750061;5696556.92369850;469.86675002;231;234;231;59624.000000;1.000000;1.000000;1.000000;1.000000;-0.093126;0.093126;-0.093126;1.000000
445648.55510147;5696556.84649857;469.86025002;117;118;104;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.165525;0.165525;-0.165525;1.000000
445648.55960281;5696556.77120026;469.86414983;152;152;145;38807.000000;1.000000;1.000000;1.000000;1.000000;-0.171424;0.171424;-0.171424;1.000000
445648.59720047;5696556.77239807;469.86354997;74;73;67;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.136206;0.136206;-0.136206;1.000000
445648.59860046;5696556.73729904;469.86325004;121;121;115;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.153245;0.153245;-0.153245;1.000000
445648.57180222;5696557.10629852;469.87334992;233;234;228;59881.000000;1.000000;1.000000;1.000000;1.000000;-0.148825;0.148825;-0.148825;1.000000
445648.57780273;5696556.99589928;469.87465002;91;98;98;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.142824;0.142824;-0.142824;1.000000
445648.54150208;5696556.95730026;469.87485005;110;114;103;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.179125;0.179125;-0.179125;1.000000
445648.52860077;5696557.11739929;469.86924984;149;152;148;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.192026;0.192026;-0.192026;1.000000
445648.61810120;5696556.89439972;469.85894992;122;125;117;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.102526;0.102526;-0.102526;1.000000
445648.58200272;5696556.85569962;469.85454990;82;84;66;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.138624;0.138624;-0.138624;1.000000
445648.62170227;5696556.85669907;469.85634996;146;147;135;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.098925;0.098925;-0.098925;1.000000
445648.58559998;5696556.82029922;469.85664989;106;106;96;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.135375;0.135375;-0.135375;1.000000
445648.63010223;5696556.66229828;469.83815004;149;145;137;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.190574;0.190574;-0.190574;1.000000
445648.62410172;5696556.78399857;469.86025002;41;42;39;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.106926;0.106926;-0.106926;1.000000
445648.61359985;5696557.04429825;469.85585000;57;58;56;14649.000000;1.000000;1.000000;1.000000;1.000000;-0.107027;0.107027;-0.107027;1.000000
445648.62070282;5696556.81949814;469.85354998;70;70;65;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.100474;0.100474;-0.100474;1.000000
445648.63730057;5696557.10050018;469.85994985;187;185;178;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.083326;0.083326;-0.083326;1.000000
445648.64290054;5696556.98769959;469.86584999;186;190;186;48316.000000;1.000000;1.000000;1.000000;1.000000;-0.077726;0.077726;-0.077726;1.000000
445648.56509979;5696557.05119904;469.85614993;85;85;84;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.155527;0.155527;-0.155527;1.000000
445648.53709991;5696557.07709892;469.85745003;48;48;46;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.183527;0.183527;-0.183527;1.000000
445648.64719971;5696557.08079918;469.86014988;147;144;136;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.073427;0.073427;-0.073427;1.000000
445648.53840073;5696557.04189880;469.85944988;94;94;92;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.182226;0.182226;-0.182226;1.000000
445648.58290298;5696556.89289864;469.85964992;210;213;204;54227.000000;1.000000;1.000000;1.000000;1.000000;-0.137724;0.137724;-0.137724;1.000000
445648.61120041;5696557.10039909;469.86804988;170;169;163;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.109426;0.109426;-0.109426;1.000000
445648.60250290;5696557.05229958;469.85784986;64;61;59;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.118124;0.118124;-0.118124;1.000000
445648.60379990;5696557.01709946;469.85975005;61;66;69;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.116827;0.116827;-0.116827;1.000000
445648.61330231;5696556.79199799;469.85754992;96;97;93;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.113854;0.113854;-0.113854;1.000000
445648.64940079;5696557.05489929;469.85994985;107;105;96;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.071226;0.071226;-0.071226;1.000000
445648.60020264;5696556.93319901;469.87025001;176;179;174;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.120424;0.120424;-0.120424;1.000000
445648.55370148;5696557.11489876;469.87734987;229;231;226;58853.000000;1.000000;1.000000;1.000000;1.000000;-0.166925;0.166925;-0.166925;1.000000
445648.55740173;5696557.00249870;469.87384989;103;108;109;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.163225;0.163225;-0.163225;1.000000
445648.52330215;5696556.96359833;469.87644984;79;83;70;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.197325;0.197325;-0.197325;1.000000
445648.59150131;5696557.11619957;469.87204983;94;93;87;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.129126;0.129126;-0.129126;1.000000
445648.60010345;5696556.90299805;469.86054995;135;137;129;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.120523;0.120523;-0.120523;1.000000
445648.62370117;5696556.96129807;469.87395002;114;118;115;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.096926;0.096926;-0.096926;1.000000
445648.62050064;5696556.86849983;469.85644986;208;210;199;53456.000000;1.000000;1.000000;1.000000;1.000000;-0.100126;0.100126;-0.100126;1.000000
445648.58390244;5696556.82749947;469.85664989;137;137;126;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.136747;0.136747;-0.136747;1.000000
445648.59010132;5696556.71719940;469.85325005;139;139;131;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.172513;0.172513;-0.172513;1.000000
445648.63080032;5696557.05439957;469.85675003;114;111;104;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.089827;0.089827;-0.089827;1.000000
445648.60110291;5696556.91459854;469.86305000;108;110;104;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.119524;0.119524;-0.119524;1.000000
445648.53460129;5696557.10519989;469.86704995;121;123;119;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.186026;0.186026;-0.186026;1.000000
445648.65580185;5696557.10099991;469.86544992;175;172;164;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.064825;0.064825;-0.064825;1.000000
445648.66040237;5696557.02579887;469.86714985;111;115;103;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.060225;0.060225;-0.060225;1.000000
445648.62430008;5696556.98939903;469.86734988;146;151;149;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.096327;0.096327;-0.096327;1.000000
