//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump67
445629.04970177;5696572.20479877;471.54885008;208;209;203;53456.000000;1.000000;1.000000;1.000000;1.000000;-0.165624;0.165624;-0.165624;1.000000
445628.96850212;5696572.56269939;471.54944994;107;100;92;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.189625;0.189625;-0.189625;1.000000
445629.00630196;5696572.56619938;471.54885008;68;57;50;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.151825;0.151825;-0.151825;1.000000
445628.99410065;5696572.63959892;471.55625011;120;117;108;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.164026;0.164026;-0.164026;1.000000
445629.06830223;5696572.39939888;471.53805019;189;183;174;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.089825;0.089825;-0.089825;1.000000
445629.00480087;5696572.39819916;471.54454996;83;77;71;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.153326;0.153326;-0.153326;1.000000
445629.00360115;5696572.64109905;471.55664970;148;145;136;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.154526;0.154526;-0.154526;1.000000
445629.04090126;5696572.63999947;471.55594971;200;198;189;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.117226;0.117226;-0.117226;1.000000
445628.82530220;5696572.64099892;471.56955006;122;112;94;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.189001;0.189001;-0.189001;1.000000
445628.86310204;5696572.64459904;471.56895020;149;135;118;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.185401;0.185401;-0.185401;1.000000
445628.84420212;5696572.64169891;471.56804993;151;138;119;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.188301;0.188301;-0.188301;1.000000
445629.02820213;5696572.50109871;471.54915001;128;122;115;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.129925;0.129925;-0.129925;1.000000
445628.99200066;5696572.46239956;471.54705002;149;142;133;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.166126;0.166126;-0.166126;1.000000
445629.07950218;5696572.59689911;471.54325010;100;87;75;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.078625;0.078625;-0.078625;1.000000
445628.96140106;5696572.31109913;471.54845001;128;123;116;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.197632;0.197632;-0.197632;1.000000
445629.04020126;5696572.20329960;471.54845001;178;179;172;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.173088;0.173088;-0.173088;1.000000
445629.00850113;5696572.28579910;471.54104998;101;95;85;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.156018;0.156018;-0.156018;1.000000
445629.01150139;5696572.44429882;471.54304983;177;171;162;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.146626;0.146626;-0.146626;1.000000
445629.05050095;5696572.41039951;471.54204990;152;146;136;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.107626;0.107626;-0.107626;1.000000
445629.05150230;5696572.37059887;471.53924992;64;61;54;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.106625;0.106625;-0.106625;1.000000
445629.01760109;5696572.33399876;471.54194977;195;192;184;49344.000000;1.000000;1.000000;1.000000;1.000000;-0.140526;0.140526;-0.140526;1.000000
445628.98120125;5696572.29529961;471.54454996;85;78;69;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.180296;0.180296;-0.180296;1.000000
445629.01880081;5696572.29649933;471.54155018;127;121;113;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.143297;0.143297;-0.143297;1.000000
445629.05520065;5696572.26049908;471.54045012;157;156;150;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.124194;0.124194;-0.124194;1.000000
445629.05860146;5696572.22269924;471.54255011;108;110;104;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.146352;0.146352;-0.146352;1.000000
445629.02230080;5696572.18409927;471.54274990;111;110;101;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.199338;0.199338;-0.199338;1.000000
445629.08740242;5696572.63339909;471.54874994;168;161;149;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.070724;0.070724;-0.070724;1.000000
445628.93790062;5696572.66579922;471.56094982;148;141;128;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.164201;0.164201;-0.164201;1.000000
445628.97440155;5696572.62969883;471.55754997;138;132;121;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.183725;0.183725;-0.183725;1.000000
445628.97450073;5696572.42439945;471.54575016;93;86;76;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.183626;0.183626;-0.183626;1.000000
445629.01200111;5696572.63089951;471.55695011;110;106;97;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.146126;0.146126;-0.146126;1.000000
445628.82690247;5696572.63159950;471.56714966;132;123;107;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.198400;0.198400;-0.198400;1.000000
445628.86460121;5696572.63509949;471.56664993;145;132;115;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.194901;0.194901;-0.194901;1.000000
445629.04020126;5696572.63069923;471.55354979;169;165;153;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.117926;0.117926;-0.117926;1.000000
445628.96870239;5696572.59069927;471.55214979;166;155;145;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.189425;0.189425;-0.189425;1.000000
445629.04180153;5696572.59559925;471.54855015;93;79;66;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.116325;0.116325;-0.116325;1.000000
445629.05820091;5696572.64999874;471.55684998;203;202;192;51657.000000;1.000000;1.000000;1.000000;1.000000;-0.099926;0.099926;-0.099926;1.000000
445629.04590233;5696572.53919895;471.54804995;143;137;129;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.112225;0.112225;-0.112225;1.000000
445628.92900093;5696572.64559944;471.56034996;142;136;123;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.184401;0.184401;-0.184401;1.000000
445629.03960236;5696572.65169914;471.55845024;208;207;199;52942.000000;1.000000;1.000000;1.000000;1.000000;-0.118525;0.118525;-0.118525;1.000000
445629.07720192;5696572.65289886;471.55544998;189;185;173;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.080925;0.080925;-0.080925;1.000000
445628.96820076;5696572.61169918;471.55474998;139;130;119;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.189926;0.189926;-0.189926;1.000000
445629.02680214;5696572.51059921;471.54915001;92;86;79;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.131325;0.131325;-0.131325;1.000000
445628.99270065;5696572.47169884;471.54944994;151;144;134;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.165426;0.165426;-0.165426;1.000000
445628.97670181;5696572.34939869;471.54734995;161;154;145;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.181425;0.181425;-0.181425;1.000000
445629.02040108;5696572.24029930;471.54565002;163;163;158;41634.000000;1.000000;1.000000;1.000000;1.000000;-0.164361;0.164361;-0.164361;1.000000
445628.96000107;5696572.32059868;471.54855015;77;71;63;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.198349;0.198349;-0.198349;1.000000
445629.04100235;5696572.21259888;471.54855015;117;118;112;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.165835;0.165835;-0.165835;1.000000
445628.97870071;5696572.54539879;471.54745008;151;147;139;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.179426;0.179426;-0.179426;1.000000
445629.01720245;5696572.50909908;471.55104973;75;69;61;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.140924;0.140924;-0.140924;1.000000
445629.03240211;5696572.62209900;471.55305006;148;141;129;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.125725;0.125725;-0.125725;1.000000
445629.07000168;5696572.62329872;471.55014994;160;152;140;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.088125;0.088125;-0.088125;1.000000
445628.95860107;5696572.58229931;471.55154993;161;153;143;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.199526;0.199526;-0.199526;1.000000
445628.99610146;5696572.58349903;471.55095007;151;139;128;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.162025;0.162025;-0.162025;1.000000
445629.03370102;5696572.58469875;471.55034973;86;72;59;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.124426;0.124426;-0.124426;1.000000
445629.07130249;5696572.58589943;471.54745008;62;48;39;13107.000000;1.000000;1.000000;1.000000;1.000000;-0.086824;0.086824;-0.086824;1.000000
445629.03640182;5696572.51199921;471.54724981;130;124;118;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.121725;0.121725;-0.121725;1.000000
445629.00620087;5696572.59189899;471.55154993;138;125;112;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.151926;0.151926;-0.151926;1.000000
445629.00550087;5696572.61059959;471.55404999;112;102;89;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.152626;0.152626;-0.152626;1.000000
445628.98460205;5696572.63819893;471.55574991;113;108;98;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.173525;0.173525;-0.173525;1.000000
445629.02230080;5696572.64169891;471.55754997;190;188;179;48059.000000;1.000000;1.000000;1.000000;1.000000;-0.135826;0.135826;-0.135826;1.000000
445629.05990227;5696572.64289959;471.55684998;210;208;197;53199.000000;1.000000;1.000000;1.000000;1.000000;-0.098225;0.098225;-0.098225;1.000000
445629.04120071;5696572.61439903;471.54874994;185;174;162;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.116926;0.116926;-0.116926;1.000000
445629.07880219;5696572.61559875;471.54575016;145;135;122;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.079325;0.079325;-0.079325;1.000000
445629.06630142;5696572.45559891;471.54334976;129;125;115;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.091825;0.091825;-0.091825;1.000000
445629.02310188;5696572.62299927;471.55264999;119;112;100;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.135025;0.135025;-0.135025;1.000000
445628.95980080;5696572.54479893;471.55114986;75;72;65;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.198326;0.198326;-0.198326;1.000000
445629.03500183;5696572.54719933;471.54764988;93;85;78;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.123125;0.123125;-0.123125;1.000000
445629.03240211;5696572.41669949;471.54134991;150;145;136;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.125725;0.125725;-0.125725;1.000000
445629.06780251;5696572.42049892;471.54064991;155;148;138;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.090324;0.090324;-0.090324;1.000000
445629.01090248;5696572.46309956;471.54325010;171;165;157;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.147224;0.147224;-0.147224;1.000000
445629.01220139;5696572.42559917;471.54054977;120;113;106;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.145926;0.145926;-0.145926;1.000000
445628.89140137;5696572.67229946;471.56825020;156;148;134;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.157701;0.157701;-0.157701;1.000000
445629.01940163;5696572.27779873;471.54134991;88;83;73;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.148222;0.148222;-0.148222;1.000000
445628.98190125;5696572.27659901;471.54204990;191;183;173;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.184139;0.184139;-0.184139;1.000000
445628.96330078;5696572.50709923;471.55095007;126;123;114;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.194826;0.194826;-0.194826;1.000000
445629.03360184;5696572.37929924;471.54094984;102;98;90;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.124525;0.124525;-0.124525;1.000000
445629.03490074;5696572.34409912;471.54285004;136;135;128;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.123226;0.123226;-0.123226;1.000000
445629.07240112;5696572.34529884;471.54225018;86;83;76;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.085726;0.085726;-0.085726;1.000000
445628.99860199;5696572.30539902;471.54075005;101;92;83;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.161411;0.161411;-0.161411;1.000000
445629.06080063;5696572.62419899;471.54974987;179;172;160;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.097326;0.097326;-0.097326;1.000000
445629.03610237;5696572.30659874;471.54244997;215;213;204;54484.000000;1.000000;1.000000;1.000000;1.000000;-0.124248;0.124248;-0.124248;1.000000
445628.98710068;5696572.36009892;471.54794981;126;121;112;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.171026;0.171026;-0.171026;1.000000
445628.79710205;5696572.66689880;471.57555010;147;134;119;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.163101;0.163101;-0.163101;1.000000
445628.99850090;5696572.50849922;471.55014994;124;119;112;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.159626;0.159626;-0.159626;1.000000
445628.98690231;5696572.58429916;471.55055000;147;136;126;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.171225;0.171225;-0.171225;1.000000
445629.02440079;5696572.58549889;471.54995014;85;70;57;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.133726;0.133726;-0.133726;1.000000
445629.06210144;5696572.58669956;471.54705002;70;56;44;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.096025;0.096025;-0.096025;1.000000
445629.02880104;5696572.45439919;471.54395010;149;145;136;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.129326;0.129326;-0.129326;1.000000
445628.99480064;5696572.41549881;471.54194977;38;32;24;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.163326;0.163326;-0.163326;1.000000
