//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump62
445601.52450188;5696587.13529976;473.61324980;131;121;102;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.194700;0.194700;-0.194700;1.000000
445601.53350075;5696587.13439949;473.61824991;144;136;114;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.195601;0.195601;-0.195601;1.000000
445601.47100075;5696587.13349922;473.60144999;112;104;75;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.198912;0.198912;-0.198912;1.000000
445601.47870071;5696587.14209946;473.60424997;102;91;63;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.189324;0.189324;-0.189324;1.000000
445601.45090111;5696587.14009865;473.59595015;73;65;32;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.196624;0.196624;-0.196624;1.000000
445601.50810059;5696587.13449867;473.61245014;131;122;100;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.195505;0.195505;-0.195505;1.000000
445601.47800262;5696587.13279922;473.60174992;114;105;78;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.198641;0.198641;-0.198641;1.000000
445601.54530151;5696587.13569839;473.61884977;157;149;127;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.194302;0.194302;-0.194302;1.000000
445601.48710068;5696587.13189896;473.60444977;113;104;78;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.198651;0.198651;-0.198651;1.000000
445601.51500137;5696587.13389977;473.61275007;123;114;95;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.196100;0.196100;-0.196100;1.000000
445601.49640091;5696587.13329895;473.60955002;128;118;92;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.196777;0.196777;-0.196777;1.000000
445601.44160088;5696587.14099892;473.59555008;76;68;32;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.198380;0.198380;-0.198380;1.000000
445601.46020134;5696587.14149864;473.59875013;75;68;36;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.193053;0.193053;-0.193053;1.000000
445601.46940239;5696587.14059837;473.60144999;82;72;44;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.192165;0.192165;-0.192165;1.000000
445601.38470085;5696587.59329994;473.83124973;193;184;153;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.117176;0.117176;-0.117176;1.000000
445601.34010132;5696587.32939919;473.64674999;80;69;37;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.161777;0.161777;-0.161777;1.000000
445601.49980171;5696587.70699890;473.79355003;116;116;76;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.002075;0.002075;-0.002075;1.000000
445601.46760185;5696587.66329964;473.79624989;184;173;138;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.034275;0.034275;-0.034275;1.000000
445601.37050064;5696587.25420006;473.64494993;126;129;84;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.151675;0.151675;-0.151675;1.000000
445601.35850151;5696587.58949860;473.78114988;148;143;99;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.143375;0.143375;-0.143375;1.000000
445601.41220100;5696587.17639931;473.59464981;191;184;155;46774.000000;1.000000;1.000000;1.000000;1.000000;-0.177862;0.177862;-0.177862;1.000000
