//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump128
445595.49850090;5696586.64099892;474.76284983;233;224;191;57311.000000;1.000000;1.000000;1.000000;1.000000;0.003376;-0.003376;0.003376;1.000000
445595.49850090;5696586.64099892;474.76284983;234;225;191;57311.000000;1.000000;1.000000;1.000000;1.000000;0.003376;-0.003376;0.003376;1.000000
445595.53070076;5696586.64919861;474.79234983;175;157;119;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.028824;0.028824;-0.028824;1.000000
445595.53430183;5696586.65299995;474.82515003;159;141;103;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.032425;0.032425;-0.032425;1.000000
445595.50780113;5696586.64919861;474.78195002;244;228;197;58853.000000;1.000000;1.000000;1.000000;1.000000;-0.005924;0.005924;-0.005924;1.000000
445595.53960236;5696586.65279968;474.81145002;155;137;98;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.037725;0.037725;-0.037725;1.000000
445595.42110260;5696586.61909874;474.82894995;45;45;16;10537.000000;1.000000;1.000000;1.000000;1.000000;0.080774;-0.080774;0.080774;1.000000
445595.55110176;5696586.65169914;474.81195023;177;159;122;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.049225;0.049225;-0.049225;1.000000
445595.41840179;5696586.61249931;474.82175018;33;34;6;7710.000000;1.000000;1.000000;1.000000;1.000000;0.083475;-0.083475;0.083475;1.000000
445595.52110107;5696586.64320000;474.78484966;219;203;166;52171.000000;1.000000;1.000000;1.000000;1.000000;-0.019224;0.019224;-0.019224;1.000000
445595.51340111;5696586.63690002;474.78674986;243;229;197;58853.000000;1.000000;1.000000;1.000000;1.000000;-0.011524;0.011524;-0.011524;1.000000
445595.53320129;5696586.63469894;474.81094982;226;208;175;53713.000000;1.000000;1.000000;1.000000;1.000000;-0.031324;0.031324;-0.031324;1.000000
445595.41840179;5696586.61249931;474.82175018;33;34;6;7710.000000;1.000000;1.000000;1.000000;1.000000;0.083475;-0.083475;0.083475;1.000000
445595.50080116;5696586.63319977;474.80014994;187;183;151;46260.000000;1.000000;1.000000;1.000000;1.000000;0.001076;-0.001076;0.001076;1.000000
445595.55110176;5696586.65169914;474.81195023;177;159;121;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.049225;0.049225;-0.049225;1.000000
445595.53080185;5696586.65379913;474.79934980;164;146;109;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.028925;0.028925;-0.028925;1.000000
445595.52640160;5696586.65429886;474.79454996;175;157;122;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.024525;0.024525;-0.024525;1.000000
445595.53430183;5696586.65299995;474.82515003;159;140;103;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.032425;0.032425;-0.032425;1.000000
445595.52480133;5696586.64479836;474.81064989;222;204;172;52685.000000;1.000000;1.000000;1.000000;1.000000;-0.022924;0.022924;-0.022924;1.000000
445595.53430183;5696586.65299995;474.82515003;159;141;103;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.032425;0.032425;-0.032425;1.000000
445595.49740227;5696586.63620003;474.77664997;202;197;163;49858.000000;1.000000;1.000000;1.000000;1.000000;0.004475;-0.004475;0.004475;1.000000
445595.53320129;5696586.63469894;474.81094982;226;208;175;53713.000000;1.000000;1.000000;1.000000;1.000000;-0.031324;0.031324;-0.031324;1.000000
445595.53730209;5696586.64399918;474.79024984;169;152;113;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.035425;0.035425;-0.035425;1.000000
445595.42110260;5696586.61909874;474.82894995;44;44;15;10280.000000;1.000000;1.000000;1.000000;1.000000;0.080774;-0.080774;0.080774;1.000000
445595.41840179;5696586.61249931;474.82175018;33;34;6;7710.000000;1.000000;1.000000;1.000000;1.000000;0.083475;-0.083475;0.083475;1.000000
445595.41840179;5696586.61249931;474.82175018;33;34;6;7710.000000;1.000000;1.000000;1.000000;1.000000;0.083475;-0.083475;0.083475;1.000000
445595.42110260;5696586.61909874;474.82894995;44;44;15;10280.000000;1.000000;1.000000;1.000000;1.000000;0.080774;-0.080774;0.080774;1.000000
445595.50780113;5696586.64919861;474.78195002;244;228;197;58853.000000;1.000000;1.000000;1.000000;1.000000;-0.005924;0.005924;-0.005924;1.000000
445595.50080116;5696586.63319977;474.80014994;188;182;151;46260.000000;1.000000;1.000000;1.000000;1.000000;0.001076;-0.001076;0.001076;1.000000
445595.51840218;5696586.63879974;474.78464987;248;233;198;59881.000000;1.000000;1.000000;1.000000;1.000000;-0.016525;0.016525;-0.016525;1.000000
445595.52800186;5696586.65389832;474.81084969;176;157;122;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.026125;0.026125;-0.026125;1.000000
