//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump70
445615.73870094;5696591.17949875;472.92245008;84;70;54;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.168456;0.168456;-0.168456;1.000000
445615.69090088;5696591.20539864;472.89494993;54;39;26;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.175419;0.175419;-0.175419;1.000000
445615.75670250;5696591.17989929;472.93954994;76;64;48;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.160800;0.160800;-0.160800;1.000000
445615.69010170;5696591.19609840;472.89475014;61;46;32;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.182685;0.182685;-0.182685;1.000000
445615.74950226;5696591.20159920;472.93715002;75;62;49;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.143859;0.143859;-0.143859;1.000000
445615.78490074;5696591.19100006;472.95954992;155;142;122;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.142091;0.142091;-0.142091;1.000000
445615.71360214;5696591.17969902;472.90964987;82;68;53;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.180958;0.180958;-0.180958;1.000000
445615.74970062;5696591.15259941;472.93424990;117;106;86;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.188823;0.188823;-0.188823;1.000000
445615.78720100;5696591.15599831;472.94065001;163;162;135;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.176111;0.176111;-0.176111;1.000000
445615.68310173;5696591.19679840;472.89444973;96;80;63;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.187018;0.187018;-0.187018;1.000000
445615.72950180;5696591.15249832;472.91464998;114;97;77;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.196750;0.196750;-0.196750;1.000000
445615.72960098;5696591.17809875;472.91494991;90;74;57;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.173957;0.173957;-0.173957;1.000000
445615.76450165;5696591.19079979;472.94465019;97;87;67;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.147866;0.147866;-0.147866;1.000000
445615.75730141;5696591.16119965;472.93935015;116;106;90;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.178189;0.178189;-0.178189;1.000000
445615.76770218;5696591.14399918;472.93265011;155;152;130;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.191768;0.191768;-0.191768;1.000000
445615.68050201;5696591.21579941;472.88754990;101;85;69;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.175967;0.175967;-0.175967;1.000000
445615.71040161;5696591.16839989;472.90464975;85;68;52;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.192160;0.192160;-0.192160;1.000000
445615.76760109;5696591.14619835;472.93965008;161;158;134;40092.000000;1.000000;1.000000;1.000000;1.000000;-0.189660;0.189660;-0.189660;1.000000
445615.80470093;5696591.17289932;472.95095016;181;174;149;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.157398;0.157398;-0.157398;1.000000
445615.68260201;5696591.21559914;472.89234974;74;58;45;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.174506;0.174506;-0.174506;1.000000
445615.73150070;5696591.15219887;472.92175009;133;120;102;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.196168;0.196168;-0.196168;1.000000
445615.70830162;5696591.19660004;472.90724995;47;34;22;9252.000000;1.000000;1.000000;1.000000;1.000000;-0.170433;0.170433;-0.170433;1.000000
445615.78350075;5696591.20049866;472.95965006;144;132;113;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.133131;0.133131;-0.133131;1.000000
445615.74770172;5696591.20879944;472.93944981;64;52;41;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.138330;0.138330;-0.138330;1.000000
445615.74690063;5696591.19719894;472.93464996;76;62;49;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.148960;0.148960;-0.148960;1.000000
445615.67380150;5696591.19539841;472.89174988;108;92;75;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.194625;0.194625;-0.194625;1.000000
445615.70300110;5696591.18779953;472.90224983;80;66;50;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.180625;0.180625;-0.180625;1.000000
445615.78860100;5696591.13299950;472.91244986;181;181;150;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.198680;0.198680;-0.198680;1.000000
445615.79710205;5696591.16209991;472.94114973;184;182;153;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.168786;0.168786;-0.168786;1.000000
445615.70240219;5696591.20659836;472.90245010;57;43;32;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.166632;0.166632;-0.166632;1.000000
445615.74630173;5696591.19030006;472.93214991;72;59;45;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.155404;0.155404;-0.155404;1.000000
445615.79850204;5696591.14359863;472.92234995;164;166;131;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.187076;0.187076;-0.187076;1.000000
445615.72820099;5696591.18989952;472.91734983;71;57;44;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.164482;0.164482;-0.164482;1.000000
445615.79810150;5696591.13439949;472.91295006;153;154;118;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.196276;0.196276;-0.196276;1.000000
445615.70970161;5696591.18709953;472.90724995;73;59;45;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.177137;0.177137;-0.177137;1.000000
445615.67020233;5696591.20509918;472.88705017;92;73;58;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.190753;0.190753;-0.190753;1.000000
445615.78840073;5696591.13519867;472.92175009;180;178;148;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.196526;0.196526;-0.196526;1.000000
445615.76820190;5696591.18109901;472.94705011;83;71;52;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.155896;0.155896;-0.155896;1.000000
445615.75760086;5696591.18919952;472.93965008;83;70;55;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.151817;0.151817;-0.151817;1.000000
445615.78590210;5696591.17229851;472.95004990;162;154;131;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.160252;0.160252;-0.160252;1.000000
445615.72970207;5696591.20839890;472.92234995;54;40;31;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.148178;0.148178;-0.148178;1.000000
445615.69140060;5696591.18659981;472.89704992;92;77;60;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.188909;0.188909;-0.188909;1.000000
445615.73100098;5696591.17089851;472.91965010;76;61;46;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.179624;0.179624;-0.179624;1.000000
445615.77880104;5696591.13599976;472.92834999;186;181;157;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.197235;0.197235;-0.197235;1.000000
445615.75600250;5696591.19859894;472.94205000;93;81;66;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.143784;0.143784;-0.143784;1.000000
445615.73860176;5696591.20739944;472.93204977;55;42;33;11308.000000;1.000000;1.000000;1.000000;1.000000;-0.144128;0.144128;-0.144128;1.000000
445615.74220093;5696591.16969879;472.92945005;83;71;58;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.175801;0.175801;-0.175801;1.000000
445615.74580200;5696591.18109901;472.92504980;109;97;76;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.163933;0.163933;-0.163933;1.000000
445615.71210106;5696591.16119965;472.90464975;96;78;62;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.197367;0.197367;-0.197367;1.000000
445615.79260071;5696591.20179947;472.96705009;99;86;68;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.130037;0.130037;-0.130037;1.000000
445615.71130188;5696591.20559891;472.90985014;50;36;27;10023.000000;1.000000;1.000000;1.000000;1.000000;-0.161555;0.161555;-0.161555;1.000000
445615.71250160;5696591.16809853;472.90945007;77;63;50;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.191287;0.191287;-0.191287;1.000000
445615.70150192;5696591.19730003;472.90234997;51;38;25;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.174213;0.174213;-0.174213;1.000000
445615.78700073;5696591.15149887;472.93354990;174;172;145;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.180588;0.180588;-0.180588;1.000000
445615.72870071;5696591.16889961;472.91484978;93;76;58;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.182466;0.182466;-0.182466;1.000000
445615.80340202;5696591.14999969;472.92964985;164;165;132;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.180335;0.180335;-0.180335;1.000000
445615.80430229;5696591.16149910;472.93445017;190;190;157;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.168802;0.168802;-0.168802;1.000000
445615.74780090;5696591.18079956;472.93214991;76;63;47;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.163380;0.163380;-0.163380;1.000000
445615.80520065;5696591.18209847;472.95804979;149;139;113;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.148186;0.148186;-0.148186;1.000000
445615.66170128;5696591.21299942;472.88434984;132;114;96;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.192351;0.192351;-0.192351;1.000000
445615.80520065;5696591.13609894;472.91324999;134;136;98;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.194118;0.194118;-0.194118;1.000000
445615.79590233;5696591.18069847;472.95295002;161;153;127;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.150440;0.150440;-0.150440;1.000000
445615.79420097;5696591.19009979;472.95994999;125;112;89;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.141348;0.141348;-0.141348;1.000000
445615.75810249;5696591.14469917;472.93914988;139;134;111;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.193657;0.193657;-0.193657;1.000000
445615.70780190;5696591.21539886;472.90514996;59;46;34;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.156498;0.156498;-0.156498;1.000000
445615.74130066;5696591.16049965;472.92924978;98;86;71;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.184582;0.184582;-0.184582;1.000000
445615.76660164;5696591.19049843;472.94945004;131;119;101;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.147456;0.147456;-0.147456;1.000000
445615.77600105;5696591.19189842;472.95214989;152;142;121;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.143334;0.143334;-0.143334;1.000000
445615.77880104;5696591.13369949;472.92364981;191;188;162;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.199498;0.199498;-0.199498;1.000000
445615.75440224;5696591.20809944;472.94444992;79;68;56;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.135855;0.135855;-0.135855;1.000000
445615.80560120;5696591.14529999;472.92264988;157;159;122;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.184908;0.184908;-0.184908;1.000000
445615.79540070;5696591.17379959;472.95055010;193;186;161;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.157349;0.157349;-0.157349;1.000000
445615.72190102;5696591.16959961;472.91225006;80;64;50;17219.000000;1.000000;1.000000;1.000000;1.000000;-0.185149;0.185149;-0.185149;1.000000
445615.69930084;5696591.19749840;472.89984991;43;28;18;7967.000000;1.000000;1.000000;1.000000;1.000000;-0.175497;0.175497;-0.175497;1.000000
445615.72040184;5696591.17899902;472.91225006;88;73;58;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.177856;0.177856;-0.177856;1.000000
445615.73040207;5696591.16169937;472.91484978;102;85;66;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.188087;0.188087;-0.188087;1.000000
445615.73190125;5696591.18019875;472.91974976;82;69;54;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.171005;0.171005;-0.171005;1.000000
445615.71980103;5696591.19779976;472.91244986;59;45;33;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.162547;0.162547;-0.162547;1.000000
445615.72090157;5696591.16029938;472.91435005;90;75;60;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.193742;0.193742;-0.193742;1.000000
445615.72530182;5696591.20889862;472.91744997;52;39;30;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.150333;0.150333;-0.150333;1.000000
445615.76600082;5696591.18129929;472.94465019;79;69;48;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.156372;0.156372;-0.156372;1.000000
445615.79670151;5696591.15749939;472.93874981;178;176;146;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.173404;0.173404;-0.173404;1.000000
445615.79630096;5696591.14839943;472.92924978;162;162;130;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.182498;0.182498;-0.182498;1.000000
445615.70360191;5696591.16909988;472.90205004;90;75;59;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.195346;0.195346;-0.195346;1.000000
445615.77670105;5696591.17319878;472.94964983;126;118;97;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.161264;0.161264;-0.161264;1.000000
445615.79660233;5696591.15299995;472.93164970;173;174;140;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.177890;0.177890;-0.177890;1.000000
445615.74540146;5696591.20669945;472.93464996;83;71;60;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.141282;0.141282;-0.141282;1.000000
445615.73400124;5696591.20559891;472.92485001;66;53;43;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.148108;0.148108;-0.148108;1.000000
445615.73570068;5696591.19839867;472.92485001;64;51;40;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.153326;0.153326;-0.153326;1.000000
445615.75690086;5696591.21009834;472.94684984;79;68;56;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.132966;0.132966;-0.132966;1.000000
445615.71840103;5696591.20719917;472.91244986;48;35;26;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.155857;0.155857;-0.155857;1.000000
445615.77820213;5696591.16379936;472.94724991;158;154;133;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.170092;0.170092;-0.170092;1.000000
445615.77490242;5696591.20829971;472.95935013;112;101;88;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.127942;0.127942;-0.127942;1.000000
445615.66330154;5696591.20579918;472.88665010;113;96;79;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.195575;0.195575;-0.195575;1.000000
445615.80360229;5696591.19159897;472.96044971;117;105;79;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.138820;0.138820;-0.138820;1.000000
445615.80420120;5696591.16379936;472.94145014;192;189;159;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.166512;0.166512;-0.166512;1.000000
445615.79550179;5696591.13690002;472.92215015;156;158;124;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.194020;0.194020;-0.194020;1.000000
445615.79500206;5696591.16689880;472.94574978;184;179;152;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.164248;0.164248;-0.164248;1.000000
445615.73040207;5696591.18969925;472.91984989;63;50;38;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.163512;0.163512;-0.163512;1.000000
445615.78540237;5696591.16319855;472.94294979;183;180;154;45746.000000;1.000000;1.000000;1.000000;1.000000;-0.169299;0.169299;-0.169299;1.000000
445615.76800163;5696591.20889862;472.95664980;109;97;86;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.129677;0.129677;-0.129677;1.000000
