//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump100
445595.42810257;5696581.08169945;473.85265018;63;60;37;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.042524;0.042524;-0.042524;1.000000
445595.54940231;5696580.98699959;473.81745007;76;88;36;20046.000000;1.000000;1.000000;1.000000;1.000000;0.078775;-0.078775;0.078775;1.000000
445595.35970123;5696581.05069931;473.85384991;104;114;68;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.110926;0.110926;-0.110926;1.000000
445595.44240196;5696580.86759956;473.86934998;130;123;89;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.028225;0.028225;-0.028225;1.000000
445595.59840210;5696580.72349937;473.79085018;113;107;65;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.106501;0.106501;-0.106501;1.000000
445595.42430122;5696581.11709984;473.85524990;142;136;103;34438.000000;1.000000;1.000000;1.000000;1.000000;-0.046326;0.046326;-0.046326;1.000000
445595.51850136;5696581.06659897;473.83794977;130;132;83;32382.000000;1.000000;1.000000;1.000000;1.000000;0.047874;-0.047874;0.047874;1.000000
445595.62690170;5696580.87519844;473.78464987;94;87;53;21845.000000;1.000000;1.000000;1.000000;1.000000;0.045198;-0.045198;0.045198;1.000000
445595.45030220;5696580.67389877;473.81155016;153;150;112;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.156101;0.156101;-0.156101;1.000000
445595.48830231;5696580.70989998;473.82065012;81;79;35;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.120100;0.120100;-0.120100;1.000000
445595.44590195;5696580.74609955;473.85185005;104;89;60;23130.000000;1.000000;1.000000;1.000000;1.000000;0.083900;-0.083900;0.083900;1.000000
445595.41070183;5696580.74459847;473.85255005;146;133;105;34181.000000;1.000000;1.000000;1.000000;1.000000;0.085402;-0.085402;0.085402;1.000000
445595.63250168;5696580.75569923;473.77644970;167;159;134;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.074301;0.074301;-0.074301;1.000000
445595.63220222;5696580.83029945;473.78205015;110;104;76;26214.000000;1.000000;1.000000;1.000000;1.000000;0.000299;-0.000299;0.000299;1.000000
445595.63090141;5696580.86549957;473.78004982;63;54;24;13621.000000;1.000000;1.000000;1.000000;1.000000;0.035500;-0.035500;0.035500;1.000000
445595.56880196;5696581.03899963;473.80725004;146;160;100;38293.000000;1.000000;1.000000;1.000000;1.000000;0.098175;-0.098175;0.098175;1.000000
445595.45830162;5696580.96109970;473.92014982;62;59;32;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.012325;0.012325;-0.012325;1.000000
445595.45070084;5696580.95869835;473.82194998;42;38;27;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.019926;0.019926;-0.019926;1.000000
445595.55150230;5696581.07269867;473.84644987;158;168;115;40863.000000;1.000000;1.000000;1.000000;1.000000;0.080875;-0.080875;0.080875;1.000000
445595.56390198;5696580.95789917;473.79904987;54;62;23;14135.000000;1.000000;1.000000;1.000000;1.000000;0.093275;-0.093275;0.093275;1.000000
445595.55410202;5696580.67849930;473.79995014;51;53;18;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.151501;0.151501;-0.151501;1.000000
445595.40340240;5696580.70829971;473.83314993;146;130;104;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.121700;0.121700;-0.121700;1.000000
445595.59230240;5696580.86409958;473.80394985;179;172;143;43690.000000;1.000000;1.000000;1.000000;1.000000;0.034100;-0.034100;0.034100;1.000000
445595.43120201;5696580.84759911;473.87094976;82;85;54;20560.000000;1.000000;1.000000;1.000000;1.000000;0.017599;-0.017599;0.017599;1.000000
445595.29230125;5696581.11049850;473.86555006;148;155;103;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.178326;0.178326;-0.178326;1.000000
445595.33020218;5696581.11399849;473.86254980;67;78;27;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.140425;0.140425;-0.140425;1.000000
445595.26020248;5696580.99959953;473.82774975;97;93;53;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.189898;0.189898;-0.189898;1.000000
445595.26130112;5696580.96209915;473.82975008;113;105;71;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.156720;0.156720;-0.156720;1.000000
445595.22620209;5696580.96069916;473.82814981;134;127;96;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.177044;0.177044;-0.177044;1.000000
445595.26500137;5696580.92449959;473.82474997;87;79;49;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.124220;0.124220;-0.124220;1.000000
445595.18990143;5696580.92209824;473.82604982;111;101;74;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.180921;0.180921;-0.180921;1.000000
445595.51300247;5696580.74969872;473.82224991;126;120;78;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.081068;0.081068;-0.081068;1.000000
445595.33630188;5696580.97579964;473.85424997;111;107;77;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.134325;0.134325;-0.134325;1.000000
445595.44830139;5696581.03359993;473.82275011;63;64;26;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.022326;0.022326;-0.022326;1.000000
445595.48030098;5696581.03729828;473.84754993;78;80;35;19018.000000;1.000000;1.000000;1.000000;1.000000;0.009674;-0.009674;0.009674;1.000000
445595.43510254;5696581.11579903;473.87204983;140;140;109;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.035524;0.035524;-0.035524;1.000000
445595.55930145;5696581.03229912;473.84865000;38;47;2;10023.000000;1.000000;1.000000;1.000000;1.000000;0.088675;-0.088675;0.088675;1.000000
445595.41680153;5696580.76489838;473.86235001;78;66;28;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.065102;0.065102;-0.065102;1.000000
445595.45640190;5696580.83839996;473.86264994;72;70;31;16962.000000;1.000000;1.000000;1.000000;1.000000;0.008400;-0.008400;0.008400;1.000000
445595.52620132;5696580.84179886;473.82394983;152;148;113;37265.000000;1.000000;1.000000;1.000000;1.000000;0.016320;-0.016320;0.016320;1.000000
445595.59820183;5696580.91979988;473.78854992;133;132;102;33153.000000;1.000000;1.000000;1.000000;1.000000;0.089800;-0.089800;0.089800;1.000000
445595.44890221;5696580.95059975;473.89864971;31;29;11;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.021725;0.021725;-0.021725;1.000000
445595.46950157;5696580.99619873;473.84655001;41;45;12;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.001125;0.001125;-0.001125;1.000000
445595.48850067;5696580.88659866;473.87174990;90;76;45;19532.000000;1.000000;1.000000;1.000000;1.000000;0.017874;-0.017874;0.017874;1.000000
445595.48740204;5696580.84939964;473.87124969;66;62;36;15420.000000;1.000000;1.000000;1.000000;1.000000;0.016775;-0.016775;0.016775;1.000000
445595.39490135;5696580.84219940;473.83435013;81;75;55;19018.000000;1.000000;1.000000;1.000000;1.000000;0.012199;-0.012199;0.012199;1.000000
445595.37550171;5696581.12379845;473.86245014;98;99;58;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.095125;0.095125;-0.095125;1.000000
445595.50980194;5696581.11129959;473.86604979;93;108;67;25186.000000;1.000000;1.000000;1.000000;1.000000;0.039175;-0.039175;0.039175;1.000000
445595.64920242;5696580.81019981;473.77784969;167;159;134;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.019800;0.019800;-0.019800;1.000000
445595.47500237;5696580.99069984;473.86994984;53;54;31;13107.000000;1.000000;1.000000;1.000000;1.000000;0.004375;-0.004375;0.004375;1.000000
445595.48190125;5696580.77559860;473.83984997;65;48;21;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.054401;0.054401;-0.054401;1.000000
445595.47490128;5696580.74829872;473.83454992;160;147;116;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.081750;0.081750;-0.081750;1.000000
445595.58680161;5696580.75249870;473.79764988;150;146;111;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.077501;0.077501;-0.077501;1.000000
445595.43680199;5696581.03839882;473.88285019;127;127;94;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.033825;0.033825;-0.033825;1.000000
445595.43430145;5696581.00529869;473.92194988;112;113;96;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.036325;0.036325;-0.036325;1.000000
445595.28410156;5696581.09499939;473.86025002;150;160;100;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.186525;0.186525;-0.186525;1.000000
445595.46490105;5696580.83049973;473.86534979;132;137;94;33410.000000;1.000000;1.000000;1.000000;1.000000;0.000500;-0.000500;0.000500;1.000000
445595.26620110;5696580.88699921;473.82434990;203;193;170;49601.000000;1.000000;1.000000;1.000000;1.000000;-0.097762;0.097762;-0.097762;1.000000
445595.19120224;5696580.88459976;473.82334997;122;115;94;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.163793;0.163793;-0.163793;1.000000
445595.52580078;5696580.86289986;473.82415010;54;46;13;11308.000000;1.000000;1.000000;1.000000;1.000000;0.034910;-0.034910;0.034910;1.000000
445595.26740082;5696580.84949883;473.82404997;81;68;43;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.080620;0.080620;-0.080620;1.000000
445595.37580116;5696580.85279854;473.86385014;83;72;53;18761.000000;1.000000;1.000000;1.000000;1.000000;0.022799;-0.022799;0.022799;1.000000
445595.30260094;5696581.12119873;473.86604979;161;165;118;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.168026;0.168026;-0.168026;1.000000
445595.17360123;5696580.87449844;473.82935001;148;139;115;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.177688;0.177688;-0.177688;1.000000
445595.28400238;5696580.87829979;473.82744982;107;90;64;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.078297;0.078297;-0.078297;1.000000
445595.59500130;5696580.98549850;473.78684999;93;114;42;25443.000000;1.000000;1.000000;1.000000;1.000000;0.124374;-0.124374;0.124374;1.000000
445595.56070145;5696581.01149948;473.82525017;55;68;11;14649.000000;1.000000;1.000000;1.000000;1.000000;0.090075;-0.090075;0.090075;1.000000
445595.40740211;5696580.85939987;473.85144999;80;69;47;17733.000000;1.000000;1.000000;1.000000;1.000000;0.029400;-0.029400;0.029400;1.000000
445595.21370132;5696580.97819908;473.83005001;109;102;70;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.198412;0.198412;-0.198412;1.000000
445595.25140198;5696580.97939880;473.82714989;146;140;105;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.176631;0.176631;-0.176631;1.000000
445595.32520111;5696581.00259979;473.84474995;76;73;40;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.145426;0.145426;-0.145426;1.000000
445595.55530174;5696580.89769943;473.81194975;119;118;84;29298.000000;1.000000;1.000000;1.000000;1.000000;0.067699;-0.067699;0.067699;1.000000
445595.40470131;5696580.89429863;473.87965014;117;110;83;28013.000000;1.000000;1.000000;1.000000;1.000000;0.064299;-0.064299;0.064299;1.000000
445595.32990082;5696580.85269936;473.84544994;114;98;78;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.027615;0.027615;-0.027615;1.000000
445595.56040199;5696580.75019844;473.80814983;169;168;127;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.079802;0.079802;-0.079802;1.000000
445595.56190117;5696580.71499832;473.80544998;105;106;51;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.115002;0.115002;-0.115002;1.000000
