//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump55
445631.07200058;5696569.79479893;471.31815006;173;166;155;42662.000000;1.000000;1.000000;1.000000;1.000000;0.122541;-0.122541;0.122541;1.000000
445631.10730179;5696569.79619892;471.31745007;173;169;157;43176.000000;1.000000;1.000000;1.000000;1.000000;0.088763;-0.088763;0.088763;1.000000
445631.09350021;5696569.92819984;471.32534983;161;153;143;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.137243;0.137243;-0.137243;1.000000
445631.16840179;5696569.92829903;471.32404997;63;61;59;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.100512;0.100512;-0.100512;1.000000
445631.11350067;5696569.88899906;471.31874992;132;126;116;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.096115;0.096115;-0.096115;1.000000
445631.12700089;5696570.01149948;471.32554962;159;154;146;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.191919;0.191919;-0.191919;1.000000
445631.17410095;5696569.78079899;471.30625011;207;203;192;51914.000000;1.000000;1.000000;1.000000;1.000000;0.051518;-0.051518;0.051518;1.000000
445631.16769989;5696569.92129906;471.32624962;57;55;53;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.093837;0.093837;-0.093837;1.000000
445631.13640030;5696569.77959927;471.31154968;95;90;75;22873.000000;1.000000;1.000000;1.000000;1.000000;0.073122;-0.073122;0.073122;1.000000
445631.17530258;5696569.74339874;471.30585005;110;106;96;27242.000000;1.000000;1.000000;1.000000;1.000000;0.087737;-0.087737;0.087737;1.000000
445631.17640121;5696569.70589931;471.30784990;142;139;131;35723.000000;1.000000;1.000000;1.000000;1.000000;0.124777;-0.124777;0.124777;1.000000
445631.02050217;5696569.87639912;471.33305027;134;123;108;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.175133;0.175133;-0.175133;1.000000
445631.08609970;5696569.89849861;471.32464983;137;130;119;33410.000000;1.000000;1.000000;1.000000;1.000000;-0.123928;0.123928;-0.123928;1.000000
445631.22330292;5696569.96069916;471.31524994;89;90;86;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.130699;0.130699;-0.130699;1.000000
445631.15180023;5696569.84589966;471.31304981;165;161;150;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.040802;0.040802;-0.040802;1.000000
445631.20990189;5696569.81029900;471.29894974;150;145;135;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.019701;0.019701;-0.019701;1.000000
445631.21400269;5696569.70709904;471.30485012;65;63;57;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.122901;0.122901;-0.122901;1.000000
445631.11180313;5696569.94749935;471.32404997;150;144;136;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.140797;0.140797;-0.140797;1.000000
445631.07380112;5696569.94399937;471.32924988;184;176;164;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.162338;0.162338;-0.162338;1.000000
445631.15030106;5696569.91119965;471.32774975;114;112;106;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.090113;0.090113;-0.090113;1.000000
445631.04240234;5696569.83019932;471.32184984;132;121;108;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.146975;0.146975;-0.146975;1.000000
445631.09920319;5696569.99289902;471.33334972;182;178;168;45746.000000;1.000000;1.000000;1.000000;1.000000;-0.186192;0.186192;-0.186192;1.000000
445630.99380310;5696569.86719902;471.33645012;141;129;115;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.199080;0.199080;-0.199080;1.000000
445631.25850113;5696570.00889977;471.30814983;169;170;164;43433.000000;1.000000;1.000000;1.000000;1.000000;-0.178900;0.178900;-0.178900;1.000000
445630.99380310;5696569.83919914;471.33145000;138;123;108;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.195790;0.195790;-0.195790;1.000000
445631.22879990;5696570.01639946;471.30684998;88;86;79;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.186399;0.186399;-0.186399;1.000000
445631.15649994;5696569.94809921;471.31914999;52;49;45;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.122590;0.122590;-0.122590;1.000000
445631.19410141;5696569.94939907;471.31615021;63;62;61;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.119399;0.119399;-0.119399;1.000000
445631.20760162;5696569.86639984;471.31115009;160;160;149;40606.000000;1.000000;1.000000;1.000000;1.000000;0.036400;-0.036400;0.036400;1.000000
445631.22739990;5696569.84839924;471.30244972;204;201;190;51400.000000;1.000000;1.000000;1.000000;1.000000;-0.018399;0.018399;-0.018399;1.000000
445631.03180130;5696569.86849983;471.32644989;169;158;144;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.162211;0.162211;-0.162211;1.000000
