//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump87
445632.61230286;5696585.31009872;471.71444990;161;159;137;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.019901;0.019901;-0.019901;1.000000
445632.49730118;5696585.17599876;471.70534994;179;173;160;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.154001;0.154001;-0.154001;1.000000
445632.53230103;5696585.25219925;471.70774986;174;170;152;43433.000000;1.000000;1.000000;1.000000;1.000000;0.077805;-0.077805;0.077805;1.000000
445632.65750320;5696585.36889847;471.71484997;166;162;145;41377.000000;1.000000;1.000000;1.000000;1.000000;0.039795;-0.039795;0.039795;1.000000
445632.44890030;5696585.21079834;471.71054985;141;135;121;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.119202;0.119202;-0.119202;1.000000
445632.48650177;5696585.21199997;471.70755007;178;173;158;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.118000;0.118000;-0.118000;1.000000
445632.59950073;5696585.21799858;471.70344975;143;139;122;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.112001;0.112001;-0.112001;1.000000
445632.48890121;5696585.13709839;471.70674994;186;180;170;46260.000000;1.000000;1.000000;1.000000;1.000000;-0.192902;0.192902;-0.192902;1.000000
445632.68240173;5696585.46229942;471.71945002;161;155;138;39578.000000;1.000000;1.000000;1.000000;1.000000;0.118025;-0.118025;0.118025;1.000000
445632.62600143;5696585.38569839;471.72295000;168;159;140;40863.000000;1.000000;1.000000;1.000000;1.000000;0.055698;-0.055698;0.055698;1.000000
445632.64850052;5696585.34869965;471.71654989;111;107;89;27242.000000;1.000000;1.000000;1.000000;1.000000;0.025538;-0.025538;0.025538;1.000000
445632.54810150;5696585.29959877;471.71604969;156;151;128;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.030401;0.030401;-0.030401;1.000000
445632.59600266;5696585.31149872;471.71604969;160;155;133;39578.000000;1.000000;1.000000;1.000000;1.000000;-0.018501;0.018501;-0.018501;1.000000
445632.66970261;5696585.29549988;471.70755007;156;155;137;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.034500;0.034500;-0.034500;1.000000
445632.59790237;5696585.25309952;471.70844986;164;161;143;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.076900;0.076900;-0.076900;1.000000
445632.56190308;5696585.21679886;471.70405008;154;150;133;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.113201;0.113201;-0.113201;1.000000
445632.45380219;5696585.13569839;471.70515015;176;169;159;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.194302;0.194302;-0.194302;1.000000
445632.65460022;5696585.41579826;471.71995022;144;136;115;34952.000000;1.000000;1.000000;1.000000;1.000000;0.086536;-0.086536;0.086536;1.000000
445632.62180145;5696585.33939941;471.71985008;130;124;105;31611.000000;1.000000;1.000000;1.000000;1.000000;0.009399;-0.009399;0.009399;1.000000
445632.51030167;5696585.29609879;471.71665003;172;168;144;42662.000000;1.000000;1.000000;1.000000;1.000000;0.033901;-0.033901;0.033901;1.000000
