//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump89
445650.72960098;5696553.80279930;469.66144993;95;99;93;24929.000000;1.000000;1.000000;1.000000;1.000000;0.119170;-0.119170;0.119170;1.000000
445650.75920303;5696553.87769897;469.62634995;190;193;190;49087.000000;1.000000;1.000000;1.000000;1.000000;-0.098711;0.098711;-0.098711;1.000000
445650.75790222;5696553.91289909;469.62434985;63;65;63;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.120696;0.120696;-0.120696;1.000000
445650.68860062;5696553.83709915;469.65765001;212;218;214;55255.000000;1.000000;1.000000;1.000000;1.000000;-0.157185;0.157185;-0.157185;1.000000
445650.64800079;5696553.83139999;469.66505005;228;227;219;58082.000000;1.000000;1.000000;1.000000;1.000000;-0.197629;0.197629;-0.197629;1.000000
445650.71510132;5696553.83949860;469.64485003;146;147;142;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.130869;0.130869;-0.130869;1.000000
445650.70450027;5696553.87549789;469.64255001;117;118;112;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.148278;0.148278;-0.148278;1.000000
445650.66560181;5696553.90949829;469.64345004;90;86;79;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.196795;0.196795;-0.196795;1.000000
445650.74650009;5696553.80369957;469.65284993;101;104;96;26214.000000;1.000000;1.000000;1.000000;1.000000;0.102555;-0.102555;0.102555;1.000000
445650.66660126;5696553.87419899;469.65244987;159;160;155;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.184399;0.184399;-0.184399;1.000000
445650.70530136;5696553.83790024;469.65144994;163;165;160;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.140546;0.140546;-0.140546;1.000000
445650.73750122;5696553.79030045;469.66864993;140;145;137;36494.000000;1.000000;1.000000;1.000000;1.000000;0.115182;-0.115182;0.115182;1.000000
445650.73730286;5696553.92169960;469.63284995;122;124;122;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.141924;0.141924;-0.141924;1.000000
445650.67609985;5696553.89909943;469.64844992;155;153;148;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.183067;0.183067;-0.183067;1.000000
445650.64820297;5696553.85939987;469.66534998;121;123;118;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.199599;0.199599;-0.199599;1.000000
445650.74620255;5696553.76589783;469.68505003;204;210;202;53199.000000;1.000000;1.000000;1.000000;1.000000;0.118296;-0.118296;0.118296;1.000000
445650.74630173;5696553.78479965;469.66894986;95;98;90;24672.000000;1.000000;1.000000;1.000000;1.000000;0.109125;-0.109125;0.109125;1.000000
445650.75480087;5696553.79360016;469.65314986;121;125;115;31354.000000;1.000000;1.000000;1.000000;1.000000;0.097847;-0.097847;0.097847;1.000000
445650.67510040;5696553.86639984;469.65505006;195;197;192;50115.000000;1.000000;1.000000;1.000000;1.000000;-0.174366;0.174366;-0.174366;1.000000
445650.75360306;5696553.80309875;469.64855005;108;111;103;28013.000000;1.000000;1.000000;1.000000;1.000000;0.095873;-0.095873;0.095873;1.000000
445650.72140320;5696553.90209778;469.63424994;75;74;70;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.143628;0.143628;-0.143628;1.000000
445650.75390060;5696553.80549820;469.64625003;111;113;105;28527.000000;1.000000;1.000000;1.000000;1.000000;0.094941;-0.094941;0.094941;1.000000
